facturadora,facturada,total
Q272727,Q6798126526,11622
Q8620606089,Q3536657242,82623
Q1851779074,Q6666,62274
Q8225522581,Q8202147355,31595
Q8654262468,Q0851389296,95198
Q0177372821,Q0563962909,86606
Q5986013964,Q8202147355,74519
Q8225522581,Q6798126526,2738
Q1468063108,Q9564636321,32156
Q3967623915,Q9388385657,33132
Q7933062949,Q3618140647,91663
Q1773186700,Q8396980208,58501
Q1111111,Q6236124536,68892
Q0482332301,Q6236124536,26370
Q4115702114,Q1509499132,351
Q8620606089,Q5184356482,63769
Q1911467279,Q8449780869,12004
Q5473512807,Q4115702114,93618
Q8620606089,Q4725404460,69876
Q3611449843,Q4242605006,36001
Q2201628128,Q6723378937,63801
Q1322352860,Q0301971354,35839
Q5825436105,Q1911467279,83609
Q5473512807,Q8449780869,98205
Q9453657809,Q7976453880,69957
Q6454390516,Q8654262468,77916
Q2641727394,Q3611449843,42608
Q8225522581,Q9004955745,31424
Q6905707917,Q3565078655,11747
Q4444,Q4678003580,32169
Q1821647255,Q4195375468,61962
Q3281523098,Q1322352860,67674
Q6364730892,Q5986013964,57997
Q4451605077,Q2641727394,58146
Q1527100770,Q0199943111,93752
Q5986013964,Q6798126526,83066
Q1527100770,Q2201628128,95611
Q1468063108,Q6798126526,22164
Q5236930570,Q9276934764,17854
Q1799660712,Q8206014259,9944
Q4063404034,Q9004955745,52483
Q0851389296,Q3164435093,86763
Q4444,Q272727,52664
Q8225522581,Q0482332301,55316
Q9016400742,Q33,85682
Q4444,Q5132628476,64376
Q6666,Q1821647255,88298
Q9388385657,Q8202147355,53000
Q1911467279,Q6454390516,75532
Q2280162501,Q1033745652,63116
Q7009715042,Q5132628476,643
Q6934466760,Q1955927015,81711
Q4678003580,Q3611449843,38940
Q9453657809,Q1509499132,59779
Q6666,Q1820827878,12271
Q1773186700,Q9855629498,91505
Q4678003580,Q8044157700,81915
Q9336212340,Q2641727394,26016
Q2903404864,Q8225522581,99787
Q6364730892,Q5132628476,4935
Q9815722414,Q6798126526,65685
Q5572688534,Q3967623915,65234
Q1033745652,Q1006027194,45397
Q5572688534,Q2201628128,77285
Q5825436105,Q2280162501,94064
Q8888,Q8206014259,86278
Q0978988285,Q0021942248,38460
Q1509499132,Q4725404460,97673
Q8654262468,Q0978988285,10708
Q3164435093,Q3281523098,91349
Q0978988285,Q4115702114,85938
Q7135753287,Q5369760002,4968
Q272727,Q0851389296,48078
Q5132628476,Q6454390516,50480
Q4195375468,Q8435135992,29060
Q0021942248,Q5986013964,97083
Q3611449843,Q7933062949,175
Q3618140647,Q8202147355,39433
Q3967623915,Q9004955745,5327
Q8435135992,Q6364730892,13212
Q7009715042,Q1527100770,52186
Q6750581222,Q1955927015,71358
Q5997385515,Q1911467279,56889
Q3618140647,Q9954990406,29559
Q5473512807,Q5986013964,54808
Q8374347050,Q0177372821,10608
Q6905707917,Q1773186700,35003
Q2280162501,Q8449780869,75726
Q6934466760,Q0177372821,76704
Q8888,Q1006027194,66829
Q0944953579,Q2201628128,68138
Q3536657242,Q0851389296,83190
Q1468063108,Q1728417125,12154
Q5825436105,Q6750581222,69202
Q9336212340,Q8225522581,34955
Q5184356482,Q1006027194,35903
Q5633742877,Q1509499132,45521
Q4725404460,Q7135753287,88126
Q0978988285,Q1527100770,74302
Q4195375468,Q1006027194,7475
Q2903404864,Q1006027194,23543
Q2903404864,Q3164435093,26081
Q6454390516,Q0563962909,91043
Q8654262468,Q1509499132,31241
Q8396980208,Q9815722414,8087
Q1955927015,Q1911467279,75157
Q5132628476,Q3536657242,18734
Q7135753287,Q6905707917,18653
Q5825436105,Q1509499132,53501
Q9954990406,Q6750581222,1705
Q9453657809,Q8888,88526
Q9954990406,Q8202147355,60265
Q4451605077,Q9855629498,98005
Q3536657242,Q0851389296,35771
Q8396980208,Q1911467279,57029
Q2903404864,Q5132628476,64381
Q3611449843,Q0482332301,37666
Q6934466760,Q4242605006,38682
Q5899441084,Q9954990406,98175
Q5986013964,Q6666,52028
Q2535484805,Q6236124536,83685
Q1468063108,Q1509499132,90983
Q9004955745,Q7570562411,701
Q8620606089,Q7009715042,27649
Q55555,Q5184356482,16332
Q2641727394,Q7400418425,76388
Q8206014259,Q1088565265,23506
Q9954990406,Q9855629498,12243
Q8435135992,Q5825436105,7430
Q1799660712,Q3536657242,76835
Q1322352860,Q8044157700,80081
Q4115702114,Q5071998992,79417
Q1851779074,Q3281523098,39825
Q4195375468,Q3565078655,60632
Q5236930570,Q1955927015,96435
Q1851779074,Q3611449843,10292
Q1773186700,Q2156262190,73812
Q2535484805,Q6364730892,69873
Q3281523098,Q5369760002,111
Q55555,Q5997385515,32006
Q3281523098,Q0978988285,88975
Q5071998992,Q6364730892,13497
Q9954990406,Q9336212340,58166
Q4115702114,Q2903404864,63221
Q0851389296,Q6798126526,81621
Q1527100770,Q8225522581,12738
Q1111111,Q7009715042,36184
Q3164435093,Q7089122617,48467
Q0199943111,Q2903404864,82079
Q8435135992,Q8374347050,78527
Q1773186700,Q5986013964,60048
Q0978988285,Q6666,33673
Q3618140647,Q1911467279,65197
Q7400418425,Q6364730892,28213
Q5132628476,Q9276934764,70642
Q1821647255,Q0563962909,86294
Q0000001,Q5986013964,12325
Q2274080112,Q8435135992,99462
Q8435135992,Q4063404034,40265
Q9855629498,Q1111111,73754
Q2535484805,Q2156262190,19598
Q9453657809,Q9671059268,32185
Q0177372821,Q4242605006,76373
Q5899441084,Q0851389296,77017
Q0944953579,Q6798126526,70681
Q0563962909,Q9336212340,98071
Q2903404864,Q3565078655,73742
Q5997385515,Q6750581222,87578
Q3618140647,Q9276934764,38549
Q2903404864,Q6364730892,35656
Q1509499132,Q0850183150,97967
Q4115702114,Q8620606089,8113
Q7009715042,Q4063404034,25961
Q8374347050,Q1088565265,27777
Q5572688534,Q2641727394,5274
Q5825436105,Q3536657242,77447
Q7933062949,Q5899441084,26533
Q6364730892,Q5473512807,35034
Q1728417125,Q7933062949,87394
Q7009715042,Q9336212340,12990
Q2274080112,Q4725404460,54598
Q6798126526,Q4115702114,37297
Q6236124536,Q5071998992,42773
Q3164435093,Q1821647255,10157
Q0021942248,Q5572688534,20574
Q7976453880,Q0000001,87374
Q9453657809,Q272727,51588
Q7089122617,Q9671059268,24333
Q2201628128,Q7400418425,71919
Q1851779074,Q6723378937,98481
Q1821647255,Q5997385515,26993
Q0177372821,Q9004955745,75823
Q8654262468,Q8202147355,11023
Q6934466760,Q9671059268,58773
Q8396980208,Q4242605006,6900
Q9016400742,Q9336212340,84925
Q8888,Q3164435093,31902
Q1509499132,Q0978988285,35938
Q0177372821,Q4115702114,720
Q7400418425,Q5132628476,42442
Q4678003580,Q1527100770,34126
Q0851389296,Q5132628476,77408
Q0177372821,Q1820827878,35994
Q6723378937,Q8792393276,19354
Q8202147355,Q4678003580,71577
Q9815722414,Q1088565265,89009
Q5899441084,Q3281523098,93488
Q8396980208,Q1527100770,5161
Q0482332301,Q3618140647,4553
Q7933062949,Q2274080112,78436
Q6750581222,Q2274080112,29745
Q5899441084,Q7009715042,11114
Q6364730892,Q6454390516,92232
Q5986013964,Q33,49736
Q1088565265,Q3536657242,39210
Q0850183150,Q3040648240,54230
Q1799660712,Q0563962909,36913
Q9004955745,Q0563962909,10506
Q2641727394,Q9336212340,63226
Q9815722414,Q6236124536,44659
Q8206014259,Q6236124536,68627
Q8206014259,Q9855629498,59727
Q55555,Q8374347050,242
Q7976453880,Q4444,75248
Q0021942248,Q5132628476,64184
Q3565078655,Q4115702114,50014
Q0978988285,Q1799660712,85873
Q1468063108,Q5899441084,6897
Q6750581222,Q9004955745,93576
Q0301971354,Q9004955745,26996
Q5633742877,Q9016400742,28218
Q8654262468,Q9388385657,87863
Q5997385515,Q6454390516,81848
Q4242605006,Q3040648240,99827
Q1799660712,Q7976453880,18562
Q7239794431,Q0851389296,50879
Q6723378937,Q2156262190,53960
Q8888,Q9276934764,25967
Q5369760002,Q5633742877,60352
Q1728417125,Q6798126526,1635
Q55555,Q1799660712,23943
Q9276934764,Q1911467279,32473
Q1710658261,Q9336212340,8714
Q5997385515,Q2535484805,20008
Q1521208856,Q3164435093,33446
Q8888,Q1527100770,29887
Q9016400742,Q0563962909,55189
Q1955927015,Q5633742877,14026
Q1710658261,Q1820827878,93311
Q4678003580,Q0301971354,7981
Q4242605006,Q4678003580,30688
Q55555,Q3536657242,18053
Q1728417125,Q5572688534,40485
Q4725404460,Q5633742877,12493
Q8435135992,Q0944953579,56571
Q1088565265,Q4195375468,91374
Q4115702114,Q4725404460,87206
Q6666,Q9276934764,82754
Q2201628128,Q5184356482,87497
Q6905707917,Q1821647255,29879
Q1851779074,Q8654262468,11713
Q9276934764,Q8435135992,94474
Q7135753287,Q5633742877,33853
Q5633742877,Q8206014259,97274
Q5132628476,Q4242605006,14825
Q8888,Q1521208856,82390
Q4195375468,Q3040648240,7783
Q8206014259,Q1468063108,31943
Q6934466760,Q272727,79390
Q4195375468,Q5997385515,53477
Q4195375468,Q1033745652,36047
Q0301971354,Q8044157700,52851
Q3164435093,Q2274080112,90016
Q5899441084,Q2641727394,35313
Q8206014259,Q1033745652,34068
Q1728417125,Q1851779074,27520
Q0021942248,Q272727,52742
Q4242605006,Q9453657809,57297
Q3164435093,Q3281523098,8320
Q0000001,Q5986013964,2436
Q4678003580,Q6364730892,22555
Q6905707917,Q7400418425,55745
Q0021942248,Q5473512807,70569
Q6750581222,Q6666,5984
Q0563962909,Q7089122617,61986
Q1728417125,Q1006027194,43248
Q8206014259,Q2535484805,32937
Q0482332301,Q4725404460,79034
Q7570562411,Q1527100770,13424
Q0021942248,Q7933062949,33308
Q7009715042,Q5633742877,59187
Q2535484805,Q0021942248,58050
Q6666,Q4725404460,87310
Q7570562411,Q1006027194,38496
Q7400418425,Q6750581222,22590
Q1773186700,Q9855629498,73834
Q9276934764,Q4195375468,73029
Q8206014259,Q5071998992,40087
Q6364730892,Q0851389296,95564
Q3040648240,Q7135753287,98344
Q6454390516,Q7009715042,15228
Q1111111,Q5633742877,58750
Q1509499132,Q1468063108,36214
Q0482332301,Q2156262190,21998
Q9016400742,Q2201628128,43514
Q3611449843,Q1509499132,91985
Q1509499132,Q5071998992,6882
Q4725404460,Q0482332301,24548
Q5633742877,Q3164435093,59834
Q4063404034,Q8206014259,13515
Q2280162501,Q2201628128,20095
Q2535484805,Q7009715042,7939
Q3281523098,Q4678003580,39388
Q6454390516,Q9388385657,78736
Q0199943111,Q0944953579,85362
Q1111111,Q5825436105,73237
Q1820827878,Q7009715042,50669
Q8620606089,Q4063404034,71214
Q0851389296,Q4063404034,66004
Q9815722414,Q0978988285,92457
Q1955927015,Q272727,41373
Q0301971354,Q9855629498,48333
Q9815722414,Q1322352860,31814
Q1509499132,Q8654262468,20569
Q3967623915,Q1509499132,92050
Q8435135992,Q33,25966
Q7239794431,Q9671059268,52466
Q3611449843,Q5825436105,13710
Q9336212340,Q9855629498,55044
Q7400418425,Q0563962909,60493
Q7135753287,Q4115702114,67313
Q9388385657,Q2641727394,93339
Q9388385657,Q7009715042,86091
Q1820827878,Q8044157700,5371
Q1799660712,Q5256483984,56984
Q9336212340,Q8620606089,18434
Q6905707917,Q1088565265,16118
Q2156262190,Q9276934764,48961
Q5369760002,Q5071998992,78716
Q2903404864,Q2641727394,23044
Q8396980208,Q1955927015,28860
Q7570562411,Q7009715042,23314
Q5825436105,Q8374347050,90126
Q3967623915,Q0978988285,33932
Q33,Q0301971354,2498
Q55555,Q0021942248,1950
Q3967623915,Q8654262468,96890
Q5184356482,Q6723378937,62246
Q9016400742,Q1006027194,37998
Q8225522581,Q1821647255,38618
Q9671059268,Q5997385515,59105
Q5633742877,Q0944953579,50401
Q2903404864,Q9276934764,4171
Q2641727394,Q0177372821,71102
Q5369760002,Q5825436105,45112
Q3281523098,Q8654262468,68206
Q7933062949,Q0851389296,87791
Q0482332301,Q4451605077,23775
Q1033745652,Q9564636321,68018
Q0177372821,Q0199943111,64456
Q8654262468,Q0199943111,76387
Q9336212340,Q9855629498,29180
Q7239794431,Q7400418425,65986
Q5071998992,Q8435135992,40069
Q6454390516,Q5256483984,83959
Q0851389296,Q0850183150,15244
Q1033745652,Q7570562411,8582
Q0944953579,Q1710658261,27095
Q5572688534,Q8044157700,31270
Q6364730892,Q3281523098,17283
Q7089122617,Q5256483984,75589
Q0851389296,Q3281523098,90101
Q2903404864,Q0301971354,26757
Q2156262190,Q5071998992,45779
Q1509499132,Q9855629498,41425
Q272727,Q7976453880,32785
Q1728417125,Q3536657242,93240
Q5572688534,Q3618140647,11237
Q1799660712,Q8654262468,51896
Q1728417125,Q5256483984,60109
Q0021942248,Q6454390516,14885
Q1322352860,Q3281523098,90484
Q9815722414,Q1521208856,96222
Q5633742877,Q7135753287,89625
Q0000001,Q0851389296,59018
Q0563962909,Q1006027194,8611
Q6364730892,Q1955927015,319
Q8044157700,Q6723378937,97750
Q5184356482,Q3281523098,82014
Q9855629498,Q6364730892,27073
Q9815722414,Q8396980208,51956
Q5236930570,Q5369760002,33780
Q1111111,Q1521208856,580
Q0944953579,Q0177372821,89339
Q1527100770,Q3164435093,60975
Q8449780869,Q5473512807,26967
Q1728417125,Q9564636321,81588
Q1033745652,Q7400418425,36858
Q7239794431,Q9388385657,94697
Q9388385657,Q0199943111,77988
Q8620606089,Q9388385657,82834
Q0177372821,Q8374347050,22015
Q3618140647,Q5997385515,67007
Q5236930570,Q8654262468,17010
Q5899441084,Q4115702114,16616
Q9564636321,Q6454390516,64900
Q8654262468,Q5236930570,89293
Q4242605006,Q6798126526,30866
Q2641727394,Q1911467279,29510
Q6934466760,Q3164435093,81072
Q2201628128,Q8449780869,19177
Q8449780869,Q1911467279,66815
Q2280162501,Q9336212340,36171
Q0177372821,Q6666,16061
Q9004955745,Q5899441084,44535
Q2535484805,Q4725404460,42878
Q1111111,Q4725404460,22291
Q9336212340,Q7135753287,30586
Q9388385657,Q9671059268,67187
Q5071998992,Q6750581222,19949
Q272727,Q4195375468,93342
Q9815722414,Q9336212340,27876
Q5256483984,Q8654262468,82730
Q7570562411,Q7933062949,27585
Q0563962909,Q1728417125,97085
Q5071998992,Q9453657809,3080
Q3536657242,Q1710658261,56412
Q6798126526,Q8620606089,58424
Q5184356482,Q9564636321,73142
Q6236124536,Q9004955745,86261
Q5986013964,Q55555,7929
Q9336212340,Q5184356482,4547
Q8044157700,Q1710658261,11708
Q1111111,Q2280162501,19290
Q2274080112,Q0000001,41434
Q2201628128,Q3536657242,42926
Q6905707917,Q5825436105,48953
Q1955927015,Q8449780869,6434
Q5473512807,Q7976453880,20303
Q4063404034,Q8044157700,57771
Q6666,Q3040648240,72925
Q5256483984,Q1820827878,89663
Q4063404034,Q1911467279,71603
Q3618140647,Q1851779074,3700
Q4115702114,Q5997385515,44905
Q6666,Q7009715042,73427
Q8202147355,Q4444,83825
Q9815722414,Q3536657242,90853
Q1033745652,Q8202147355,7938
Q0000001,Q1322352860,23621
Q5184356482,Q9016400742,3722
Q8202147355,Q6934466760,7064
Q9954990406,Q5256483984,49765
Q7570562411,Q9388385657,71362
Q8888,Q8620606089,54201
Q3565078655,Q9388385657,40366
Q6798126526,Q7933062949,16820
Q2274080112,Q8654262468,67712
Q1468063108,Q8206014259,70855
Q0563962909,Q4725404460,11328
Q0177372821,Q1088565265,76784
Q8888,Q6454390516,1205
Q2903404864,Q9855629498,34265
Q6798126526,Q9815722414,38786
Q1799660712,Q5572688534,57466
Q5633742877,Q2535484805,9827
Q6236124536,Q8206014259,79616
Q4725404460,Q7135753287,62371
Q7089122617,Q7933062949,28157
Q5986013964,Q8206014259,66859
Q5132628476,Q1509499132,71597
Q4242605006,Q7239794431,97683
Q6934466760,Q0021942248,35627
Q5256483984,Q1820827878,69230
Q6364730892,Q5899441084,99816
Q8044157700,Q9855629498,87024
Q1521208856,Q4063404034,56830
Q8202147355,Q5184356482,62687
Q5825436105,Q9004955745,63744
Q8620606089,Q1033745652,39103
Q1033745652,Q2535484805,21141
Q1006027194,Q6364730892,49791
Q9564636321,Q0177372821,28972
Q6236124536,Q1710658261,60915
Q0301971354,Q3565078655,87820
Q1710658261,Q7239794431,73400
Q9671059268,Q1111111,64352
Q4678003580,Q3040648240,33015
Q7933062949,Q3967623915,58933
Q7239794431,Q3040648240,84955
Q0199943111,Q4451605077,28539
Q9453657809,Q1521208856,53720
Q9855629498,Q3618140647,14473
Q6723378937,Q1799660712,72824
Q0978988285,Q4725404460,57941
Q55555,Q2535484805,14873
Q8202147355,Q3536657242,284
Q7135753287,Q0021942248,68056
Q6750581222,Q0851389296,77188
Q9954990406,Q4444,33243
Q5899441084,Q4444,75979
Q7400418425,Q5071998992,69990
Q2641727394,Q1799660712,71913
Q0000001,Q3164435093,30144
Q1728417125,Q5633742877,20668
Q8374347050,Q5986013964,10950
Q3611449843,Q5986013964,96060
Q1820827878,Q1088565265,69967
Q0199943111,Q5236930570,7605
Q1911467279,Q4725404460,78504
Q4063404034,Q6905707917,95009
Q0177372821,Q33,8115
Q0978988285,Q4115702114,67966
Q6666,Q5986013964,48783
Q5184356482,Q9564636321,46348
Q0000001,Q7239794431,77317
Q3164435093,Q0563962909,96026
Q9004955745,Q5369760002,37860
Q6454390516,Q6364730892,78642
Q6666,Q5256483984,47472
Q3611449843,Q7570562411,20212
Q1088565265,Q2641727394,84518
Q9671059268,Q9815722414,8215
Q1710658261,Q9954990406,10096
Q1033745652,Q2274080112,74034
Q7239794431,Q1821647255,34775
Q5184356482,Q1033745652,64741
Q4451605077,Q1820827878,75692
Q3536657242,Q3565078655,28431
Q4451605077,Q0563962909,15481
Q2903404864,Q8044157700,77201
Q6454390516,Q0563962909,46433
Q5256483984,Q1851779074,33257
Q4195375468,Q5256483984,82265
Q1710658261,Q6723378937,72674
Q6723378937,Q0563962909,22881
Q4063404034,Q4195375468,85243
Q3611449843,Q4063404034,74954
Q9388385657,Q2903404864,3408
Q7570562411,Q0851389296,49521
Q6934466760,Q0563962909,14498
Q1955927015,Q7089122617,85003
Q5236930570,Q7135753287,41367
Q5071998992,Q7135753287,25260
Q6798126526,Q5633742877,89019
Q1509499132,Q0563962909,19143
Q33,Q6905707917,22105
Q2535484805,Q9564636321,42736
Q7400418425,Q1821647255,23316
Q5256483984,Q1799660712,3482
Q8202147355,Q5825436105,31795
Q1955927015,Q6723378937,8074
Q1033745652,Q6364730892,59315
Q5256483984,Q2903404864,86742
Q8206014259,Q5899441084,74920
Q0199943111,Q9016400742,83886
Q6666,Q8044157700,30217
Q1509499132,Q1468063108,81345
Q6364730892,Q8044157700,95803
Q2535484805,Q4725404460,18121
Q1468063108,Q1322352860,21972
Q3618140647,Q0000001,59037
Q5997385515,Q5986013964,71477
Q272727,Q9453657809,43154
Q0978988285,Q4115702114,41361
Q2903404864,Q9453657809,24492
Q8044157700,Q6723378937,70262
Q8449780869,Q0021942248,70678
Q272727,Q1773186700,20406
Q0978988285,Q1527100770,30683
Q9276934764,Q1955927015,40152
Q5572688534,Q3536657242,84199
Q0851389296,Q8792393276,98677
Q3281523098,Q1088565265,10608
Q8225522581,Q2274080112,2326
Q8396980208,Q9815722414,57466
Q9004955745,Q9276934764,33617
Q6236124536,Q6934466760,97467
Q5256483984,Q8202147355,5840
Q0563962909,Q8435135992,37906
Q1773186700,Q8374347050,39926
Q7089122617,Q8888,12543
Q8654262468,Q8435135992,56092
Q5369760002,Q2156262190,1327
Q7933062949,Q4725404460,30443
Q1851779074,Q7976453880,79439
Q33,Q4444,57697
Q5256483984,Q8435135992,5958
Q1728417125,Q1955927015,15458
Q8225522581,Q1033745652,26841
Q9388385657,Q0978988285,81168
Q2535484805,Q5986013964,5612
Q0563962909,Q7976453880,36982
Q2903404864,Q0850183150,93419
Q3040648240,Q9815722414,29942
Q7976453880,Q1820827878,16996
Q8044157700,Q1911467279,97479
Q1509499132,Q9016400742,85370
Q1509499132,Q4444,80362
Q0199943111,Q9016400742,77745
Q3565078655,Q1006027194,46738
Q1322352860,Q33,78007
Q4678003580,Q0177372821,83748
Q8654262468,Q3281523098,54494
Q6750581222,Q8225522581,5039
Q3967623915,Q4115702114,65458
Q8374347050,Q3281523098,85180
Q9453657809,Q1911467279,9729
Q2903404864,Q4115702114,65489
Q8396980208,Q2903404864,29606
Q0850183150,Q272727,48144
Q3536657242,Q9453657809,35320
Q9336212340,Q8792393276,5978
Q2156262190,Q7135753287,11342
Q0482332301,Q1468063108,66063
Q2903404864,Q1728417125,80392
Q5572688534,Q3164435093,95031
Q9388385657,Q1521208856,44487
Q1728417125,Q9336212340,5273
Q4444,Q5473512807,75057
Q9453657809,Q9564636321,81649
Q0199943111,Q5633742877,26340
Q5633742877,Q2535484805,36219
Q4115702114,Q9336212340,55416
Q3565078655,Q3536657242,53609
Q1710658261,Q3565078655,265
Q6905707917,Q5071998992,89524
Q5236930570,Q2274080112,80049
Q9564636321,Q8206014259,47646
Q5997385515,Q9564636321,86311
Q1799660712,Q8374347050,71256
Q1033745652,Q8620606089,17828
Q5986013964,Q5132628476,78319
Q9564636321,Q1509499132,54535
Q8396980208,Q3536657242,29978
Q1851779074,Q9954990406,49571
Q8620606089,Q3618140647,71881
Q3164435093,Q7933062949,72167
Q6750581222,Q5997385515,88798
Q5899441084,Q272727,26694
Q5071998992,Q2641727394,65709
Q2641727394,Q0482332301,55855
Q8225522581,Q4451605077,94910
Q5071998992,Q8435135992,27681
Q4115702114,Q1521208856,43378
Q1468063108,Q272727,57676
Q7976453880,Q9815722414,60146
Q4451605077,Q7089122617,48110
Q7400418425,Q1088565265,96834
Q9855629498,Q9564636321,3056
Q4195375468,Q9453657809,36255
Q55555,Q1710658261,67663
Q0944953579,Q3611449843,7474
Q2280162501,Q5071998992,59784
Q7976453880,Q3967623915,71323
Q2903404864,Q3611449843,34416
Q3040648240,Q2201628128,83849
Q7933062949,Q1820827878,42954
Q8225522581,Q1955927015,17860
Q1033745652,Q6666,50778
Q5369760002,Q55555,61245
Q8374347050,Q3565078655,77343
Q7400418425,Q6236124536,72587
Q7400418425,Q5572688534,39274
Q9336212340,Q8620606089,63916
Q7009715042,Q3611449843,9087
Q8888,Q9004955745,59049
Q9016400742,Q5899441084,8091
Q5633742877,Q3281523098,90507
Q9276934764,Q7239794431,83820
Q5256483984,Q3565078655,58974
Q1468063108,Q0199943111,55486
Q0563962909,Q4678003580,96887
Q5825436105,Q33,27701
Q1521208856,Q8044157700,78631
Q0021942248,Q6750581222,77162
Q0301971354,Q7400418425,53424
Q9004955745,Q9815722414,7831
Q1111111,Q7933062949,41224
Q8792393276,Q1820827878,45764
Q8435135992,Q8792393276,21333
Q5236930570,Q1322352860,30061
Q9453657809,Q9954990406,70130
Q9004955745,Q9336212340,76363
Q1773186700,Q5825436105,73690
Q1728417125,Q2641727394,91702
Q1527100770,Q9453657809,66976
Q2201628128,Q1773186700,20357
Q8654262468,Q1710658261,31095
Q8202147355,Q0021942248,82193
Q5369760002,Q9388385657,40026
Q9954990406,Q0021942248,29522
Q5633742877,Q1773186700,45342
Q1955927015,Q3611449843,64818
Q6905707917,Q5997385515,45605
Q1728417125,Q5473512807,8181
Q0851389296,Q6236124536,46409
Q8206014259,Q5071998992,99707
Q7400418425,Q0978988285,64078
Q0482332301,Q3565078655,87887
Q7570562411,Q9855629498,84180
Q5997385515,Q5633742877,83099
Q4451605077,Q9388385657,7738
Q7239794431,Q272727,73434
Q5184356482,Q6934466760,38081
Q0021942248,Q4725404460,86042
Q1773186700,Q4444,59028
Q7400418425,Q0199943111,48306
Q55555,Q8654262468,49496
Q2641727394,Q8435135992,63140
Q0944953579,Q9855629498,18051
Q33,Q0482332301,38809
Q7135753287,Q5899441084,12364
Q5572688534,Q7400418425,35247
Q2156262190,Q1820827878,16780
Q9671059268,Q1111111,69729
Q9004955745,Q0563962909,607
Q7135753287,Q3611449843,77024
Q8792393276,Q5256483984,30362
Q2903404864,Q9954990406,44784
Q4063404034,Q5633742877,20521
Q8396980208,Q7135753287,79535
Q3536657242,Q6454390516,39847
Q6905707917,Q8225522581,72122
Q9004955745,Q1322352860,95897
Q3611449843,Q5369760002,82358
Q9336212340,Q4242605006,21034
Q2535484805,Q1088565265,82460
Q1521208856,Q6236124536,49074
Q55555,Q3040648240,28183
Q9815722414,Q1111111,28769
Q0482332301,Q2201628128,40415
Q0482332301,Q8620606089,42032
Q3618140647,Q5986013964,42612
Q2903404864,Q1468063108,34178
Q5825436105,Q9954990406,87964
Q9954990406,Q3611449843,74924
Q6934466760,Q9564636321,45706
Q33,Q9388385657,25963
Q1911467279,Q8206014259,25225
Q1820827878,Q6750581222,22564
Q5256483984,Q1773186700,8893
Q6750581222,Q7089122617,96515
Q6798126526,Q1088565265,58028
Q2201628128,Q1006027194,60680
Q3611449843,Q6454390516,93128
Q9336212340,Q5633742877,90278
Q0021942248,Q6723378937,47173
Q7976453880,Q1955927015,90133
Q1111111,Q1820827878,1589
Q0177372821,Q3040648240,65233
Q1911467279,Q5572688534,70472
Q1527100770,Q5071998992,24428
Q0944953579,Q4451605077,29766
Q1033745652,Q8374347050,59898
Q1911467279,Q4725404460,19217
Q8435135992,Q9276934764,62494
Q9016400742,Q5071998992,64077
Q1033745652,Q0482332301,63359
Q1322352860,Q8449780869,30443
Q8225522581,Q5256483984,36776
Q7570562411,Q8396980208,41230
Q6236124536,Q1911467279,265
Q0199943111,Q6454390516,50500
Q7933062949,Q0563962909,2842
Q5369760002,Q0944953579,35318
Q3040648240,Q7400418425,74727
Q8449780869,Q3611449843,33817
Q7089122617,Q9453657809,79564
Q7135753287,Q9276934764,45875
Q4115702114,Q1821647255,65920
Q5825436105,Q0482332301,92539
Q8792393276,Q5184356482,32631
Q2201628128,Q9388385657,30750
Q1088565265,Q3164435093,71546
Q5986013964,Q7009715042,84675
Q8449780869,Q0177372821,4464
Q9388385657,Q3536657242,65268
Q9276934764,Q0563962909,13714
Q8654262468,Q9954990406,48927
Q1006027194,Q6364730892,39668
Q9453657809,Q3611449843,16782
Q8206014259,Q5369760002,51856
Q1728417125,Q0021942248,83318
Q1088565265,Q0851389296,80368
Q7570562411,Q33,57546
Q6454390516,Q7976453880,20943
Q1088565265,Q5633742877,98980
Q6934466760,Q1911467279,8338
Q8435135992,Q8620606089,68953
Q5184356482,Q7976453880,42134
Q4063404034,Q0978988285,10651
Q7239794431,Q0482332301,17893
Q1821647255,Q2535484805,32583
Q4678003580,Q55555,31774
Q2903404864,Q6364730892,9168
Q9671059268,Q5572688534,55608
Q1468063108,Q5132628476,7869
Q8202147355,Q8888,89869
Q9016400742,Q1911467279,2115
Q5899441084,Q2641727394,51268
Q8374347050,Q1821647255,43901
Q8396980208,Q0944953579,33830
Q9276934764,Q1521208856,27854
Q0021942248,Q0944953579,65723
Q6666,Q55555,41884
Q7400418425,Q0177372821,15953
Q9671059268,Q3618140647,55317
Q0944953579,Q1322352860,17255
Q9004955745,Q6364730892,53318
Q5236930570,Q3967623915,71497
Q9388385657,Q3565078655,66884
Q1509499132,Q4725404460,47933
Q4063404034,Q3536657242,44940
Q8654262468,Q9564636321,2079
Q7400418425,Q4063404034,74214
Q5899441084,Q7400418425,35938
Q3536657242,Q7239794431,66270
Q6364730892,Q5899441084,82763
Q8449780869,Q1851779074,30297
Q2535484805,Q5256483984,92795
Q9564636321,Q7009715042,84092
Q1820827878,Q2535484805,50293
Q1521208856,Q3611449843,98502
Q7976453880,Q9004955745,44033
Q1111111,Q9276934764,35998
Q9336212340,Q0944953579,83958
Q5633742877,Q3611449843,1517
Q4242605006,Q0944953579,51318
Q1527100770,Q8888,96279
Q7089122617,Q1088565265,62632
Q0199943111,Q8435135992,71050
Q1111111,Q3164435093,2983
Q5825436105,Q1710658261,82825
Q6236124536,Q4063404034,37422
