Año,Editorial,Genero,Nombre,Plataforma,Región,Unidades Vendidas
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore,X360,Otros,0.01
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,PS3,Europa,0
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,PS3,Japón,0
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,PS3,Norteamérica,0.11
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,PS3,Otros,0.01
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,Wii,Europa,0
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,Wii,Japón,0
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,Wii,Norteamérica,0.3
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,Wii,Otros,0.02
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,X360,Europa,0
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,X360,Japón,0
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,X360,Norteamérica,0.08
2008,Konami Digital Entertainment,Misc,Karaoke Revolution Presents American Idol Encore 2,X360,Otros,0.01
2004,Konami Digital Entertainment,Misc,Karaoke Revolution Volume 2,PS2,Europa,0.09
2004,Konami Digital Entertainment,Misc,Karaoke Revolution Volume 2,PS2,Japón,0
2004,Konami Digital Entertainment,Misc,Karaoke Revolution Volume 2,PS2,Norteamérica,0.11
2004,Konami Digital Entertainment,Misc,Karaoke Revolution Volume 2,PS2,Otros,0.03
2004,Konami Digital Entertainment,Misc,Karaoke Revolution Volume 3,PS2,Europa,0.12
2004,Konami Digital Entertainment,Misc,Karaoke Revolution Volume 3,PS2,Japón,0
2004,Konami Digital Entertainment,Misc,Karaoke Revolution Volume 3,PS2,Norteamérica,0.16
2004,Konami Digital Entertainment,Misc,Karaoke Revolution Volume 3,PS2,Otros,0.04
2003,Jaleco,Racing,Karnaaj Rally,GBA,Europa,0
2003,Jaleco,Racing,Karnaaj Rally,GBA,Japón,0
2003,Jaleco,Racing,Karnaaj Rally,GBA,Norteamérica,0.01
2003,Jaleco,Racing,Karnaaj Rally,GBA,Otros,0
2009,Nordic Games,Racing,Kart Racer,Wii,Europa,0.01
2009,Nordic Games,Racing,Kart Racer,Wii,Japón,0
2009,Nordic Games,Racing,Kart Racer,Wii,Norteamérica,0.03
2009,Nordic Games,Racing,Kart Racer,Wii,Otros,0
1998,Konami Digital Entertainment,Strategy,Kartia: The Word of Fate,PS,Europa,0.03
1998,Konami Digital Entertainment,Strategy,Kartia: The Word of Fate,PS,Japón,0.12
1998,Konami Digital Entertainment,Strategy,Kartia: The Word of Fate,PS,Norteamérica,0.05
1998,Konami Digital Entertainment,Strategy,Kartia: The Word of Fate,PS,Otros,0.01
2004,Namco Bandai Games,Puzzle,Katamari Damacy,PS2,Europa,0.02
2004,Namco Bandai Games,Puzzle,Katamari Damacy,PS2,Japón,0.17
2004,Namco Bandai Games,Puzzle,Katamari Damacy,PS2,Norteamérica,0.47
2004,Namco Bandai Games,Puzzle,Katamari Damacy,PS2,Otros,0.08
2009,Namco Bandai Games,Puzzle,Katamari Forever,PS3,Europa,0.05
2009,Namco Bandai Games,Puzzle,Katamari Forever,PS3,Japón,0.06
2009,Namco Bandai Games,Puzzle,Katamari Forever,PS3,Norteamérica,0.26
2009,Namco Bandai Games,Puzzle,Katamari Forever,PS3,Otros,0.04
2008,Marvelous Interactive,Adventure,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,Europa,0
2008,Marvelous Interactive,Adventure,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,Japón,0.01
2008,Marvelous Interactive,Adventure,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,Norteamérica,0
2008,Marvelous Interactive,Adventure,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,Otros,0
2008,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Battle Arena,PSP,Europa,0
2008,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Battle Arena,PSP,Japón,0.04
2008,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Battle Arena,PSP,Norteamérica,0
2008,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Battle Arena,PSP,Otros,0
2009,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,Europa,0
2009,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,Japón,0.04
2009,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,Norteamérica,0
2009,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,Otros,0
2007,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,Europa,0
2007,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,Japón,0.02
2007,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,Norteamérica,0
2007,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,Otros,0
2008,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Europa,0
2008,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Japón,0.02
2008,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Norteamérica,0
2008,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Otros,0
2010,Marvelous Interactive,Role-Playing,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,Europa,0
2010,Marvelous Interactive,Role-Playing,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,Japón,0.06
2010,Marvelous Interactive,Role-Playing,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,Norteamérica,0
2010,Marvelous Interactive,Role-Playing,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,Otros,0
2009,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,Europa,0
2009,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,Japón,0.06
2009,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,Norteamérica,0
2009,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,Otros,0
2010,Takara Tomy,Action,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,Europa,0
2010,Takara Tomy,Action,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,Japón,0.06
2010,Takara Tomy,Action,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,Norteamérica,0
2010,Takara Tomy,Action,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,Otros,0
2008,Takara Tomy,Misc,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,Europa,0
2008,Takara Tomy,Misc,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,Japón,0.05
2008,Takara Tomy,Misc,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,Norteamérica,0
2008,Takara Tomy,Misc,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,Otros,0
2008,Takara Tomy,Role-Playing,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,Europa,0
2008,Takara Tomy,Role-Playing,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,Japón,0.07
2008,Takara Tomy,Role-Playing,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,Norteamérica,0
2008,Takara Tomy,Role-Playing,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,Otros,0
2009,Marvelous Interactive,Role-Playing,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,Europa,0
2009,Marvelous Interactive,Role-Playing,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,Japón,0.03
2009,Marvelous Interactive,Role-Playing,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,Norteamérica,0
2009,Marvelous Interactive,Role-Playing,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,Otros,0
2008,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,Europa,0
2008,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,Japón,0.08
2008,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,Norteamérica,0
2008,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,Otros,0
2007,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,Europa,0
2007,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,Japón,0.08
2007,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,Norteamérica,0
2007,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,Otros,0
2007,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,Europa,0
2007,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,Japón,0.06
2007,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,Norteamérica,0
2007,Takara Tomy,Fighting,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,Otros,0
2008,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,Europa,0
2008,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,Japón,0.02
2008,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,Norteamérica,0
2008,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,Otros,0
2009,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,Europa,0
2009,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,Japón,0.03
2009,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,Norteamérica,0
2009,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,Otros,0
2007,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,Europa,0
2007,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,Japón,0.05
2007,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,Norteamérica,0
2007,Takara Tomy,Action,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,Otros,0
2008,Marvelous Interactive,Action,Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,Europa,0
2008,Marvelous Interactive,Action,Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,Japón,0.02
2008,Marvelous Interactive,Action,Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,Norteamérica,0
2008,Marvelous Interactive,Action,Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,Otros,0
2008,Marvelous Interactive,Action,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,Europa,0
2008,Marvelous Interactive,Action,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,Japón,0.01
2008,Marvelous Interactive,Action,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,Norteamérica,0
2008,Marvelous Interactive,Action,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,Otros,0
2010,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,Europa,0
2010,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,Japón,0.03
2010,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,Norteamérica,0
2010,Marvelous Interactive,Fighting,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,Otros,0
2007,Marvelous Interactive,Action,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,Europa,0
2007,Marvelous Interactive,Action,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,Japón,0.02
2007,Marvelous Interactive,Action,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,Norteamérica,0
2007,Marvelous Interactive,Action,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,Otros,0
1998,Victor Interactive,Sports,Kawa no Nushi Tsuri,PS,Europa,0
1998,Victor Interactive,Sports,Kawa no Nushi Tsuri,PS,Japón,0.15
1998,Victor Interactive,Sports,Kawa no Nushi Tsuri,PS,Norteamérica,0
1998,Victor Interactive,Sports,Kawa no Nushi Tsuri,PS,Otros,0.01
2010,MTO,Simulation,Kawaii Koinu DS 3,DS,Europa,0
2010,MTO,Simulation,Kawaii Koinu DS 3,DS,Japón,0.02
2010,MTO,Simulation,Kawaii Koinu DS 3,DS,Norteamérica,0
2010,MTO,Simulation,Kawaii Koinu DS 3,DS,Otros,0
2008,Metro 3D,Racing,Kawasaki Jet Ski,Wii,Europa,0
2008,Metro 3D,Racing,Kawasaki Jet Ski,Wii,Japón,0
2008,Metro 3D,Racing,Kawasaki Jet Ski,Wii,Norteamérica,0.02
2008,Metro 3D,Racing,Kawasaki Jet Ski,Wii,Otros,0
2007,Data Design Interactive,Racing,Kawasaki Quad Bikes,Wii,Europa,0.01
2007,Data Design Interactive,Racing,Kawasaki Quad Bikes,Wii,Japón,0
2007,Data Design Interactive,Racing,Kawasaki Quad Bikes,Wii,Norteamérica,0.07
2007,Data Design Interactive,Racing,Kawasaki Quad Bikes,Wii,Otros,0.01
2008,Metro 3D,Racing,Kawasaki Snowmobiles,Wii,Europa,0
2008,Metro 3D,Racing,Kawasaki Snowmobiles,Wii,Japón,0
2008,Metro 3D,Racing,Kawasaki Snowmobiles,Wii,Norteamérica,0.02
2008,Metro 3D,Racing,Kawasaki Snowmobiles,Wii,Otros,0
2006,Sega,Misc,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,Europa,0
2006,Sega,Misc,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,Japón,0.09
2006,Sega,Misc,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,Norteamérica,0
2006,Sega,Misc,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,Otros,0
2010,CyberFront,Adventure,Kazoku Keikaku,PSP,Europa,0
2010,CyberFront,Adventure,Kazoku Keikaku,PSP,Japón,0.02
2010,CyberFront,Adventure,Kazoku Keikaku,PSP,Norteamérica,0
2010,CyberFront,Adventure,Kazoku Keikaku,PSP,Otros,0
1993,Misawa,Sports,Keiba Eight Special,SNES,Europa,0
1993,Misawa,Sports,Keiba Eight Special,SNES,Japón,0.05
1993,Misawa,Sports,Keiba Eight Special,SNES,Norteamérica,0
1993,Misawa,Sports,Keiba Eight Special,SNES,Otros,0
2007,Namco Bandai Games,Action,Kekkaishi: Karasumori Ayakashi Kidan,DS,Europa,0
2007,Namco Bandai Games,Action,Kekkaishi: Karasumori Ayakashi Kidan,DS,Japón,0.17
2007,Namco Bandai Games,Action,Kekkaishi: Karasumori Ayakashi Kidan,DS,Norteamérica,0
2007,Namco Bandai Games,Action,Kekkaishi: Karasumori Ayakashi Kidan,DS,Otros,0
2007,Namco Bandai Games,Action,Kekkaishi: Kokubourou no Kage,Wii,Europa,0
2007,Namco Bandai Games,Action,Kekkaishi: Kokubourou no Kage,Wii,Japón,0.03
2007,Namco Bandai Games,Action,Kekkaishi: Kokubourou no Kage,Wii,Norteamérica,0
2007,Namco Bandai Games,Action,Kekkaishi: Kokubourou no Kage,Wii,Otros,0
2008,Namco Bandai Games,Action,Kekkaishi: Kokubourou Shuurai,DS,Europa,0
2008,Namco Bandai Games,Action,Kekkaishi: Kokubourou Shuurai,DS,Japón,0.03
2008,Namco Bandai Games,Action,Kekkaishi: Kokubourou Shuurai,DS,Norteamérica,0
2008,Namco Bandai Games,Action,Kekkaishi: Kokubourou Shuurai,DS,Otros,0
1995,Shogakukan,Adventure,Kekkon Zenya,SAT,Europa,0
1995,Shogakukan,Adventure,Kekkon Zenya,SAT,Japón,0.05
1995,Shogakukan,Adventure,Kekkon Zenya,SAT,Norteamérica,0
1995,Shogakukan,Adventure,Kekkon Zenya,SAT,Otros,0
1995,Shogakukan,Adventure,Kekkon: Marriage,SAT,Europa,0
1995,Shogakukan,Adventure,Kekkon: Marriage,SAT,Japón,0.06
1995,Shogakukan,Adventure,Kekkon: Marriage,SAT,Norteamérica,0
1995,Shogakukan,Adventure,Kekkon: Marriage,SAT,Otros,0
2002,Activision,Sports,Kelly Slater's Pro Surfer,GBA,Europa,0.03
2002,Activision,Sports,Kelly Slater's Pro Surfer,GBA,Japón,0
2002,Activision,Sports,Kelly Slater's Pro Surfer,GBA,Norteamérica,0.09
2002,Activision,Sports,Kelly Slater's Pro Surfer,GBA,Otros,0
2002,Activision,Sports,Kelly Slater's Pro Surfer,GC,Europa,0.01
2002,Activision,Sports,Kelly Slater's Pro Surfer,GC,Japón,0
2002,Activision,Sports,Kelly Slater's Pro Surfer,GC,Norteamérica,0.05
2002,Activision,Sports,Kelly Slater's Pro Surfer,GC,Otros,0
2002,Activision,Sports,Kelly Slater's Pro Surfer,PS2,Europa,0.13
2002,Activision,Sports,Kelly Slater's Pro Surfer,PS2,Japón,0
2002,Activision,Sports,Kelly Slater's Pro Surfer,PS2,Norteamérica,0.16
2002,Activision,Sports,Kelly Slater's Pro Surfer,PS2,Otros,0.04
2002,Activision,Sports,Kelly Slater's Pro Surfer,XB,Europa,0.02
2002,Activision,Sports,Kelly Slater's Pro Surfer,XB,Japón,0
2002,Activision,Sports,Kelly Slater's Pro Surfer,XB,Norteamérica,0.08
2002,Activision,Sports,Kelly Slater's Pro Surfer,XB,Otros,0
1999,Nintendo,Sports,Ken Griffey Jr.'s Slugfest,N64,Europa,0.06
1999,Nintendo,Sports,Ken Griffey Jr.'s Slugfest,N64,Japón,0
1999,Nintendo,Sports,Ken Griffey Jr.'s Slugfest,N64,Norteamérica,0.23
1999,Nintendo,Sports,Ken Griffey Jr.'s Slugfest,N64,Otros,0
2009,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 2,PSP,Europa,0
2009,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 2,PSP,Japón,0.08
2009,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 2,PSP,Norteamérica,0
2009,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 2,PSP,Otros,0
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 2G,PS3,Europa,0
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 2G,PS3,Japón,0.02
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 2G,PS3,Norteamérica,0
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 2G,PS3,Otros,0
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3,PS3,Europa,0
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3,PS3,Japón,0.07
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3,PS3,Norteamérica,0
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3,PS3,Otros,0
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3,PSP,Europa,0
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3,PSP,Japón,0.13
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3,PSP,Norteamérica,0
2010,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3,PSP,Otros,0
2011,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3D,3DS,Europa,0
2011,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3D,3DS,Japón,0.06
2011,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3D,3DS,Norteamérica,0
2011,Acquire,Role-Playing,Ken to Mahou to Gakuen Mono. 3D,3DS,Otros,0
2011,Acquire,Strategy,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,Europa,0
2011,Acquire,Strategy,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,Japón,0.08
2011,Acquire,Strategy,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,Norteamérica,0
2011,Acquire,Strategy,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,Otros,0
2006,Majesco Entertainment,Fighting,Kengo: Legend of The 9,X360,Europa,0.01
2006,Majesco Entertainment,Fighting,Kengo: Legend of The 9,X360,Japón,0
2006,Majesco Entertainment,Fighting,Kengo: Legend of The 9,X360,Norteamérica,0.06
2006,Majesco Entertainment,Fighting,Kengo: Legend of The 9,X360,Otros,0.01
2000,Ubisoft,Fighting,Kengo: Master of Bushido,PS2,Europa,0.13
2000,Ubisoft,Fighting,Kengo: Master of Bushido,PS2,Japón,0.06
2000,Ubisoft,Fighting,Kengo: Master of Bushido,PS2,Norteamérica,0.16
2000,Ubisoft,Fighting,Kengo: Master of Bushido,PS2,Otros,0.04
2012,Spike,Action,Kenka Bancho Bros: Tokyo Battle Royale,PSP,Europa,0
2012,Spike,Action,Kenka Bancho Bros: Tokyo Battle Royale,PSP,Japón,0.1
2012,Spike,Action,Kenka Bancho Bros: Tokyo Battle Royale,PSP,Norteamérica,0
2012,Spike,Action,Kenka Bancho Bros: Tokyo Battle Royale,PSP,Otros,0
2016,Screenlife,Action,Kenka Bancho Otome,PSV,Europa,0
2016,Screenlife,Action,Kenka Bancho Otome,PSV,Japón,0.02
2016,Screenlife,Action,Kenka Bancho Otome,PSV,Norteamérica,0
2016,Screenlife,Action,Kenka Bancho Otome,PSV,Otros,0
2008,Spike,Action,Kenka Bancho: Badass Rumble,PSP,Europa,0
2008,Spike,Action,Kenka Bancho: Badass Rumble,PSP,Japón,0.2
2008,Spike,Action,Kenka Bancho: Badass Rumble,PSP,Norteamérica,0.06
2008,Spike,Action,Kenka Bancho: Badass Rumble,PSP,Otros,0.01
2007,Spike,Action,Kenka Banchou 2: Full Throttle,PS2,Europa,0
2007,Spike,Action,Kenka Banchou 2: Full Throttle,PS2,Japón,0.09
2007,Spike,Action,Kenka Banchou 2: Full Throttle,PS2,Norteamérica,0
2007,Spike,Action,Kenka Banchou 2: Full Throttle,PS2,Otros,0
2010,Spike,Action,Kenka Banchou 4: Ichinen Sensou,PSP,Europa,0
2010,Spike,Action,Kenka Banchou 4: Ichinen Sensou,PSP,Japón,0.19
2010,Spike,Action,Kenka Banchou 4: Ichinen Sensou,PSP,Norteamérica,0
2010,Spike,Action,Kenka Banchou 4: Ichinen Sensou,PSP,Otros,0
2011,Spike,Action,Kenka Banchou 5: Otoko no Housoku,PSP,Europa,0
2011,Spike,Action,Kenka Banchou 5: Otoko no Housoku,PSP,Japón,0.14
2011,Spike,Action,Kenka Banchou 5: Otoko no Housoku,PSP,Norteamérica,0
2011,Spike,Action,Kenka Banchou 5: Otoko no Housoku,PSP,Otros,0
2015,Screenlife,Fighting,Kenka Banchou 6: Soul & Blood,3DS,Europa,0
2015,Screenlife,Fighting,Kenka Banchou 6: Soul & Blood,3DS,Japón,0.07
2015,Screenlife,Fighting,Kenka Banchou 6: Soul & Blood,3DS,Norteamérica,0
2015,Screenlife,Fighting,Kenka Banchou 6: Soul & Blood,3DS,Otros,0
2009,Spike,Action,Kenka Banchou Portable,PSP,Europa,0
2009,Spike,Action,Kenka Banchou Portable,PSP,Japón,0.01
2009,Spike,Action,Kenka Banchou Portable,PSP,Norteamérica,0
2009,Spike,Action,Kenka Banchou Portable,PSP,Otros,0
2006,Nintendo,Misc,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,Europa,0
2006,Nintendo,Misc,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,Japón,0.52
2006,Nintendo,Misc,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,Norteamérica,0
2006,Nintendo,Misc,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,Otros,0
1997,Konami Digital Entertainment,Fighting,Kensei: Sacred Fist,PS,Europa,0.01
1997,Konami Digital Entertainment,Fighting,Kensei: Sacred Fist,PS,Japón,0
1997,Konami Digital Entertainment,Fighting,Kensei: Sacred Fist,PS,Norteamérica,0.01
1997,Konami Digital Entertainment,Fighting,Kensei: Sacred Fist,PS,Otros,0
2004,Spike,Simulation,Kenshuui Tendo Dokuta,DS,Europa,0
2004,Spike,Simulation,Kenshuui Tendo Dokuta,DS,Japón,0.08
2004,Spike,Simulation,Kenshuui Tendo Dokuta,DS,Norteamérica,0
2004,Spike,Simulation,Kenshuui Tendo Dokuta,DS,Otros,0
1994,Banpresto,Action,Kenyuu Densetsu Yaiba,SNES,Europa,0
1994,Banpresto,Action,Kenyuu Densetsu Yaiba,SNES,Japón,0.07
1994,Banpresto,Action,Kenyuu Densetsu Yaiba,SNES,Norteamérica,0
1994,Banpresto,Action,Kenyuu Densetsu Yaiba,SNES,Otros,0
2007,Namco Bandai Games,Action,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,Europa,0
2007,Namco Bandai Games,Action,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,Japón,0.05
2007,Namco Bandai Games,Action,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,Norteamérica,0
2007,Namco Bandai Games,Action,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,Otros,0
2010,Namco Bandai Games,Role-Playing,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,Europa,0
2010,Namco Bandai Games,Role-Playing,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,Japón,0.07
