,FECHAH,TIPO,CO,NO,NO2,PM2.5,PM10,NOx,O3,VELOCIDAD VIENTO,DIR. VIENTO,TEMPERATURA,HUMEDAD RELATIVA,PRESION BAROMETRICA,PRECIPITACIONES,ES10,ES53,ESSUMA
20771,2021-05-18 03:00:00,laborable,0.2,1.0,34.0,6.0,11.0,36.0,43.77,0.52,57.0,15.6,47.0,947.0,0.0,51.0,112.0,163.0
20772,2021-05-18 04:00:00,laborable,0.2,1.0,31.0,7.0,11.0,33.0,42.64,0.59,8.0,15.4,48.0,947.0,0.0,69.0,97.0,166.0
20773,2021-05-18 05:00:00,laborable,0.2,3.0,38.0,6.0,10.0,43.0,35.85,0.53,41.0,14.6,51.0,947.0,0.0,159.0,117.0,276.0
20774,2021-05-18 06:00:00,laborable,0.3,5.0,37.0,8.0,12.0,45.0,34.6,0.6,57.0,14.0,54.0,948.0,0.0,412.0,410.0,822.0
20775,2021-05-18 07:00:00,laborable,0.4,21.0,53.0,7.0,12.0,86.0,20.02,0.61,66.0,14.2,55.0,948.0,0.0,695.0,572.0,1267.0
20776,2021-05-18 08:00:00,laborable,0.5,37.0,64.0,9.0,15.0,122.0,17.39,0.62,165.0,17.5,47.0,949.0,0.0,721.0,736.0,1457.0
20777,2021-05-18 09:00:00,laborable,0.4,64.0,75.0,15.0,27.0,173.0,22.2,0.81,202.0,19.2,42.0,949.0,0.0,627.0,679.0,1306.0
20778,2021-05-18 10:00:00,laborable,0.3,27.0,59.0,19.0,34.0,101.0,42.13,0.93,118.0,21.7,35.0,949.0,0.0,550.0,654.0,1204.0
20779,2021-05-18 11:00:00,laborable,0.3,27.0,54.0,14.0,25.0,96.0,55.37,1.1,102.0,23.1,33.0,949.0,0.0,552.0,656.0,1208.0
20780,2021-05-18 12:00:00,laborable,0.2,9.0,19.0,3.0,9.0,33.0,79.98,1.59,215.0,24.3,32.0,949.0,0.0,580.0,660.0,1240.0
20781,2021-05-18 13:00:00,laborable,0.2,14.0,21.0,3.0,7.0,42.0,78.99,1.58,184.0,25.7,30.0,948.0,0.0,614.0,818.0,1432.0
20782,2021-05-18 14:00:00,laborable,0.2,9.0,19.0,5.0,10.0,33.0,80.31,1.65,187.0,26.6,28.0,947.0,0.0,634.0,698.0,1332.0
20783,2021-05-18 15:00:00,laborable,0.2,8.0,17.0,3.0,9.0,30.0,83.85,1.91,198.0,26.8,30.0,947.0,0.0,664.0,658.0,1322.0
20784,2021-05-18 16:00:00,laborable,0.2,5.0,15.0,5.0,11.0,23.0,81.37,1.69,219.0,27.9,29.0,947.0,0.0,610.0,681.0,1291.0
20785,2021-05-18 17:00:00,laborable,0.2,7.0,17.0,4.0,9.0,27.0,71.92,1.7,211.0,29.1,30.0,946.0,0.0,673.0,766.0,1439.0
20786,2021-05-18 18:00:00,laborable,0.2,11.0,23.0,8.0,14.0,39.0,60.39,1.67,232.0,28.0,30.0,946.0,0.0,683.0,728.0,1411.0
20787,2021-05-18 19:00:00,laborable,0.2,8.0,19.0,4.0,11.0,31.0,60.7,1.86,254.0,26.4,31.0,947.0,0.0,635.0,807.0,1442.0
20788,2021-05-18 20:00:00,laborable,0.2,5.0,17.0,2.0,8.0,25.0,58.47,1.9,309.0,24.6,34.0,947.0,0.0,592.0,670.0,1262.0
20789,2021-05-18 21:00:00,laborable,0.2,5.0,20.0,5.0,9.0,28.0,51.85,1.78,285.0,23.0,39.0,948.0,0.0,559.0,566.0,1125.0
20790,2021-05-18 22:00:00,laborable,0.2,4.0,18.0,4.0,8.0,24.0,54.36,1.4,288.0,21.7,42.0,948.0,0.0,388.0,447.0,835.0
20791,2021-05-18 23:00:00,laborable,0.2,1.0,11.0,3.0,6.0,13.0,63.33,1.4,280.0,20.7,45.0,949.0,0.0,213.0,317.0,530.0
20792,2021-05-19 00:00:00,laborable,0.2,1.0,8.0,3.0,5.0,10.0,74.53,1.43,241.0,19.8,46.0,949.0,0.0,148.0,285.0,433.0
20793,2021-05-19 01:00:00,laborable,0.2,1.0,4.0,4.0,7.0,6.0,82.5,1.87,277.0,18.7,43.0,949.0,0.0,127.0,170.0,297.0
20794,2021-05-19 02:00:00,laborable,0.2,1.0,4.0,5.0,11.0,5.0,80.82,2.18,292.0,17.8,46.0,949.0,0.0,86.0,142.0,228.0
20795,2021-05-19 03:00:00,laborable,0.2,1.0,5.0,4.0,7.0,7.0,77.56,0.93,99.0,17.1,47.0,949.0,0.0,55.0,135.0,190.0
20796,2021-05-19 04:00:00,laborable,0.2,1.0,15.0,3.0,5.0,17.0,63.0,0.57,224.0,15.8,52.0,949.0,0.0,61.0,99.0,160.0
20797,2021-05-19 05:00:00,laborable,0.2,7.0,38.0,5.0,10.0,48.0,38.26,0.74,66.0,14.7,56.0,949.0,0.0,162.0,114.0,276.0
20798,2021-05-19 06:00:00,laborable,0.2,4.0,25.0,5.0,9.0,32.0,55.96,1.45,66.0,15.5,52.0,950.0,0.0,431.0,327.0,758.0
20799,2021-05-19 07:00:00,laborable,0.3,17.0,42.0,5.0,9.0,67.0,35.71,1.55,66.0,14.6,59.0,951.0,0.0,678.0,596.0,1274.0
20800,2021-05-19 08:00:00,laborable,0.3,21.0,40.0,6.0,10.0,71.0,36.41,1.71,72.0,15.8,56.0,952.0,0.0,672.0,728.0,1400.0
20801,2021-05-19 09:00:00,laborable,0.3,16.0,33.0,8.0,14.0,58.0,48.8,2.19,76.0,16.6,51.0,952.0,0.0,633.0,700.0,1333.0
20802,2021-05-19 10:00:00,laborable,0.2,15.0,30.0,3.0,9.0,53.0,57.1,1.95,78.0,18.1,46.0,952.0,0.0,593.0,661.0,1254.0
20803,2021-05-19 11:00:00,laborable,0.2,10.0,23.0,3.0,7.0,38.0,71.27,1.23,63.0,20.1,39.0,952.0,0.0,482.0,539.0,1021.0
20804,2021-05-19 12:00:00,laborable,0.2,10.0,27.0,4.0,9.0,42.0,74.56,1.33,131.0,21.3,36.0,952.0,0.0,578.0,660.0,1238.0
20805,2021-05-19 13:00:00,laborable,0.2,8.0,24.0,4.0,8.0,37.0,85.38,1.33,72.0,21.9,33.0,952.0,0.0,636.0,707.0,1343.0
20806,2021-05-19 14:00:00,laborable,0.2,11.0,29.0,7.0,11.0,46.0,92.63,1.35,77.0,23.8,29.0,951.0,0.0,686.0,725.0,1411.0
20807,2021-05-19 15:00:00,laborable,0.2,11.0,34.0,3.0,9.0,50.0,99.51,1.35,53.0,24.8,26.0,951.0,0.0,650.0,608.0,1258.0
20808,2021-05-19 16:00:00,laborable,0.2,10.0,34.0,6.0,12.0,49.0,104.5,1.48,75.0,25.5,25.0,950.0,0.0,639.0,706.0,1345.0
20809,2021-05-19 17:00:00,laborable,0.2,11.0,42.0,8.0,14.0,58.0,101.4,1.4,76.0,26.4,25.0,950.0,0.0,635.0,824.0,1459.0
20810,2021-05-19 18:00:00,laborable,0.3,15.0,53.0,5.0,12.0,76.0,91.2,1.66,65.0,26.3,25.0,949.0,0.0,686.0,743.0,1429.0
20811,2021-05-19 19:00:00,laborable,0.3,16.0,56.0,6.0,13.0,80.0,85.58,1.35,64.0,25.5,27.0,949.0,0.0,645.0,759.0,1404.0
20812,2021-05-19 20:00:00,laborable,0.3,18.0,70.0,8.0,14.0,98.0,65.41,1.33,61.0,24.3,28.0,950.0,0.0,592.0,753.0,1345.0
20813,2021-05-19 21:00:00,laborable,0.3,10.0,57.0,1.0,4.0,73.0,57.75,1.4,69.0,22.8,25.0,950.0,0.0,571.0,604.0,1175.0
20814,2021-05-19 22:00:00,laborable,0.3,8.0,39.0,5.0,11.0,52.0,66.08,0.93,77.0,21.2,25.0,951.0,0.0,529.0,464.0,993.0
20815,2021-05-19 23:00:00,laborable,0.3,3.0,35.0,3.0,7.0,39.0,67.68,1.01,50.0,20.4,29.0,952.0,0.0,257.0,295.0,552.0
20816,2021-05-20 00:00:00,laborable,0.2,3.0,25.0,4.0,8.0,29.0,76.32,1.46,43.0,19.3,29.0,952.0,0.0,188.0,272.0,460.0
20817,2021-05-20 01:00:00,laborable,0.2,5.0,15.0,4.0,8.0,22.0,79.42,0.89,65.0,18.3,33.0,952.0,0.0,99.0,224.0,323.0
20818,2021-05-20 02:00:00,laborable,0.2,2.0,14.0,3.0,6.0,17.0,72.83,1.04,71.0,17.0,41.0,952.0,0.0,62.0,156.0,218.0
20819,2021-05-20 03:00:00,laborable,0.2,1.0,11.0,2.0,6.0,13.0,68.08,0.75,66.0,15.8,46.0,952.0,0.0,56.0,124.0,180.0
20820,2021-05-20 04:00:00,laborable,0.2,1.0,14.0,3.0,9.0,16.0,60.84,0.68,97.0,14.8,50.0,952.0,0.0,62.0,73.0,135.0
20821,2021-05-20 05:00:00,laborable,0.2,1.0,13.0,2.0,5.0,15.0,59.63,0.74,313.0,13.9,53.0,952.0,0.0,173.0,137.0,310.0
20822,2021-05-20 06:00:00,laborable,0.2,5.0,29.0,4.0,7.0,37.0,45.16,0.74,301.0,13.0,56.0,952.0,0.0,431.0,451.0,882.0
20823,2021-05-20 07:00:00,laborable,0.4,37.0,62.0,4.0,8.0,118.0,28.06,0.76,304.0,13.8,53.0,953.0,0.0,693.0,682.0,1375.0
20824,2021-05-20 08:00:00,laborable,0.5,48.0,75.0,10.0,14.0,149.0,24.0,0.77,293.0,17.5,44.0,953.0,0.0,678.0,693.0,1371.0
20825,2021-05-20 09:00:00,laborable,0.4,24.0,53.0,11.0,20.0,89.0,42.57,1.12,48.0,18.8,40.0,953.0,0.0,587.0,730.0,1317.0
20826,2021-05-20 10:00:00,laborable,0.3,17.0,41.0,6.0,15.0,68.0,53.8,1.24,83.0,19.9,45.0,953.0,0.0,583.0,630.0,1213.0
20827,2021-05-20 11:00:00,laborable,0.2,14.0,33.0,7.0,18.0,55.0,62.56,1.4,58.0,20.7,47.0,953.0,0.0,582.0,678.0,1260.0
20828,2021-05-20 12:00:00,laborable,0.2,16.0,32.0,11.0,23.0,57.0,71.47,1.22,21.0,22.3,42.0,952.0,0.0,493.0,675.0,1168.0
20829,2021-05-20 13:00:00,laborable,0.2,9.0,29.0,7.0,18.0,43.0,85.64,1.21,59.0,23.8,37.0,952.0,0.0,707.0,714.0,1421.0
20830,2021-05-20 14:00:00,laborable,0.2,15.0,39.0,5.0,15.0,60.0,99.95,1.26,89.0,25.7,32.0,951.0,0.0,666.0,691.0,1357.0
20831,2021-05-20 15:00:00,laborable,0.2,9.0,33.0,5.0,15.0,47.0,106.4,1.22,35.0,27.2,29.0,950.0,0.0,630.0,691.0,1321.0
20832,2021-05-20 16:00:00,laborable,0.2,7.0,31.0,5.0,14.0,42.0,110.6,1.18,76.0,28.3,26.0,949.0,0.0,582.0,710.0,1292.0
20833,2021-05-20 17:00:00,laborable,0.3,16.0,45.0,2.0,7.0,69.0,101.4,1.44,46.0,28.9,26.0,949.0,0.0,670.0,721.0,1391.0
20834,2021-05-20 18:00:00,laborable,0.3,45.0,62.0,9.0,25.0,131.0,84.01,1.17,80.0,29.7,25.0,948.0,0.0,689.0,778.0,1467.0
20835,2021-05-20 19:00:00,laborable,0.3,21.0,57.0,16.0,29.0,90.0,74.21,1.17,144.0,28.2,26.0,948.0,0.0,668.0,746.0,1414.0
20836,2021-05-20 20:00:00,laborable,0.3,15.0,68.0,3.0,8.0,91.0,57.79,0.63,207.0,26.9,29.0,948.0,0.0,614.0,748.0,1362.0
20837,2021-05-20 21:00:00,laborable,0.9,93.0,124.0,7.0,18.0,267.0,12.86,0.51,228.0,24.8,35.0,947.0,0.0,627.0,619.0,1246.0
20838,2021-05-20 22:00:00,laborable,1.4,121.0,126.0,20.0,33.0,311.0,10.44,0.51,218.0,22.9,40.0,948.0,0.0,417.0,462.0,879.0
20839,2021-05-20 23:00:00,laborable,0.8,56.0,109.0,18.0,31.0,196.0,7.0,0.54,222.0,21.8,42.0,948.0,0.0,299.0,330.0,629.0
20840,2021-05-21 00:00:00,laborable,0.5,25.0,91.0,15.0,27.0,129.0,7.59,0.53,229.0,21.2,46.0,947.0,0.0,209.0,346.0,555.0
20841,2021-05-21 01:00:00,laborable,0.5,19.0,86.0,14.0,28.0,115.0,7.51,0.51,241.0,20.0,52.0,947.0,0.0,218.0,303.0,521.0
20842,2021-05-21 02:00:00,laborable,0.4,6.0,65.0,25.0,37.0,74.0,16.31,0.53,195.0,19.2,55.0,947.0,0.0,157.0,241.0,398.0
20843,2021-05-21 03:00:00,laborable,0.3,3.0,48.0,17.0,27.0,53.0,20.91,0.51,158.0,18.6,55.0,946.0,0.0,60.0,187.0,247.0
20844,2021-05-21 04:00:00,laborable,0.3,19.0,70.0,15.0,24.0,99.0,7.22,0.52,172.0,17.9,57.0,946.0,0.0,79.0,151.0,230.0
20845,2021-05-21 05:00:00,laborable,0.3,24.0,73.0,14.0,25.0,110.0,5.64,0.53,224.0,17.1,59.0,945.0,0.0,166.0,148.0,314.0
20846,2021-05-21 06:00:00,laborable,0.3,15.0,52.0,13.0,24.0,74.0,12.53,0.71,230.0,16.0,64.0,946.0,0.0,260.0,333.0,593.0
20847,2021-05-21 07:00:00,laborable,0.4,46.0,63.0,13.0,20.0,134.0,12.54,0.68,4.0,16.3,63.0,946.0,0.0,402.0,624.0,1026.0
20848,2021-05-21 08:00:00,laborable,0.4,49.0,69.0,13.0,25.0,143.0,13.85,0.85,69.0,18.3,58.0,946.0,0.0,648.0,691.0,1339.0
20849,2021-05-21 09:00:00,laborable,0.4,60.0,74.0,15.0,36.0,165.0,17.67,0.84,3.0,21.7,48.0,946.0,0.0,606.0,709.0,1315.0
20850,2021-05-21 10:00:00,laborable,0.3,37.0,64.0,15.0,35.0,120.0,31.59,1.03,97.0,23.9,40.0,946.0,0.0,583.0,659.0,1242.0
20851,2021-05-21 11:00:00,laborable,0.2,21.0,50.0,16.0,30.0,82.0,53.4,1.03,122.0,25.5,38.0,945.0,0.0,607.0,754.0,1361.0
20852,2021-05-21 12:00:00,laborable,0.2,9.0,29.0,9.0,21.0,43.0,87.88,1.46,192.0,27.1,31.0,945.0,0.0,587.0,762.0,1349.0
20853,2021-05-21 13:00:00,laborable,0.2,15.0,31.0,14.0,22.0,54.0,92.2,1.73,191.0,27.7,28.0,944.0,0.0,675.0,756.0,1431.0
20854,2021-05-21 14:00:00,laborable,0.3,21.0,35.0,16.0,25.0,67.0,81.85,1.95,192.0,28.7,25.0,944.0,0.0,689.0,745.0,1434.0
20855,2021-05-21 15:00:00,laborable,0.2,21.0,39.0,11.0,19.0,72.0,79.92,1.75,200.0,29.2,26.0,943.0,0.0,636.0,723.0,1359.0
20856,2021-05-21 16:00:00,laborable,0.2,31.0,48.0,8.0,19.0,95.0,68.85,1.81,194.0,29.7,22.0,942.0,0.0,609.0,770.0,1379.0
20857,2021-05-21 17:00:00,laborable,0.2,25.0,40.0,3.0,19.0,78.0,63.1,1.85,244.0,28.6,19.0,942.0,0.0,652.0,792.0,1444.0
20858,2021-05-21 18:00:00,laborable,0.3,32.0,50.0,4.0,19.0,100.0,56.91,1.48,235.0,27.9,23.0,942.0,0.0,647.0,779.0,1426.0
20859,2021-05-21 19:00:00,laborable,0.3,43.0,53.0,8.0,18.0,119.0,52.88,1.39,241.0,27.0,26.0,942.0,0.0,709.0,838.0,1547.0
20860,2021-05-21 20:00:00,laborable,0.2,9.0,31.0,6.0,12.0,44.0,63.39,1.28,238.0,25.7,30.0,942.0,0.0,619.0,829.0,1448.0
20861,2021-05-21 21:00:00,laborable,0.2,12.0,31.0,4.0,9.0,49.0,58.72,1.13,244.0,24.2,34.0,942.0,0.0,655.0,699.0,1354.0
20862,2021-05-21 22:00:00,laborable,0.2,3.0,22.0,5.0,8.0,28.0,55.27,1.33,238.0,22.6,40.0,943.0,0.0,564.0,528.0,1092.0
20863,2021-05-21 23:00:00,laborable,0.2,2.0,15.0,5.0,8.0,18.0,60.73,1.27,277.0,20.8,45.0,943.0,0.0,355.0,434.0,789.0
20864,2021-05-22 00:00:00,laborable,0.2,1.0,12.0,6.0,9.0,14.0,61.54,0.98,249.0,19.8,49.0,943.0,0.0,324.0,418.0,742.0
20865,2021-05-22 01:00:00,laborable,0.2,2.0,14.0,4.0,7.0,16.0,59.24,0.96,304.0,19.2,52.0,943.0,0.0,173.0,213.0,386.0
20866,2021-05-22 02:00:00,laborable,0.2,1.0,9.0,3.0,7.0,11.0,64.35,0.88,265.0,18.2,53.0,943.0,0.0,124.0,133.0,257.0
20867,2021-05-22 03:00:00,laborable,0.2,1.0,7.0,1.0,4.0,9.0,72.81,1.08,270.0,17.5,51.0,943.0,0.0,81.0,112.0,193.0
20868,2021-05-22 04:00:00,laborable,0.2,1.0,8.0,5.0,8.0,10.0,74.87,1.06,275.0,16.8,49.0,943.0,0.0,72.0,97.0,169.0
20869,2021-05-22 05:00:00,laborable,0.2,1.0,8.0,4.0,6.0,9.0,82.9,0.97,244.0,16.0,47.0,943.0,0.0,100.0,115.0,215.0
20870,2021-05-22 06:00:00,laborable,0.2,1.0,8.0,4.0,8.0,10.0,84.65,1.06,215.0,15.3,49.0,943.0,0.0,180.0,145.0,325.0
20871,2021-05-22 07:00:00,laborable,0.2,1.0,11.0,2.0,6.0,13.0,80.49,1.16,238.0,14.7,51.0,943.0,0.0,307.0,312.0,619.0
20872,2021-05-22 08:00:00,laborable,0.2,2.0,15.0,4.0,8.0,18.0,79.88,1.07,244.0,15.1,47.0,943.0,0.0,432.0,416.0,848.0
20873,2021-05-22 09:00:00,laborable,0.2,3.0,19.0,1.0,4.0,25.0,81.55,1.16,228.0,15.7,37.0,944.0,0.0,465.0,505.0,970.0
20874,2021-05-22 10:00:00,laborable,0.2,4.0,18.0,4.0,9.0,25.0,86.56,1.18,232.0,18.1,31.0,944.0,0.0,542.0,604.0,1146.0
20875,2021-05-22 11:00:00,laborable,0.2,7.0,17.0,6.0,12.0,27.0,91.81,1.39,202.0,19.0,28.0,944.0,0.0,640.0,698.0,1338.0
20876,2021-05-22 12:00:00,laborable,0.2,9.0,19.0,3.0,5.0,32.0,94.6,1.46,220.0,20.6,26.0,944.0,0.0,658.0,691.0,1349.0
20877,2021-05-22 13:00:00,laborable,0.2,9.0,23.0,5.0,8.0,37.0,98.26,1.73,220.0,22.4,20.0,944.0,0.0,647.0,787.0,1434.0
20878,2021-05-22 14:00:00,laborable,0.2,4.0,17.0,5.0,10.0,24.0,101.6,1.57,230.0,22.0,20.0,944.0,0.0,659.0,740.0,1399.0
20879,2021-05-22 15:00:00,laborable,0.2,2.0,11.0,5.0,8.0,14.0,110.1,1.67,228.0,22.4,18.0,944.0,0.0,517.0,673.0,1190.0
20880,2021-05-22 16:00:00,laborable,0.2,2.0,9.0,3.0,6.0,12.0,104.5,1.75,212.0,23.0,22.0,944.0,0.0,504.0,622.0,1126.0
20881,2021-05-22 17:00:00,laborable,0.2,3.0,11.0,5.0,9.0,16.0,103.7,1.5,214.0,23.1,22.0,943.0,0.0,573.0,695.0,1268.0
20882,2021-05-22 18:00:00,laborable,0.2,3.0,15.0,1.0,4.0,20.0,95.65,1.63,240.0,21.3,25.0,943.0,0.0,554.0,685.0,1239.0
20883,2021-05-22 19:00:00,laborable,0.2,4.0,19.0,5.0,10.0,24.0,87.86,1.59,258.0,19.5,27.0,944.0,0.0,521.0,691.0,1212.0
20884,2021-05-22 20:00:00,laborable,0.2,3.0,20.0,2.0,8.0,24.0,93.29,1.54,288.0,18.7,23.0,944.0,0.0,525.0,703.0,1228.0
20885,2021-05-22 21:00:00,laborable,0.3,3.0,30.0,6.0,11.0,36.0,84.9,1.07,275.0,18.3,23.0,944.0,0.0,651.0,617.0,1268.0
20886,2021-05-22 22:00:00,laborable,0.3,6.0,40.0,3.0,6.0,49.0,68.61,1.27,67.0,17.6,28.0,945.0,0.0,507.0,573.0,1080.0
20887,2021-05-22 23:00:00,laborable,0.3,5.0,34.0,7.0,13.0,41.0,66.5,1.56,67.0,16.7,32.0,945.0,0.0,376.0,487.0,863.0
20888,2021-05-23 00:00:00,laborable,0.2,4.0,27.0,5.0,10.0,34.0,72.94,1.61,67.0,16.4,32.0,945.0,0.0,403.0,473.0,876.0
20889,2021-05-23 01:00:00,laborable,0.2,4.0,24.0,1.0,6.0,31.0,68.68,1.44,62.0,15.9,35.0,945.0,0.0,215.0,318.0,533.0
20890,2021-05-23 02:00:00,laborable,0.2,1.0,12.0,4.0,8.0,14.0,76.77,1.23,71.0,15.3,38.0,945.0,0.0,113.0,186.0,299.0
20891,2021-05-23 03:00:00,laborable,0.2,1.0,10.0,1.0,2.0,11.0,77.83,1.14,60.0,14.9,40.0,945.0,0.0,85.0,109.0,194.0
20892,2021-05-23 04:00:00,laborable,0.2,1.0,9.0,3.0,6.0,10.0,75.08,0.95,37.0,14.6,41.0,945.0,0.0,61.0,82.0,143.0
20893,2021-05-23 05:00:00,laborable,0.2,1.0,8.0,5.0,9.0,9.0,76.05,1.37,70.0,14.2,42.0,944.0,0.0,66.0,99.0,165.0
20894,2021-05-23 06:00:00,laborable,0.2,1.0,10.0,3.0,7.0,13.0,69.93,1.09,82.0,13.9,45.0,944.0,0.0,90.0,132.0,222.0
20895,2021-05-23 07:00:00,laborable,0.2,2.0,13.0,1.0,5.0,17.0,62.09,1.32,74.0,13.4,51.0,945.0,0.0,153.0,163.0,316.0
20896,2021-05-23 08:00:00,laborable,0.2,4.0,18.0,2.0,6.0,24.0,57.32,1.37,66.0,13.3,54.0,945.0,0.0,235.0,246.0,481.0
20897,2021-05-23 09:00:00,laborable,0.2,5.0,19.0,3.0,8.0,26.0,55.98,1.55,64.0,13.3,54.0,946.0,0.0,351.0,350.0,701.0
20898,2021-05-23 10:00:00,laborable,0.2,5.0,19.0,2.0,6.0,27.0,57.47,1.17,83.0,14.0,52.0,946.0,0.0,434.0,502.0,936.0
20899,2021-05-23 11:00:00,laborable,0.2,6.0,22.0,1.0,4.0,31.0,56.36,1.27,57.0,14.3,52.0,946.0,0.0,502.0,581.0,1083.0
20900,2021-05-23 12:00:00,laborable,0.2,8.0,25.0,3.0,7.0,38.0,57.84,1.67,70.0,14.7,57.0,946.0,0.0,571.0,644.0,1215.0
20901,2021-05-23 13:00:00,laborable,0.2,7.0,21.0,7.0,12.0,32.0,67.5,2.26,59.0,15.7,58.0,946.0,0.0,607.0,642.0,1249.0
20902,2021-05-23 14:00:00,laborable,0.2,7.0,19.0,8.0,14.0,29.0,73.29,2.04,61.0,17.4,54.0,946.0,0.0,540.0,685.0,1225.0
20903,2021-05-23 15:00:00,laborable,0.2,4.0,16.0,11.0,16.0,22.0,82.35,1.34,56.0,18.6,48.0,945.0,0.0,419.0,586.0,1005.0
20904,2021-05-23 16:00:00,laborable,0.2,4.0,16.0,7.0,12.0,22.0,86.25,1.45,75.0,19.4,45.0,945.0,0.0,436.0,559.0,995.0
20905,2021-05-23 17:00:00,laborable,0.2,3.0,17.0,5.0,11.0,21.0,89.49,1.53,61.0,17.8,48.0,945.0,0.2,508.0,701.0,1209.0
20906,2021-05-23 18:00:00,laborable,0.2,6.0,29.0,2.0,6.0,39.0,80.56,1.11,86.0,17.5,49.0,945.0,0.1,535.0,681.0,1216.0
20907,2021-05-23 19:00:00,laborable,0.2,4.0,25.0,7.0,10.0,31.0,83.41,0.92,70.0,18.4,43.0,945.0,0.0,482.0,659.0,1141.0
20908,2021-05-23 20:00:00,laborable,0.2,4.0,33.0,3.0,7.0,40.0,74.43,1.22,74.0,17.2,44.0,946.0,0.0,480.0,612.0,1092.0
20909,2021-05-23 21:00:00,laborable,0.2,5.0,42.0,2.0,3.0,50.0,62.97,1.25,70.0,15.6,54.0,947.0,0.0,568.0,557.0,1125.0
20910,2021-05-23 22:00:00,laborable,0.2,6.0,45.0,9.0,15.0,55.0,50.35,0.96,92.0,14.5,65.0,948.0,0.0,427.0,432.0,859.0
20911,2021-05-23 23:00:00,laborable,0.2,2.0,45.0,5.0,9.0,48.0,46.26,0.71,185.0,13.7,70.0,948.0,0.0,276.0,329.0,605.0
20912,2021-05-24 00:00:00,laborable,0.3,4.0,51.0,7.0,11.0,57.0,35.88,0.62,190.0,13.8,70.0,949.0,0.0,205.0,291.0,496.0
20913,2021-05-24 01:00:00,laborable,0.2,3.0,50.0,9.0,13.0,55.0,27.44,0.58,96.0,13.2,74.0,949.0,0.0,97.0,226.0,323.0
20914,2021-05-24 02:00:00,laborable,0.2,1.0,20.0,9.0,12.0,22.0,56.45,0.56,213.0,12.5,72.0,948.0,0.0,76.0,171.0,247.0
20915,2021-05-24 03:00:00,laborable,0.2,1.0,12.0,2.0,4.0,13.0,57.23,0.72,228.0,12.4,65.0,948.0,0.0,51.0,72.0,123.0
20916,2021-05-24 04:00:00,laborable,0.2,1.0,9.0,6.0,9.0,10.0,63.16,0.75,218.0,11.9,60.0,948.0,0.0,68.0,98.0,166.0
20917,2021-05-24 05:00:00,laborable,0.2,1.0,10.0,2.0,4.0,12.0,68.48,0.84,219.0,11.6,57.0,948.0,0.0,178.0,168.0,346.0
20918,2021-05-24 06:00:00,laborable,0.2,9.0,33.0,6.0,9.0,47.0,47.94,0.61,183.0,11.3,58.0,949.0,0.0,406.0,412.0,818.0
20919,2021-05-24 07:00:00,laborable,0.3,18.0,54.0,4.0,10.0,81.0,33.44,0.76,205.0,12.0,54.0,949.0,0.0,692.0,580.0,1272.0
20920,2021-05-24 08:00:00,laborable,0.3,12.0,46.0,7.0,12.0,65.0,46.64,0.91,222.0,13.8,49.0,949.0,0.0,661.0,636.0,1297.0
20921,2021-05-24 09:00:00,laborable,0.2,10.0,32.0,2.0,8.0,48.0,59.13,1.12,252.0,16.4,45.0,950.0,0.0,729.0,829.0,1558.0
20922,2021-05-24 10:00:00,laborable,0.2,8.0,22.0,7.0,12.0,34.0,67.49,1.09,209.0,18.7,42.0,950.0,0.0,585.0,625.0,1210.0
20923,2021-05-24 11:00:00,laborable,0.2,7.0,17.0,1.0,5.0,27.0,74.49,1.44,211.0,19.4,42.0,950.0,0.0,603.0,718.0,1321.0
20924,2021-05-24 12:00:00,laborable,0.2,7.0,16.0,4.0,9.0,27.0,74.65,1.49,203.0,20.3,41.0,950.0,0.0,579.0,691.0,1270.0
20925,2021-05-24 13:00:00,laborable,0.2,6.0,16.0,2.0,6.0,25.0,77.02,1.64,211.0,20.8,39.0,950.0,0.0,622.0,751.0,1373.0
20926,2021-05-24 14:00:00,laborable,0.2,5.0,16.0,4.0,8.0,24.0,78.03,1.27,225.0,20.8,40.0,950.0,0.0,672.0,705.0,1377.0
20927,2021-05-24 15:00:00,laborable,0.2,6.0,17.0,1.0,2.0,27.0,75.2,1.49,245.0,22.4,37.0,950.0,0.0,648.0,643.0,1291.0
20928,2021-05-24 16:00:00,laborable,0.2,9.0,19.0,6.0,8.0,33.0,72.71,1.63,261.0,23.1,35.0,949.0,0.0,497.0,556.0,1053.0
20929,2021-05-24 17:00:00,laborable,0.2,7.0,21.0,6.0,9.0,32.0,72.64,1.49,282.0,23.4,36.0,949.0,0.0,654.0,746.0,1400.0
20930,2021-05-24 18:00:00,laborable,0.2,8.0,23.0,4.0,7.0,35.0,71.65,1.26,259.0,23.1,37.0,949.0,0.0,647.0,809.0,1456.0
20931,2021-05-24 19:00:00,laborable,0.2,9.0,25.0,9.0,12.0,40.0,67.77,1.07,219.0,21.9,38.0,949.0,0.0,549.0,827.0,1376.0
20932,2021-05-24 20:00:00,laborable,0.2,10.0,26.0,9.0,12.0,41.0,66.49,0.97,245.0,21.5,37.0,949.0,0.0,611.0,733.0,1344.0
20933,2021-05-24 21:00:00,laborable,0.3,13.0,49.0,4.0,7.0,69.0,43.38,0.62,203.0,20.4,40.0,949.0,0.0,489.0,571.0,1060.0
20934,2021-05-24 22:00:00,laborable,0.2,5.0,34.0,6.0,9.0,41.0,56.56,1.0,233.0,19.7,42.0,950.0,0.0,364.0,449.0,813.0
