year,month,day,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,contaminante,fecha,day-of-week
2018,12,30,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.5,0.5,0.5,0.7,1.4,1.1,1.5,1.4,1.0,0.8,CO,2018-12-30,Sunday
2021,3,30,11.0,10.0,11.0,10.0,12.0,12.0,18.0,36.0,74.0,82.0,54.0,59.0,48.0,42.0,28.0,32.0,44.0,38.0,40.0,21.0,23.0,23.0,19.0,15.0,NO2,2021-03-30,Tuesday
2021,4,30,24.0,21.0,30.0,33.0,13.0,9.0,12.0,39.0,66.0,64.0,62.0,41.0,36.0,36.0,17.0,32.0,23.0,11.0,12.0,12.0,15.0,20.0,19.0,21.0,NO2,2021-04-30,Friday
2021,5,30,50.0,8.0,6.0,5.0,5.0,6.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,10.0,7.0,5.0,8.0,7.0,9.0,9.0,11.0,22.0,11.0,NO2,2021-05-30,Sunday
2021,6,30,31.0,44.0,10.0,7.0,7.0,7.0,11.0,33.0,44.0,42.0,43.0,48.0,43.0,22.0,13.0,27.0,30.0,23.0,18.0,13.0,14.0,19.0,23.0,26.0,NO2,2021-06-30,Wednesday
2021,7,30,18.0,20.0,38.0,11.0,11.0,9.0,14.0,29.0,50.0,30.0,17.0,15.0,16.0,16.0,13.0,19.0,22.0,11.0,10.0,11.0,13.0,14.0,13.0,10.0,NO2,2021-07-30,Friday
2021,8,30,6.0,6.0,4.0,3.0,4.0,4.0,8.0,18.0,28.0,24.0,21.0,18.0,14.0,13.0,7.0,9.0,12.0,13.0,16.0,11.0,12.0,18.0,10.0,10.0,NO2,2021-08-30,Monday
2021,9,30,24.0,13.0,12.0,10.0,9.0,9.0,12.0,25.0,50.0,55.0,46.0,48.0,39.0,39.0,32.0,36.0,42.0,42.0,46.0,50.0,66.0,92.0,105.0,83.0,NO2,2021-09-30,Thursday
2020,1,30,,,,,,,,,,,,,,,,18.0,21.0,27.0,21.0,33.0,34.0,17.0,14.0,8.0,NO2,2020-01-30,Thursday
2020,4,30,3.0,2.0,1.0,2.0,2.0,2.0,5.0,13.0,38.0,33.0,17.0,28.0,22.0,20.0,10.0,14.0,10.0,11.0,3.0,4.0,5.0,6.0,5.0,3.0,NO2,2020-04-30,Thursday
2020,5,30,59.0,33.0,21.0,17.0,11.0,14.0,14.0,30.0,27.0,30.0,25.0,29.0,42.0,36.0,14.0,7.0,5.0,5.0,5.0,7.0,13.0,16.0,16.0,23.0,NO2,2020-05-30,Saturday
2020,6,30,42.0,29.0,9.0,7.0,6.0,6.0,12.0,33.0,52.0,44.0,45.0,57.0,47.0,38.0,27.0,32.0,37.0,20.0,13.0,9.0,10.0,12.0,13.0,16.0,NO2,2020-06-30,Tuesday
2020,7,30,11.0,10.0,9.0,8.0,10.0,9.0,15.0,41.0,49.0,45.0,38.0,46.0,55.0,35.0,19.0,23.0,23.0,21.0,26.0,17.0,14.0,17.0,19.0,23.0,NO2,2020-07-30,Thursday
2020,8,30,6.0,5.0,3.0,3.0,4.0,2.0,3.0,8.0,14.0,7.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,6.0,8.0,8.0,8.0,10.0,NO2,2020-08-30,Sunday
2020,9,30,70.0,63.0,54.0,48.0,38.0,37.0,37.0,60.0,73.0,81.0,82.0,88.0,80.0,82.0,59.0,73.0,75.0,66.0,40.0,37.0,30.0,27.0,14.0,21.0,NO2,2020-09-30,Wednesday
2020,10,30,35.0,30.0,25.0,21.0,16.0,14.0,13.0,22.0,35.0,41.0,51.0,55.0,53.0,54.0,45.0,57.0,64.0,65.0,92.0,100.0,78.0,66.0,52.0,47.0,NO2,2020-10-30,Friday
2020,11,30,35.0,29.0,20.0,17.0,20.0,18.0,22.0,43.0,65.0,69.0,65.0,63.0,65.0,61.0,46.0,44.0,42.0,62.0,88.0,81.0,65.0,51.0,42.0,40.0,NO2,2020-11-30,Monday
2020,12,30,6.0,4.0,3.0,3.0,3.0,5.0,15.0,41.0,78.0,78.0,37.0,37.0,39.0,,27.0,18.0,20.0,18.0,28.0,45.0,34.0,32.0,41.0,49.0,NO2,2020-12-30,Wednesday
2019,1,30,10.0,8.0,8.0,8.0,7.0,9.0,17.0,44.0,75.0,66.0,34.0,41.0,35.0,20.0,18.0,24.0,28.0,28.0,30.0,47.0,50.0,41.0,30.0,23.0,NO2,2019-01-30,Wednesday
2019,3,30,34.0,25.0,21.0,20.0,17.0,21.0,64.0,59.0,59.0,30.0,26.0,32.0,31.0,25.0,26.0,18.0,19.0,25.0,34.0,53.0,122.0,149.0,101.0,44.0,NO2,2019-03-30,Saturday
2019,4,30,26.0,18.0,20.0,37.0,33.0,41.0,50.0,60.0,79.0,91.0,80.0,70.0,54.0,61.0,42.0,44.0,42.0,50.0,28.0,37.0,57.0,46.0,40.0,30.0,NO2,2019-04-30,Tuesday
2019,5,30,17.0,13.0,8.0,9.0,7.0,14.0,26.0,45.0,52.0,41.0,36.0,41.0,33.0,36.0,32.0,29.0,37.0,45.0,54.0,53.0,60.0,54.0,51.0,47.0,NO2,2019-05-30,Thursday
2019,6,30,48.0,41.0,42.0,36.0,23.0,23.0,25.0,32.0,42.0,39.0,37.0,39.0,47.0,32.0,27.0,19.0,12.0,15.0,15.0,32.0,31.0,40.0,40.0,55.0,NO2,2019-06-30,Sunday
2019,7,30,22.0,18.0,15.0,12.0,10.0,12.0,15.0,55.0,38.0,27.0,26.0,22.0,27.0,26.0,31.0,29.0,32.0,30.0,24.0,27.0,32.0,64.0,62.0,19.0,NO2,2019-07-30,Tuesday
2019,8,30,101.0,41.0,47.0,43.0,29.0,14.0,21.0,41.0,82.0,105.0,61.0,57.0,53.0,44.0,34.0,25.0,25.0,20.0,32.0,49.0,57.0,63.0,60.0,46.0,NO2,2019-08-30,Friday
2019,9,30,73.0,67.0,57.0,53.0,45.0,36.0,43.0,59.0,74.0,74.0,79.0,64.0,51.0,41.0,32.0,27.0,26.0,29.0,26.0,42.0,73.0,79.0,79.0,54.0,NO2,2019-09-30,Monday
2019,10,30,43.0,39.0,26.0,19.0,19.0,18.0,23.0,24.0,33.0,31.0,40.0,43.0,50.0,53.0,50.0,41.0,29.0,41.0,27.0,30.0,26.0,18.0,15.0,13.0,NO2,2019-10-30,Wednesday
2019,11,30,26.0,22.0,18.0,15.0,9.0,8.0,13.0,14.0,21.0,26.0,28.0,20.0,21.0,19.0,23.0,24.0,21.0,20.0,27.0,38.0,35.0,41.0,53.0,49.0,NO2,2019-11-30,Saturday
2019,12,30,55.0,47.0,37.0,33.0,31.0,30.0,34.0,49.0,69.0,68.0,74.0,90.0,87.0,61.0,54.0,61.0,58.0,61.0,77.0,99.0,103.0,87.0,72.0,76.0,NO2,2019-12-30,Monday
2018,1,30,50.0,38.0,32.0,28.0,27.0,27.0,31.0,41.0,53.0,55.0,91.0,88.0,67.0,62.0,59.0,54.0,58.0,64.0,73.0,91.0,131.0,106.0,80.0,65.0,NO2,2018-01-30,Tuesday
2018,3,30,13.0,8.0,4.0,1.0,1.0,1.0,1.0,6.0,13.0,14.0,10.0,7.0,10.0,12.0,9.0,8.0,8.0,8.0,11.0,15.0,17.0,19.0,14.0,8.0,NO2,2018-03-30,Friday
2018,4,30,15.0,12.0,12.0,8.0,5.0,5.0,9.0,15.0,31.0,33.0,25.0,26.0,21.0,24.0,29.0,31.0,22.0,34.0,32.0,34.0,30.0,27.0,43.0,43.0,NO2,2018-04-30,Monday
2018,5,30,78.0,49.0,16.0,14.0,18.0,18.0,19.0,32.0,54.0,50.0,68.0,56.0,37.0,39.0,36.0,25.0,43.0,22.0,25.0,25.0,28.0,35.0,28.0,21.0,NO2,2018-05-30,Wednesday
2018,6,30,30.0,31.0,34.0,26.0,19.0,18.0,21.0,26.0,33.0,33.0,32.0,34.0,30.0,37.0,33.0,21.0,16.0,15.0,18.0,24.0,28.0,24.0,30.0,26.0,NO2,2018-06-30,Saturday
2018,7,30,67.0,73.0,49.0,31.0,29.0,52.0,56.0,73.0,73.0,86.0,82.0,55.0,45.0,,26.0,21.0,22.0,22.0,22.0,29.0,34.0,56.0,45.0,42.0,NO2,2018-07-30,Monday
2018,8,30,18.0,10.0,8.0,7.0,8.0,8.0,12.0,25.0,48.0,51.0,53.0,44.0,30.0,37.0,24.0,22.0,17.0,17.0,24.0,29.0,67.0,129.0,104.0,127.0,NO2,2018-08-30,Thursday
2018,9,30,121.0,103.0,90.0,82.0,73.0,63.0,59.0,57.0,58.0,62.0,62.0,43.0,36.0,40.0,34.0,21.0,22.0,28.0,47.0,92.0,88.0,96.0,99.0,105.0,NO2,2018-09-30,Sunday
2018,10,30,17.0,16.0,10.0,7.0,7.0,13.0,29.0,55.0,70.0,58.0,56.0,53.0,54.0,54.0,48.0,51.0,61.0,56.0,55.0,54.0,53.0,50.0,46.0,41.0,NO2,2018-10-30,Tuesday
2018,11,30,53.0,46.0,19.0,25.0,21.0,17.0,43.0,72.0,77.0,74.0,63.0,68.0,59.0,47.0,49.0,41.0,34.0,53.0,76.0,88.0,89.0,97.0,90.0,63.0,NO2,2018-11-30,Friday
2018,12,30,41.0,29.0,52.0,46.0,41.0,34.0,34.0,34.0,38.0,45.0,56.0,72.0,80.0,69.0,55.0,53.0,62.0,86.0,135.0,121.0,130.0,107.0,83.0,70.0,NO2,2018-12-30,Sunday
2017,1,30,16.0,17.0,11.0,7.0,4.0,6.0,14.0,29.0,40.0,,45.0,38.0,36.0,44.0,55.0,56.0,45.0,57.0,70.0,77.0,75.0,74.0,72.0,60.0,NO2,2017-01-30,Monday
2017,3,30,84.0,67.0,53.0,46.0,40.0,34.0,42.0,58.0,60.0,105.0,112.0,71.0,73.0,55.0,41.0,28.0,31.0,37.0,37.0,42.0,84.0,69.0,57.0,70.0,NO2,2017-03-30,Thursday
2017,4,30,50.0,44.0,47.0,48.0,30.0,11.0,8.0,11.0,12.0,10.0,8.0,14.0,11.0,17.0,31.0,22.0,9.0,8.0,18.0,38.0,40.0,43.0,33.0,27.0,NO2,2017-04-30,Sunday
2017,5,30,30.0,20.0,7.0,5.0,7.0,23.0,49.0,45.0,41.0,39.0,34.0,35.0,40.0,33.0,32.0,47.0,40.0,35.0,61.0,69.0,63.0,34.0,36.0,29.0,NO2,2017-05-30,Tuesday
2017,6,30,33.0,19.0,17.0,13.0,16.0,23.0,30.0,49.0,52.0,47.0,29.0,26.0,24.0,30.0,29.0,32.0,37.0,36.0,26.0,21.0,21.0,41.0,43.0,43.0,NO2,2017-06-30,Friday
2017,7,30,97.0,88.0,65.0,66.0,61.0,59.0,57.0,53.0,52.0,52.0,61.0,31.0,17.0,13.0,14.0,10.0,9.0,11.0,12.0,18.0,29.0,44.0,50.0,39.0,NO2,2017-07-30,Sunday
2017,8,30,53.0,42.0,28.0,27.0,17.0,18.0,28.0,48.0,54.0,47.0,43.0,44.0,37.0,29.0,17.0,15.0,16.0,17.0,21.0,28.0,32.0,44.0,52.0,38.0,NO2,2017-08-30,Wednesday
2017,9,30,114.0,98.0,84.0,78.0,69.0,67.0,61.0,63.0,70.0,78.0,73.0,74.0,84.0,94.0,63.0,34.0,21.0,28.0,67.0,84.0,95.0,94.0,108.0,77.0,NO2,2017-09-30,Saturday
2017,10,30,25.0,19.0,15.0,30.0,27.0,27.0,39.0,58.0,69.0,88.0,60.0,39.0,43.0,38.0,30.0,27.0,31.0,45.0,65.0,89.0,102.0,63.0,48.0,36.0,NO2,2017-10-30,Monday
2017,11,30,20.0,12.0,7.0,5.0,6.0,24.0,40.0,57.0,58.0,81.0,72.0,51.0,41.0,40.0,39.0,41.0,41.0,57.0,69.0,85.0,93.0,108.0,100.0,92.0,NO2,2017-11-30,Thursday
2017,12,30,41.0,34.0,23.0,19.0,13.0,7.0,6.0,9.0,15.0,21.0,20.0,22.0,25.0,22.0,17.0,19.0,19.0,30.0,53.0,61.0,71.0,77.0,75.0,57.0,NO2,2017-12-30,Saturday
2019,1,30,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,13.0,14.0,14.0,17.0,18.0,15.0,15.0,17.0,17.0,17.0,17.0,16.0,15.0,14.0,14.0,13.0,SO2,2019-01-30,Wednesday
2019,10,30,12.0,12.0,12.0,11.0,10.0,11.0,11.0,12.0,15.0,14.0,13.0,12.0,10.0,10.0,10.0,9.0,9.0,11.0,9.0,8.0,9.0,9.0,9.0,9.0,SO2,2019-10-30,Wednesday
2018,11,30,12.0,12.0,11.0,11.0,11.0,10.0,10.0,13.0,15.0,15.0,13.0,15.0,15.0,14.0,13.0,12.0,12.0,14.0,14.0,16.0,17.0,18.0,16.0,14.0,SO2,2018-11-30,Friday
2018,12,30,12.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,14.0,19.0,23.0,18.0,15.0,14.0,14.0,16.0,22.0,26.0,25.0,22.0,19.0,16.0,SO2,2018-12-30,Sunday
2017,10,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,2.0,1.0,1.0,SO2,2017-10-30,Monday
2020,11,30,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,6.0,7.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,7.0,8.0,7.0,6.0,5.0,4.0,SO2,2020-11-30,Monday
2018,8,30,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,SO2,2018-08-30,Thursday
2018,10,30,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,SO2,2018-10-30,Tuesday
2019,12,30,8.0,7.0,5.0,4.0,4.0,4.0,5.0,6.0,8.0,8.0,9.0,13.0,17.0,12.0,11.0,10.0,9.0,9.0,9.0,12.0,14.0,12.0,9.0,11.0,SO2,2019-12-30,Monday
2021,4,30,12.0,11.0,12.0,12.0,11.0,11.0,11.0,10.0,11.0,11.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,12.0,11.0,12.0,SO2,2021-04-30,Friday
2019,3,30,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,12.0,8.0,5.0,SO2,2019-03-30,Saturday
2019,4,30,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,6.0,6.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SO2,2019-04-30,Tuesday
2019,5,30,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SO2,2019-05-30,Thursday
2019,6,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,SO2,2019-06-30,Sunday
2017,1,30,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,4.0,5.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,8.0,7.0,7.0,SO2,2017-01-30,Monday
2017,9,30,10.0,10.0,9.0,9.0,8.0,7.0,8.0,7.0,9.0,10.0,8.0,7.0,7.0,8.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,SO2,2017-09-30,Saturday
2019,11,30,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,SO2,2019-11-30,Saturday
2020,8,30,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,SO2,2020-08-30,Sunday
2018,7,30,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,9.0,10.0,9.0,8.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,SO2,2018-07-30,Monday
2020,1,30,,,,,,,,,,,,,,,,3.0,4.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,SO2,2020-01-30,Thursday
2020,12,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,SO2,2020-12-30,Wednesday
2021,5,30,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,SO2,2021-05-30,Sunday
2021,7,30,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,SO2,2021-07-30,Friday
2017,5,30,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,SO2,2017-05-30,Tuesday
2018,1,30,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,7.0,7.0,11.0,9.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,13.0,10.0,7.0,5.0,SO2,2018-01-30,Tuesday
2020,10,30,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,4.0,4.0,4.0,SO2,2020-10-30,Friday
2017,6,30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,SO2,2017-06-30,Friday
2017,3,30,8.0,6.0,5.0,5.0,5.0,4.0,6.0,8.0,9.0,18.0,19.0,10.0,8.0,7.0,6.0,5.0,4.0,4.0,4.0,5.0,7.0,6.0,6.0,6.0,SO2,2017-03-30,Thursday
2017,4,30,6.0,7.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,SO2,2017-04-30,Sunday
2020,4,30,11.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,10.0,10.0,9.0,10.0,11.0,13.0,10.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,SO2,2020-04-30,Thursday
2020,7,30,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,SO2,2020-07-30,Thursday
2019,9,30,10.0,8.0,8.0,8.0,9.0,8.0,9.0,11.0,14.0,14.0,14.0,10.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,9.0,9.0,8.0,8.0,SO2,2019-09-30,Monday
2019,7,30,7.0,7.0,8.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,SO2,2019-07-30,Tuesday
2021,8,30,9.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,11.0,11.0,11.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,9.0,9.0,SO2,2021-08-30,Monday
2021,3,30,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,11.0,11.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,SO2,2021-03-30,Tuesday
2018,9,30,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,12.0,SO2,2018-09-30,Sunday
2019,8,30,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,SO2,2019-08-30,Friday
2021,6,30,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,10.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0,9.0,SO2,2021-06-30,Wednesday
2021,9,30,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0,11.0,12.0,12.0,SO2,2021-09-30,Thursday
2017,11,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,6.0,5.0,4.0,4.0,7.0,6.0,5.0,SO2,2017-11-30,Thursday
2020,9,30,9.0,9.0,9.0,9.0,10.0,10.0,10.0,13.0,15.0,16.0,14.0,12.0,9.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,SO2,2020-09-30,Wednesday
2017,7,30,6.0,7.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,SO2,2017-07-30,Sunday
2017,8,30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,SO2,2017-08-30,Wednesday
2017,12,30,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,6.0,7.0,SO2,2017-12-30,Saturday
2020,5,30,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,SO2,2020-05-30,Saturday
2020,6,30,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,SO2,2020-06-30,Tuesday
2018,4,30,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,SO2,2018-04-30,Monday
2018,3,30,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,SO2,2018-03-30,Friday
2018,5,30,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,SO2,2018-05-30,Wednesday
2018,6,30,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,SO2,2018-06-30,Saturday
2021,8,31,8.0,22.0,34.0,26.0,17.0,19.0,21.0,29.0,30.0,30.0,26.0,24.0,24.0,16.0,7.0,10.0,8.0,10.0,12.0,9.0,12.0,16.0,8.0,7.0,NO2,2021-08-31,Tuesday
2017,8,31,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,CO,2017-08-31,Thursday
2018,3,31,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,CO,2018-03-31,Saturday
2019,8,31,0.4,0.4,0.4,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.6,0.6,0.7,CO,2019-08-31,Saturday
2018,5,31,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,CO,2018-05-31,Thursday
2017,3,31,0.4,0.5,0.5,0.5,0.4,0.4,0.4,0.6,0.7,0.6,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,CO,2017-03-31,Friday
2018,10,31,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,CO,2018-10-31,Wednesday
2019,5,31,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.6,0.5,CO,2019-05-31,Friday
2019,10,31,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.3,0.3,0.4,CO,2019-10-31,Thursday
2018,8,31,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.4,0.4,0.3,0.3,CO,2018-08-31,Friday
2019,12,31,0.9,0.7,0.4,0.3,0.3,0.4,0.4,0.6,0.9,0.8,0.8,0.6,0.7,0.7,0.6,0.5,0.3,0.3,0.4,1.1,1.5,1.4,0.7,0.7,CO,2019-12-31,Tuesday
2020,10,31,0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.8,1.6,1.2,0.6,0.6,0.5,0.3,0.3,0.2,0.2,0.3,0.7,0.5,0.6,0.9,1.0,0.8,CO,2020-10-31,Saturday
2017,12,31,0.7,0.7,0.6,0.5,0.5,0.4,0.5,0.5,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.4,0.3,0.3,0.3,CO,2017-12-31,Sunday
2021,3,31,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.7,1.1,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.2,CO,2021-03-31,Wednesday
2019,7,31,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,CO,2019-07-31,Wednesday
2020,12,31,0.4,0.3,0.2,0.2,0.2,0.2,0.4,1.0,1.4,0.9,0.6,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,CO,2020-12-31,Thursday
