sexo,edad,ccaa,edu,p6,p7,p8,p9,hab_r,clase_social_r,situacion_laboral_r,educacion_r,recuerdo_r
1,41,13,6,9,5,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
1,18,13,4,8,2,16,18,Más de 10.000,Media,Estudiante,"Segundo grado, segundo ciclo",Abstención
2,46,9,3,99,17,17,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",Abstención
1,65,9,6,10,7,7,7,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",ERC
1,24,11,3,7,1,1,1,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PSOE
1,56,1,5,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX
1,51,13,7,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
1,45,2,5,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP
2,56,1,6,9,15,15,16,Más de 10.000,Media,Trabajo del hogar no remunerado,"Tercer grado, segundo ciclo y más",Blanco
1,21,13,6,10,1,1,1,Más de 10.000,Media,Estudiante,"Tercer grado, segundo ciclo y más",PSOE
2,33,9,4,8,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PSOE
1,53,8,3,3,18,2,18,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",Abstención
1,36,9,4,10,1,7,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,64,13,4,10,18,17,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención
1,41,5,7,5,18,16,20,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",Abstención
2,54,7,5,7,18,2,2,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PP
1,18,13,3,5,16,16,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",Abstención
1,65,9,7,10,7,7,7,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",ERC
2,52,12,5,9,5,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP
2,51,12,4,10,5,5,5,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",VOX
2,56,1,5,99,18,16,18,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención
2,58,13,5,10,6,6,6,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",MP
2,57,13,6,8,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PSOE
1,66,9,4,10,8,8,8,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",JXCAT
1,47,1,4,0,17,5,18,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,45,9,3,10,12,1,4,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",UP
1,45,3,4,10,4,4,4,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",UP
1,60,15,6,10,5,5,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,38,1,8,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
1,54,7,5,10,6,6,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
2,47,7,3,10,16,17,17,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, primer ciclo y menos",Nulo
1,18,10,4,10,5,2,18,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",Abstención
1,67,13,5,10,4,4,4,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",UP
2,47,1,6,10,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PSOE
2,31,5,6,3,12,12,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,35,2,5,10,18,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP
1,55,9,5,8,4,4,4,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",UP
1,38,12,4,10,18,1,6,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",MP
1,65,1,6,10,4,4,4,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",UP
1,63,9,6,10,8,8,8,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",JXCAT
1,46,6,4,10,1,6,12,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Otros
2,41,1,5,10,2,2,12,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Otros
1,50,9,4,10,14,14,15,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Otros
2,52,15,6,9,15,1,16,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Blanco
1,51,5,5,10,2,3,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP
2,49,9,5,10,7,7,7,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",ERC
2,45,7,6,6,5,5,16,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Blanco
2,48,1,4,99,18,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",VOX
2,38,13,4,8,3,3,3,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",CS
2,37,17,5,10,16,17,17,Menos de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Nulo
2,62,8,5,10,2,2,2,Menos de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",PP
1,60,16,6,10,4,4,4,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",UP
1,43,13,5,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",CS
1,42,8,3,7,12,12,12,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",Otros
1,51,11,6,9,5,5,5,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",VOX
1,54,1,4,10,5,5,5,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",VOX
1,27,1,5,10,19,17,20,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención
2,21,5,3,2,12,13,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",PSOE
2,37,10,4,4,18,16,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención
2,64,8,3,7,1,16,1,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE
2,36,13,5,1,19,17,20,Más de 10.000,Media baja / Baja,Estudiante,"Tercer grado, primer ciclo",Abstención
2,27,8,4,10,2,2,2,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP
2,32,5,4,8,12,12,12,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Otros
1,30,1,4,8,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",CS
2,76,2,2,0,3,2,2,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PP
1,35,1,4,6,5,8,5,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",VOX
1,38,12,4,9,4,4,4,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP
1,77,16,4,5,1,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PSOE
1,35,1,6,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,25,11,6,2,14,3,13,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Otros
2,51,1,3,10,1,1,1,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PSOE
2,36,16,5,10,10,10,10,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",BILDU
2,57,9,4,10,4,4,4,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",UP
2,45,1,6,10,2,5,2,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Tercer grado, segundo ciclo y más",PP
1,54,9,4,7,1,16,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE
2,63,9,4,10,1,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,56,12,5,0,17,15,18,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",Abstención
2,48,10,4,6,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PP
1,60,1,6,10,18,14,16,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Blanco
1,57,1,4,10,1,1,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE
1,54,1,4,5,2,2,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,48,15,3,0,17,15,18,Menos de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",Abstención
1,25,13,6,0,17,15,18,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
2,49,13,4,10,4,4,4,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",UP
2,27,9,4,0,19,15,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,37,9,5,0,17,15,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención
1,42,9,4,10,1,1,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,42,10,6,10,12,12,12,Menos de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Otros
1,52,3,4,0,17,15,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,54,7,8,10,2,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,58,9,4,0,17,16,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,48,14,6,5,18,4,16,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Blanco
2,54,1,4,6,18,16,19,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,73,13,2,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",UP
1,44,5,6,10,14,14,11,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Otros
2,67,16,6,10,9,9,9,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, segundo ciclo y más",PNV
2,37,9,6,8,7,7,7,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",ERC
2,51,13,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,49,11,5,5,1,1,1,Menos de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PSOE
2,35,1,6,10,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PSOE
1,64,2,6,10,18,3,3,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",CS
1,67,1,7,10,1,1,1,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PSOE
2,25,13,7,2,16,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,59,3,4,99,18,16,19,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,34,10,7,10,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,59,12,5,8,5,15,16,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Blanco
1,41,9,4,10,14,10,15,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Otros
1,43,5,7,10,2,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,41,9,4,7,3,9,14,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Otros
1,48,1,5,10,2,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
1,23,7,5,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX
1,54,11,7,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
1,31,14,3,10,5,5,5,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",VOX
1,48,1,7,5,6,6,6,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",MP
1,59,9,4,9,18,8,8,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",JXCAT
2,63,12,4,3,17,1,18,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",Abstención
1,49,9,4,99,18,15,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención
2,39,1,2,99,19,17,20,Menos de 10.000,Media,Parado,"Segundo grado, primer ciclo y menos",Abstención
1,40,3,7,9,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
2,35,13,5,10,14,14,20,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",Abstención
1,44,13,6,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
1,64,5,6,10,2,2,2,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,38,15,5,5,18,1,1,Menos de 10.000,Media,Parado,"Tercer grado, primer ciclo",PSOE
1,47,10,4,9,1,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,27,10,7,5,4,6,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,48,12,4,10,3,3,14,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Otros
2,28,1,6,10,6,6,6,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",MP
1,25,16,5,8,4,4,4,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",UP
2,36,16,4,8,18,4,4,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP
1,55,13,6,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
1,94,10,8,10,18,15,2,Menos de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",PP
1,37,9,4,8,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",CS
1,53,12,6,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,45,8,7,6,18,3,3,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
1,57,9,4,6,18,14,16,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Blanco
1,58,1,6,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,20,15,4,10,10,10,10,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",BILDU
1,68,10,4,3,18,16,20,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",Abstención
2,20,1,4,2,19,16,18,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Abstención
2,64,1,3,8,6,6,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",PSOE
1,36,1,5,4,18,16,19,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Abstención
2,47,10,3,99,18,16,19,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",Abstención
1,29,8,4,4,5,15,5,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",VOX
1,66,10,5,10,1,1,1,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",PSOE
1,69,1,6,99,17,16,18,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",Abstención
2,65,9,1,10,1,1,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
1,38,12,5,10,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PSOE
1,62,13,6,8,18,6,6,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",MP
2,37,10,3,0,17,16,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",Abstención
2,45,2,5,10,5,5,5,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX
2,32,7,6,7,18,16,20,Menos de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Abstención
1,58,13,4,10,5,3,3,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",CS
2,85,1,1,9,1,1,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
1,62,13,5,10,5,5,5,Más de 10.000,Media,Parado,"Tercer grado, primer ciclo",VOX
2,56,16,3,99,19,17,20,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",Abstención
2,36,7,4,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",VOX
1,71,11,6,10,4,4,4,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",UP
2,29,9,6,3,18,16,12,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Otros
2,43,12,5,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
1,21,1,3,5,16,15,17,Menos de 10.000,Media baja / Baja,Estudiante,"Segundo grado, primer ciclo y menos",Nulo
2,48,1,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,26,8,5,6,2,2,2,Menos de 10.000,Media,Estudiante,"Tercer grado, primer ciclo",PP
1,57,9,4,10,4,4,4,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",UP
2,52,13,4,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP
1,45,8,6,5,15,2,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
1,42,10,6,10,4,4,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,21,2,4,3,18,16,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,44,10,3,5,16,2,1,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE
2,23,13,7,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
2,64,9,2,6,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PP
2,45,8,6,10,16,6,17,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Nulo
2,35,5,5,10,3,3,3,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",CS
1,47,9,6,10,18,4,7,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",ERC
1,57,9,4,6,18,16,8,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",JXCAT
2,57,8,7,10,2,3,3,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",CS
1,47,9,5,8,19,17,20,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención
2,34,13,4,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",CS
2,60,10,6,9,4,1,4,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",UP
1,74,10,3,10,1,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
2,36,8,4,1,17,4,18,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,25,7,4,0,18,17,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,24,1,5,8,18,16,19,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",Abstención
1,41,9,7,2,18,14,19,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
1,43,8,4,10,15,3,16,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Blanco
2,49,13,4,5,18,16,19,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,19,8,5,6,3,3,18,Más de 10.000,Media,Estudiante,"Tercer grado, primer ciclo",Abstención
2,39,2,5,0,17,12,18,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención
1,36,8,5,10,4,4,4,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",UP
2,32,12,7,10,13,13,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
2,21,1,4,10,6,6,4,Más de 10.000,Media,Estudiante,"Segundo grado, segundo ciclo",UP
1,50,10,4,8,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,60,9,6,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,45,3,4,99,17,15,18,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",Abstención
1,50,14,8,6,18,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,50,1,4,10,18,3,3,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",CS
1,59,16,4,10,18,16,19,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,46,16,6,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,36,1,3,7,5,5,5,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",VOX
1,46,10,4,10,2,2,2,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PP
1,60,10,4,2,1,1,1,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PSOE
1,53,1,4,10,5,5,5,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",VOX
2,44,1,4,10,1,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,73,5,6,10,18,2,3,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",CS
2,29,3,4,5,12,12,12,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Otros
1,50,14,6,10,18,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
1,50,2,5,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
2,42,12,7,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,40,12,5,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",UP
1,46,13,3,0,17,15,18,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",Abstención
2,35,5,6,10,3,3,3,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",CS
2,23,9,4,6,16,10,10,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",BILDU
2,44,12,4,5,18,16,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP
2,41,13,5,10,16,15,17,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, primer ciclo",Nulo
1,59,7,4,10,1,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,32,13,7,3,17,15,6,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",MP
1,69,9,6,10,5,2,2,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",PP
1,39,1,4,10,18,1,1,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",PSOE
1,53,11,4,10,5,1,1,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,48,1,5,5,11,1,2,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",PP
1,50,14,5,7,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
2,57,10,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,52,11,3,1,1,12,1,Menos de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE
1,25,13,9,10,14,7,12,Más de 10.000,Media baja / Baja,Trabaja,Otros,Otros
2,46,9,4,99,18,16,19,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,24,10,5,10,18,6,18,Más de 10.000,Media baja / Baja,Estudiante,"Tercer grado, primer ciclo",Abstención
1,45,9,6,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,38,2,5,7,18,17,20,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención
2,36,14,3,10,1,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE
1,54,4,4,10,3,3,3,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",CS
2,31,7,7,10,1,1,1,Menos de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",PSOE
2,29,10,5,0,17,16,18,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención
1,61,13,4,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP
1,42,10,5,10,18,2,1,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",PSOE
2,29,8,6,3,19,6,14,Menos de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Otros
1,58,1,5,0,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX
1,34,9,4,4,15,16,17,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Nulo
2,39,10,7,10,4,4,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,64,1,3,10,1,1,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
