"winery","wine","year","rating","num_reviews","country","region","price","type","body","acidity"
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",NA,NA
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",NA,NA
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",NA,NA
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",NA,NA
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",NA,NA
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",NA,NA
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",NA,NA
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",NA,NA
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",NA,NA
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",NA,NA
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",NA,NA
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",NA,NA
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",NA,NA
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",NA,NA
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",NA,NA
"Remirez de Ganuza","Rioja Blanco","2017",4.2,421,"Espana","Rioja",29.15,"Rioja White",3,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Rioja Blanco","2017",4.2,421,"Espana","Rioja",29.15,"Rioja White",3,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Rioja Blanco","2017",4.2,421,"Espana","Rioja",29.15,"Rioja White",3,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Rioja Blanco","2017",4.2,421,"Espana","Rioja",29.15,"Rioja White",3,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Rioja Blanco","2017",4.2,421,"Espana","Rioja",29.15,"Rioja White",3,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Rioja Blanco","2017",4.2,421,"Espana","Rioja",29.15,"Rioja White",3,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Rioja Blanco","2017",4.2,421,"Espana","Rioja",29.15,"Rioja White",3,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Rioja Blanco","2017",4.2,421,"Espana","Rioja",29.15,"Rioja White",3,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Rioja Blanco","2017",4.2,421,"Espana","Rioja",29.15,"Rioja White",3,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Rioja Blanco","2017",4.2,421,"Espana","Rioja",29.15,"Rioja White",3,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
