id,sexo,edad,edad_r,hab,prov,ccaa,edu,cs,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p2_1,p2_2,p2_3,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_7,p4_8,p4_9,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p5_7,p5_8,p5_9,p5_10,p5_11,p5_12,p6,p7,p8,p9,hab_r,clase_social_r,situacion_laboral_r,educacion_r,recuerdo_r,ponde
1445,2,42,3,6,8,9,7,4,5,5,5,5,1,5,1,3,5,1,5,5,5,1,1,2,4,3,4,4,4,4,4,3,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.6611097155498182
1446,1,43,3,2,17,9,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,10,8,8,8,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",JXCAT,0.911765201726373
1447,2,39,3,3,3,10,5,5,3,1,6,4,6,6,1,1,6,6,4,2,1,4,1,2,1,1,1,1,1,1,2,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,3,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Tercer grado, primer ciclo",CS,0.8672275257329637
1448,1,18,1,3,21,1,4,4,4,3,3,3,4,3,4,3,4,4,3,4,3,3,3,3,3,3,3,4,5,3,2,4,3,3,2,4,3,4,1,1,1,1,1,1,4,3,4,1,5,1,1,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención,1.130995396872193
1449,1,71,6,6,28,13,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PP,1.133503376766322
1450,2,69,6,5,33,3,4,4,5,4,5,5,4,5,4,4,5,4,5,5,5,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PSOE,1.3960589986816538
1451,2,31,2,3,43,9,5,2,6,5,5,5,5,4,5,5,5,5,4,5,4,2,3,3,2,2,2,2,3,2,3,2,1,3,2,2,4,4,4,4,4,6,4,4,6,4,2,4,10,1,1,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP,0.9705381379627485
1452,2,30,2,4,28,13,5,2,4,5,5,5,4,4,5,4,5,4,5,5,4,2,3,3,3,3,3,3,3,1,3,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",UP,1.0182618885292058
1453,1,39,3,5,23,1,6,3,3,3,2,2,3,4,2,1,2,3,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,18,15,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.8509808655452447
1454,1,34,2,1,9,7,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,99,18,16,3,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",CS,2.0633224719057175
1455,1,23,1,5,35,5,6,1,5,5,5,5,5,5,5,3,4,5,5,5,3,3,2,4,3,3,3,3,1,2,4,4,4,3,3,2,1,5,1,4,4,4,4,4,5,1,2,6,10,4,6,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,1.0492558362597677
1456,1,41,3,5,33,3,7,2,5,4,5,5,5,5,5,3,4,2,4,4,4,3,3,3,3,3,4,2,2,3,3,3,3,2,3,2,4,4,4,4,4,4,5,4,6,4,4,4,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP,0.78575331557888
1457,1,56,5,4,39,6,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6,5,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PP,0.8382804936869538
1458,2,36,3,4,23,1,4,5,3,4,5,5,3,5,2,3,4,2,5,5,4,5,3,4,3,3,4,5,2,3,4,3,3,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE,1.0334799304131268
1459,1,40,3,2,15,12,5,4,5,5,4,4,4,4,1,3,4,2,5,4,1,3,3,4,3,3,3,2,2,3,4,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",UP,0.8122126753548694
1460,1,41,3,1,29,1,4,4,5,4,5,4,4,5,4,3,3,4,2,4,3,3,3,3,3,3,3,2,3,3,4,4,2,2,3,3,5,1,1,1,1,1,1,4,3,1,1,1,10,18,2,1,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE,1.106182313390392
1461,1,47,4,4,8,9,5,1,5,4,4,5,4,4,5,5,4,4,5,3,4,3,3,3,3,2,3,4,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,9,4,6,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención,0.8293684790100486
1462,2,61,5,5,43,9,3,7,3,2,4,4,3,3,3,4,3,2,4,4,4,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",PSOE,0.9584187189886677
1463,1,39,3,4,15,12,6,7,5,4,4,5,4,5,4,5,3,4,3,3,4,2,2,3,2,2,3,4,2,2,2,2,2,2,3,3,1,5,1,4,4,4,5,4,4,5,5,5,8,13,13,13,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Otros,1.2552717919616003
1464,1,55,5,1,6,11,4,5,5,5,5,4,4,4,3,2,4,5,5,5,5,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE,0.9150793641078396
1465,1,35,3,6,8,9,5,3,5,5,4,4,4,3,5,1,3,3,4,4,3,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,7,18,15,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX,0.7408849896934472
1466,1,57,5,5,28,13,4,7,2,2,1,6,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,6,2,2,2,2,2,10,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PP,0.9264167247702321
1467,2,18,1,5,28,13,4,4,5,5,1,5,5,3,4,2,2,2,1,5,2,2,2,3,5,2,2,4,3,1,2,1,1,4,1,1,5,5,5,4,5,1,5,1,5,5,4,5,10,6,6,18,Más de 10.000,Media,Estudiante,"Segundo grado, segundo ciclo",Abstención,0.8964587342008554
1468,1,40,3,4,18,1,4,4,4,1,1,5,1,1,1,1,1,1,4,2,1,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,16,5,17,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Nulo,0.9003525188485877
1469,1,55,5,5,38,5,5,4,4,4,5,4,2,4,1,1,2,2,4,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,5,2,2,2,5,5,6,6,5,5,2,2,9,11,11,11,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Otros,0.6349560774984679
1470,2,41,3,1,39,6,4,6,3,3,3,2,2,2,2,2,3,3,1,1,1,5,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,3,3,3,3,5,3,3,3,3,3,5,10,5,5,17,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Nulo,1.1395986269529776
1471,1,44,3,5,28,13,6,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,7,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.7464487369844953
1472,1,51,4,1,43,9,7,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,10,5,5,5,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX,0.916770382348952
1473,1,35,3,1,4,1,3,6,4,2,2,2,2,4,4,1,2,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",VOX,1.251283911734664
1474,2,60,5,2,30,14,6,5,5,5,5,5,3,5,5,3,5,1,5,5,5,2,3,3,3,3,3,3,3,3,3,3,2,3,1,3,1,1,1,1,1,1,1,1,1,6,6,1,10,1,4,1,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.93675490929484
1475,1,61,5,5,48,16,6,2,3,4,4,2,3,3,2,1,2,3,2,3,3,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,5,2,2,2,1,5,2,5,5,5,5,2,7,18,17,16,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Blanco,0.7842867067675218
1476,1,51,4,1,8,9,4,4,4,5,2,5,3,5,4,4,3,4,3,4,4,2,2,2,2,1,2,4,4,2,2,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,9,18,8,8,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",JXCAT,0.9064492202816267
1477,2,56,5,5,7,4,4,4,3,4,4,4,3,4,3,2,3,3,4,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,0,17,15,18,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",Abstención,0.7603899326343931
1478,2,45,4,4,28,13,4,5,5,5,5,5,4,5,5,1,4,5,4,5,4,5,3,3,3,3,3,4,4,2,2,2,3,2,2,2,5,5,5,5,5,5,5,4,5,5,5,5,10,1,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.8292899104901578
1479,2,38,3,5,7,4,4,6,5,5,3,6,6,4,6,6,6,6,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,18,16,19,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención,0.9394582263697132
1480,2,59,5,6,41,1,5,4,3,1,4,3,3,4,3,2,3,3,2,3,3,1,1,1,2,2,2,3,3,2,2,2,2,2,2,2,5,5,5,5,5,5,6,6,5,5,6,6,10,18,16,2,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PP,0.6757233817421558
1481,1,56,5,5,31,15,6,3,4,4,4,4,4,4,4,3,3,2,2,4,3,2,3,3,3,2,2,4,4,2,2,2,1,2,2,2,6,6,6,4,4,6,6,4,6,4,6,6,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP,0.7702650102882843
1482,2,47,4,5,3,10,3,5,3,3,3,3,3,3,3,3,3,3,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,5,2,16,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PP,0.7076361374186696
1483,1,56,5,5,33,3,6,5,3,3,4,3,3,1,3,2,2,3,2,4,2,2,2,2,1,2,2,3,3,2,2,1,1,2,3,2,2,2,2,2,5,5,2,5,2,2,2,2,10,2,15,2,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",PP,0.8059538247999112
1484,1,59,5,4,5,7,6,1,5,5,5,1,5,5,1,1,3,5,3,4,3,1,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP,0.8925117653092337
1485,2,49,4,5,30,14,5,4,5,5,5,5,5,5,5,4,4,4,5,5,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",UP,0.690618958613106
1486,1,28,2,6,28,13,5,3,4,3,3,4,3,5,4,2,3,3,3,4,3,2,2,2,2,1,2,3,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,17,16,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención,0.9129595036164732
1487,1,70,6,3,8,9,4,3,4,3,3,4,3,5,5,5,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,10,8,8,8,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",JXCAT,1.5158554667269912
1488,2,29,2,5,28,13,5,5,4,3,3,5,4,5,3,2,3,4,4,3,3,2,3,3,3,3,3,4,3,2,2,2,2,2,2,2,5,5,1,1,1,1,5,1,6,5,5,1,10,1,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",PSOE,0.9497053441298933
1489,1,51,4,1,18,1,5,3,4,2,5,3,1,4,1,1,2,5,5,5,3,1,2,3,1,2,1,4,4,1,4,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,10,1,1,3,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",CS,1.1488532946773307
1490,1,63,5,5,36,12,5,7,3,1,3,2,1,1,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,3,5,2,6,3,2,2,18,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Abstención,0.9567958738221437
1491,2,47,4,6,29,1,5,6,4,4,4,4,4,4,2,1,3,3,4,4,3,1,2,2,1,2,2,4,4,2,2,2,2,2,2,2,2,5,5,2,2,5,5,5,5,2,5,2,10,2,2,2,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",PP,0.7637200706065603
1492,2,34,2,1,46,10,5,5,5,5,5,5,4,4,5,3,4,5,5,5,4,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,1,1,1,1,4,1,1,4,1,1,1,1,10,1,1,1,Menos de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",PSOE,1.4365463785861488
1493,1,59,5,3,3,10,4,4,4,3,4,4,3,4,1,1,2,3,5,3,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,6,3,2,3,2,10,2,2,2,Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PP,0.6917220589245062
1494,2,62,5,6,46,10,6,6,1,2,3,4,1,3,1,2,2,2,3,3,3,1,1,1,1,1,1,3,4,2,2,2,1,1,1,2,3,3,3,3,5,5,3,3,3,3,3,3,10,5,5,5,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, segundo ciclo y más",VOX,0.6872083413495385
1495,1,46,4,1,8,9,4,7,1,1,5,2,1,2,1,5,1,2,2,2,2,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,15,15,18,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención,1.3950043633443308
1496,1,60,5,1,42,7,3,4,5,3,5,4,5,2,6,1,6,1,5,5,5,1,1,2,1,1,2,4,4,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Menos de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PP,0.9754609853540519
1497,1,55,5,3,17,9,5,4,5,3,4,4,1,3,4,4,4,4,4,5,4,2,2,3,3,2,3,4,4,1,4,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,9,15,16,16,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Blanco,0.6891820032084924
1498,2,58,5,1,19,8,5,3,5,4,5,5,4,5,4,4,4,4,5,5,4,2,3,3,3,3,3,4,4,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,6,1,Menos de 10.000,Alta / Media Alta,Parado,"Tercer grado, primer ciclo",PSOE,1.0705546282215894
1499,1,51,4,2,22,2,4,4,4,4,4,4,4,4,4,3,5,4,4,4,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.7522229990032819
1500,1,55,5,6,41,1,4,4,3,1,3,2,2,4,2,1,2,1,3,4,3,1,2,2,2,1,2,3,3,2,2,2,2,1,2,2,5,5,5,5,5,6,5,5,3,5,5,6,8,18,2,2,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP,0.6670102095410584
1501,2,35,3,6,46,10,6,2,3,3,5,5,3,5,1,1,3,3,5,4,4,1,1,2,2,1,1,4,4,1,2,2,1,2,1,2,5,5,5,3,1,5,5,4,3,5,5,5,10,18,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.6711016885177972
1502,2,25,2,3,12,10,6,4,4,4,4,5,4,4,5,3,4,4,5,5,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,4,6,4,6,1,5,4,6,2,10,1,1,1,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",PSOE,0.9631484028332843
1503,1,19,1,2,18,1,5,6,4,4,5,5,2,2,4,3,4,4,5,5,2,2,2,3,2,2,2,3,2,2,2,3,3,1,4,1,1,5,5,5,5,5,5,1,1,1,4,1,5,15,6,18,Más de 10.000,Media baja / Baja,Estudiante,"Tercer grado, primer ciclo",Abstención,1.3649394487067537
1504,1,37,3,5,35,5,6,4,5,5,5,5,5,5,5,3,5,3,1,5,5,3,3,3,4,3,3,3,3,4,4,4,4,3,3,4,1,1,1,1,4,4,4,4,4,1,1,4,10,4,4,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.693514665557461
1505,1,68,6,3,38,5,2,6,6,6,6,6,6,6,6,6,6,6,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,99,17,16,20,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",Abstención,1.560020018878453
1506,2,48,4,4,8,9,4,6,5,4,4,5,3,3,3,2,3,3,4,4,2,2,2,3,3,2,2,3,3,2,2,3,2,1,2,3,6,1,1,5,1,1,1,4,5,1,1,1,2,17,1,18,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",Abstención,0.8454637062930576
1507,2,37,3,1,19,8,5,4,1,2,2,1,2,2,3,2,2,2,1,3,1,4,1,1,1,1,1,1,2,2,1,1,1,2,3,1,5,5,5,5,5,5,5,5,5,5,5,5,0,17,15,17,Menos de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Nulo,1.0299285008413865
1508,2,56,5,3,28,13,5,1,2,3,5,2,2,1,1,1,1,2,1,4,3,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,3,2,3,2,2,2,3,2,3,2,3,3,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX,0.768557085164321
1509,1,66,6,6,46,10,4,5,5,4,4,5,4,4,5,5,4,4,5,5,5,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",UP,1.3163941655459424
1510,1,50,4,6,41,1,5,2,3,5,5,4,3,4,3,3,4,3,5,4,3,2,2,3,3,3,3,3,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,15,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE,0.6740400200067239
1511,2,48,4,5,1,16,6,3,4,5,4,5,4,4,5,1,4,5,5,4,1,1,2,5,3,2,1,4,4,2,2,5,5,5,2,5,5,1,6,6,6,6,1,6,5,1,6,6,10,18,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.8911361333533384
1512,1,41,3,6,28,13,6,2,4,2,5,6,3,6,3,1,3,2,2,3,1,2,2,3,1,2,2,3,3,2,2,3,3,1,2,2,5,2,2,2,4,5,2,1,1,2,3,3,9,5,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP,0.6463112768575467
1513,1,18,1,3,28,13,4,4,3,3,4,5,4,4,6,1,6,3,3,5,5,1,1,2,2,2,2,2,3,2,1,2,2,2,2,1,5,2,5,2,5,5,6,6,2,6,5,6,8,2,16,18,Más de 10.000,Media,Estudiante,"Segundo grado, segundo ciclo",Abstención,0.992067060156057
1514,2,46,4,6,8,9,3,5,3,3,3,2,3,3,3,2,2,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99,17,17,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",Abstención,0.6852525798843901
1515,1,65,6,6,8,9,6,5,5,5,5,5,4,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,5,2,2,2,2,2,3,2,1,4,4,6,4,4,1,4,4,4,1,1,10,7,7,7,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",ERC,1.3115602666098265
1516,1,24,1,1,6,11,3,7,3,3,3,4,3,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,1,1,1,2,2,1,7,1,1,1,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PSOE,1.8270792565655407
1517,1,56,5,2,41,1,5,3,1,2,2,4,3,2,3,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,3,3,3,3,3,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX,0.9319195452346022
1518,1,51,4,6,28,13,7,1,4,1,1,3,3,3,1,1,1,2,1,4,4,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP,0.6571536932082647
1519,1,45,4,4,22,2,5,3,3,3,1,4,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,3,3,1,2,2,2,1,2,1,2,2,2,2,2,2,2,5,5,2,2,2,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP,0.8576226656447217
1520,2,56,5,6,41,1,6,4,4,4,6,5,6,6,6,1,6,6,4,4,3,1,1,2,2,2,2,3,3,2,3,5,5,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,9,15,15,16,Más de 10.000,Media,Trabajo del hogar no remunerado,"Tercer grado, segundo ciclo y más",Blanco,0.6757233817421558
1521,1,21,1,6,28,13,6,4,4,4,4,5,3,4,4,2,5,4,4,4,3,2,3,3,3,3,3,2,3,3,2,3,2,2,3,3,1,1,1,1,1,4,1,1,5,1,1,1,10,1,1,1,Más de 10.000,Media,Estudiante,"Tercer grado, segundo ciclo y más",PSOE,0.8600668542947981
1522,2,33,2,6,8,9,4,5,5,5,5,5,4,5,3,4,4,4,5,3,3,2,3,3,3,3,3,4,3,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PSOE,0.9426265987668254
1523,1,53,4,1,16,8,3,7,5,1,4,3,3,3,3,2,2,3,5,5,3,5,2,3,4,2,1,4,4,3,5,5,5,4,3,4,1,6,1,1,4,1,3,5,1,2,2,1,3,18,2,18,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",Abstención,1.431287370154119
1524,1,36,3,6,8,9,4,2,5,4,5,5,4,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,1,5,1,1,4,5,1,4,4,1,5,1,10,1,7,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.6600155515645223
1525,2,64,5,6,28,13,4,6,5,5,5,1,6,1,6,1,6,6,1,1,1,2,1,1,1,1,1,5,5,1,1,1,5,1,1,1,5,5,6,5,5,5,6,5,5,5,5,5,10,18,17,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención,0.6704683628835513
1526,1,41,3,4,35,5,7,4,2,3,2,4,1,5,1,1,2,2,1,3,1,2,2,2,2,1,2,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,18,16,20,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",Abstención,0.8330329122704505
1527,2,54,4,5,47,7,5,4,5,4,3,5,5,5,4,1,4,4,4,4,4,5,3,3,3,3,3,4,4,2,2,2,2,2,2,2,6,6,6,5,6,6,6,6,6,6,6,6,7,18,2,2,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PP,0.6690550281410804
1528,1,18,1,6,28,13,3,5,3,3,3,4,2,4,3,3,3,4,3,4,4,2,3,5,5,5,5,3,3,4,3,4,5,5,3,5,6,6,6,6,6,6,6,6,6,6,6,6,5,16,16,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",Abstención,0.9745075516592667
1529,1,65,6,4,8,9,7,2,4,4,5,5,3,4,5,5,3,4,4,3,3,2,2,3,3,3,2,3,3,2,2,2,3,2,2,2,1,1,1,1,4,1,1,4,4,4,4,1,10,7,7,7,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",ERC,1.446839928155753
1530,2,52,4,5,15,12,5,2,3,4,3,3,4,4,4,2,3,2,3,3,4,2,2,2,1,1,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,2,3,9,5,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP,0.6364684410092762
