length,kbytes,curlybrackets,roundbrackets,colon,semicolon,comma,other,lines,words,lower,upper,digit,relat,space,ext
43,1992,8,20,3,7,12,187,67,262,1218,233,41,0,263,java
25,108994,766,2293,8,700,861,16297,3720,10404,65644,12511,761,35,9118,java
34,2005,2,6,3,7,10,144,55,300,1269,180,41,0,343,java
14,1315,4,4,3,5,7,112,45,206,776,156,43,0,205,java
22,10576,78,164,3,69,22,1593,440,1442,6248,763,60,6,1570,java
21,223726,1452,5963,238,2209,1388,43910,7396,26087,111424,26695,3377,2320,24750,java
36,45064,195,788,17,201,708,7184,1173,5539,18105,9863,294,1117,5419,java
30,556,4,8,0,2,1,57,20,84,368,33,6,0,77,java
11,2594,10,18,3,7,9,326,80,389,1580,205,41,6,389,java
20,19967,183,635,17,214,128,5042,681,1989,9856,2140,140,4,1608,java
26,1437,2,4,3,7,11,96,43,217,877,169,41,0,227,java
20,4409,65,100,0,57,7,1084,194,579,2319,257,35,3,482,java
21,3153,18,46,3,17,17,345,94,376,1923,318,55,0,411,java
10,22626,228,577,16,229,106,4434,889,2518,12397,2441,188,15,1995,java
25,1868,6,6,3,6,10,154,59,275,1161,167,41,0,314,java
13,3007,30,43,4,22,14,413,112,420,1750,309,43,0,379,java
14,3001,14,40,0,13,14,522,110,394,1579,329,27,0,463,java
24,2111,6,14,4,9,17,211,74,297,1259,184,42,0,365,java
14,16204,86,436,57,240,42,2805,592,1462,6767,4468,230,0,1073,java
22,17905,4,4,3,304,8,2221,641,2294,6752,5361,1243,0,2005,java
12,135618,964,3479,88,1222,763,12805,3902,11199,63852,11457,1425,82,39481,java
27,2661,26,70,0,27,10,247,98,301,1681,281,35,0,284,java
19,2713,20,52,3,22,9,344,106,360,1536,320,43,1,363,java
27,5389,54,128,0,42,26,886,219,596,3215,518,35,0,485,java
25,18891,118,370,27,131,73,3079,653,2290,10599,2025,133,50,2286,java
36,3694,28,94,5,33,24,486,118,397,2154,477,42,0,351,java
19,1350,4,8,0,5,8,171,43,192,756,185,25,0,188,java
17,1951,4,18,0,7,8,332,61,251,1029,280,35,0,238,java
35,421,4,6,0,3,2,53,16,50,235,68,9,0,41,java
24,1406,2,8,0,5,8,153,42,207,848,153,23,0,206,java
26,1926,4,16,0,6,9,263,54,245,1086,250,33,0,259,java
22,103195,1026,2963,110,1006,685,19751,3776,11379,57418,8151,556,138,11391,java
26,13989,112,396,7,86,68,1792,515,1238,9174,971,39,0,1344,java
22,2691,10,18,3,7,10,340,83,392,1645,212,41,6,399,java
14,235589,1983,6146,272,1712,1434,42609,8438,27209,129223,21401,2075,422,28312,java
22,19785,122,328,104,134,59,3355,809,2480,10276,2439,139,9,2820,java
12,5752,2,46,0,27,8,864,237,881,3255,376,24,0,1150,java
19,10090,80,162,5,75,25,1978,436,1284,5516,760,73,1,1415,java
18,4415,52,104,3,36,7,869,256,653,2116,540,52,5,631,java
13,8973,56,245,8,98,27,1476,353,1235,4997,600,170,25,1271,java
28,66596,674,2049,63,785,425,12658,2445,6330,38155,6028,360,40,5359,java
31,7655,56,108,0,74,34,1253,288,1053,4402,542,53,11,1122,java
18,3299,2,16,0,13,14,350,98,475,2042,224,23,4,611,java
13,35483,106,1100,5,338,257,6363,948,2478,14198,9442,1829,10,1835,java
26,6178,64,103,1,58,24,1178,224,730,3623,435,33,2,657,java
14,63331,614,1589,19,534,278,11807,2307,6889,35912,5680,344,74,6480,java
16,36289,446,1143,10,398,194,7105,1448,4517,19413,2966,262,53,4299,java
13,52643,722,1294,3,600,1230,10442,1179,4453,28654,6005,80,10,3603,java
23,72427,588,1783,20,468,377,11015,2441,9265,42519,4519,383,96,10659,java
9,7230,50,288,0,128,18,1367,296,1017,3825,425,189,16,924,java
26,1714,8,14,0,10,7,285,64,232,945,193,23,0,229,java
20,1653,8,14,0,9,7,287,64,233,899,176,23,0,230,java
18,1376,2,8,0,5,8,153,42,207,823,148,23,0,206,java
23,1322,10,18,0,8,13,76,43,187,809,192,19,0,177,java
47,1444,10,18,0,8,13,79,44,187,919,202,19,0,176,java
43,1424,10,18,0,8,13,79,44,187,899,202,19,0,176,java
41,1414,10,18,0,8,13,79,44,187,889,202,19,0,176,java
31,1379,10,18,0,9,13,80,45,189,854,198,19,0,178,java
30,1357,10,18,0,8,13,76,43,187,839,197,19,0,177,java
26,1489,12,22,0,9,13,93,48,206,928,201,19,0,192,java
38,1397,10,18,0,8,13,80,44,187,877,196,19,0,176,java
38,1397,10,18,0,8,13,80,44,187,877,196,19,0,176,java
28,1364,10,18,0,9,13,80,45,189,844,193,19,0,178,java
26,3668,34,58,3,29,18,479,128,414,2128,447,95,0,377,java
33,1743,6,16,3,10,8,152,54,222,1092,189,43,0,224,java
32,3577,42,72,5,32,14,515,127,402,2128,359,66,0,344,java
29,44760,794,1586,3,307,253,8096,1765,4231,25412,5124,54,0,3131,java
22,22788,270,578,0,176,121,3113,840,2500,14613,1693,70,8,2146,java
34,2809,6,18,0,14,9,313,85,338,1804,243,28,2,372,java
20,9398,76,180,8,79,24,1484,427,1241,5516,703,30,4,1294,java
27,4042,26,86,2,38,19,547,144,450,2320,530,30,0,444,java
26,6111,40,92,0,41,17,870,212,644,3914,477,32,2,626,java
22,20216,114,362,17,149,122,2639,637,2591,11687,2115,85,48,2878,java
22,2228,10,38,1,13,10,200,75,269,1437,243,20,6,250,java
21,1985,12,30,1,20,11,177,66,251,1205,198,39,0,227,java
13,2698,40,42,1,36,9,405,112,369,1504,208,27,3,311,java
29,22077,364,750,3,141,174,3854,854,2163,12506,2534,43,0,1708,java
21,19458,326,612,3,155,77,3419,829,1962,10991,2337,52,0,1486,java
28,4006,54,114,1,53,16,492,153,372,2450,406,10,0,257,java
16,1818,8,16,3,9,9,171,61,238,1062,246,42,0,252,java
18,3192,40,102,0,26,19,265,108,314,2083,273,19,0,257,java
16,7389,60,150,3,55,46,1072,298,930,4372,551,57,1,1022,java
8,4110,2,50,3,22,13,596,184,653,2341,205,41,0,837,java
16,5042,40,176,3,26,25,780,213,496,3092,384,47,0,469,java
15,3641,30,54,3,21,20,460,105,441,2062,520,41,0,430,java
13,4425,30,118,14,59,15,695,164,417,2482,657,24,0,331,java
15,4266,40,78,3,10,19,708,196,530,2544,328,41,0,495,java
19,7139,62,170,16,65,41,1051,321,933,4174,500,47,0,1013,java
21,2410,20,36,0,22,8,261,93,317,1457,277,23,0,306,java
18,11824,70,310,14,144,80,1895,501,1615,6928,674,133,50,1526,java
18,7552,34,100,14,27,33,854,263,1160,4694,416,41,30,1309,java
30,1345,4,6,3,6,8,97,43,200,797,172,43,0,209,java
13,1505,6,16,3,11,7,122,51,211,909,178,42,1,210,java
27,1300,4,10,0,7,7,80,40,183,832,157,23,0,180,java
25,7373,78,230,6,99,48,1171,309,854,4478,501,67,20,675,java
18,2364,18,54,4,33,8,372,90,310,1328,219,48,4,276,java
21,8864,72,222,3,75,16,1345,351,1073,5354,701,45,1,1030,java
17,2483,10,38,4,17,7,446,86,316,1375,246,28,0,312,java
28,3894,30,122,1,53,14,510,129,429,2432,347,26,2,357,java
20,15958,0,56,15,7,102,900,152,2027,9026,2898,174,772,2008,html
11,1356,4,6,0,6,7,167,47,202,773,159,23,0,211,java
17,14064,176,412,9,152,52,2167,556,1612,8346,1192,79,3,1476,java
17,6481,40,124,4,52,72,1117,237,808,3624,338,314,12,784,java
22,11309,66,345,2,121,151,2286,366,1338,5753,1020,393,4,1168,java
22,7835,30,239,18,99,13,1312,247,882,4251,994,74,7,798,java
25,2879,18,48,3,13,16,357,107,358,1735,287,42,0,360,java
23,10939,80,362,3,159,74,1980,407,1180,5733,1286,259,7,996,java
21,3091,20,68,1,32,15,409,106,383,1773,362,60,0,351,java
36,29498,250,1258,17,376,551,5961,908,2753,13788,3854,940,2,2501,java
29,49206,468,2091,47,644,263,9457,1794,4480,27608,4101,903,12,3612,java
29,14123,106,440,3,182,45,2049,474,1411,8557,1385,139,1,1216,java
34,2590,26,42,1,9,32,372,87,368,1445,231,61,0,371,java
27,49682,420,2026,10,538,406,8745,1692,4785,26191,5797,1229,13,4307,java
35,14778,88,594,8,219,116,2324,504,1534,7598,1618,425,22,1262,java
26,9083,66,334,0,99,90,1437,309,917,4768,1180,277,0,832,java
35,12380,80,254,6,112,35,1607,410,1492,8014,854,60,26,1332,java
28,114876,942,5676,119,1523,1465,21737,3763,10902,56445,13458,4623,17,8871,java
28,99277,847,3856,31,1311,620,18171,3498,10340,52174,10768,2610,40,8849,java
25,7313,86,210,3,107,16,1300,313,814,4318,507,68,7,691,java
25,25898,166,953,8,304,396,4419,838,2674,12616,2906,1810,8,2312,java
29,7791,94,398,3,94,46,1586,289,858,4132,514,170,6,748,java
13,7133,64,250,3,92,20,1303,282,871,3921,631,81,4,764,java
26,13434,116,486,6,188,64,2674,499,1279,7006,1669,173,2,1050,java
17,9442,44,282,0,116,127,1685,293,1007,4699,1234,412,1,842,java
19,42269,210,1824,15,505,341,7855,1203,3738,20721,6497,585,6,3710,java
19,6519,34,184,3,76,30,1098,229,697,3837,542,63,0,652,java
13,14215,62,670,48,198,96,2460,417,1223,7663,1614,422,9,973,java
25,4089,54,74,12,28,20,680,136,525,2137,284,115,1,684,java
17,29361,208,1176,7,343,212,4274,818,2463,13887,3576,335,0,5343,java
18,2424,12,24,0,11,7,432,93,332,1332,236,23,0,347,java
16,3056,18,58,3,22,16,601,117,376,1523,396,54,0,365,java
25,2336,10,30,3,16,8,273,86,303,1439,198,41,0,318,java
22,1682,4,10,3,10,9,144,54,210,1058,190,41,0,213,java
12,2020,12,28,0,13,8,360,81,276,1076,197,24,22,280,java
19,43906,440,1999,10,698,281,8699,1588,4126,22564,5044,993,32,3146,java
20,3408,20,70,3,30,18,647,129,424,1719,427,60,1,413,java
18,5407,40,194,3,71,27,1092,222,605,2841,539,78,1,521,java
21,9519,88,298,4,114,45,1749,360,1093,4905,1226,113,1,976,java
11,13118,102,506,1,218,81,2206,475,1178,6809,1481,336,4,899,java
11,5059,22,31,11,104,42,544,110,546,2971,118,107,322,677,html
14,11146,206,113,22,182,215,1066,257,1206,6293,424,230,478,1660,html
11,8031,20,80,23,96,37,998,252,796,4164,278,246,641,1196,html
14,20490,273,236,25,193,296,1601,482,2091,11566,531,192,1025,4070,html
14,20455,258,223,30,192,290,1569,481,2068,11546,547,173,1049,4097,html
10,3504,0,10,11,43,7,471,95,246,1793,85,67,262,660,html
11,9718,26,43,13,88,61,808,238,1003,5403,188,97,609,2144,html
11,9284,26,43,13,82,60,779,230,949,5120,189,93,585,2064,html
12,4268,0,12,7,20,25,300,78,463,2811,108,40,262,605,html
14,3053,18,61,17,27,5,498,94,367,1687,136,10,32,469,java
17,4374,0,22,6,101,109,476,74,401,2613,272,44,204,454,html
19,5674,0,26,12,112,111,463,108,605,3537,333,46,244,684,html
14,15425,0,86,89,158,94,1321,347,1740,8854,786,227,638,2825,html
14,13954,0,60,88,120,92,1323,378,1527,7161,580,530,600,3022,html
14,16488,0,78,67,218,86,1342,387,1939,9819,378,312,806,2995,html
14,12740,0,110,60,139,107,1214,320,1345,6862,709,278,496,2445,html
14,27312,0,56,78,80,67,3413,800,2696,10994,4268,323,2432,4801,html
14,9590,6,76,66,100,55,934,260,1033,4897,1030,168,496,1502,html
10,18975,0,158,71,151,96,1563,491,2214,11270,423,265,1037,3450,html
10,9731,26,43,13,89,61,810,238,1005,5410,188,98,609,2146,html
10,11362,0,85,48,106,50,1159,304,1147,6151,245,219,888,2107,html
10,2961,0,14,15,35,12,450,86,250,1714,92,85,294,165,html
10,533,0,2,1,0,0,76,25,49,273,46,16,70,25,html
10,3034,0,14,17,32,13,437,73,255,1818,80,85,284,183,html
10,5037,0,8,37,131,21,491,121,500,3142,232,137,338,380,html
10,3247,0,24,18,47,22,444,29,203,1923,92,132,344,174,html
10,8700,0,49,50,90,53,778,114,896,5622,229,100,672,945,html
10,23172,0,107,335,451,91,2349,289,2093,15138,449,420,1638,1907,html
13,17104,2,131,257,520,90,1805,161,1477,10929,449,453,1016,1293,html
17,13065,14,45,125,65,6,2041,195,942,7255,1300,449,546,1026,html
38,89166,134,,,,,,,,,,,,,html
16,19681,58,170,156,167,88,2143,678,2116,10506,1447,406,936,2928,html
19,32227,0,84,168,142,87,4608,585,2988,20058,1730,659,1326,2782,html
14,20490,273,236,25,193,296,1601,482,2091,11566,531,192,1025,4070,html
14,20455,258,223,30,192,290,1569,481,2068,11546,547,173,1049,4097,html
10,2740,0,12,15,33,11,399,72,230,1640,77,80,244,159,html
11,9718,26,43,13,88,61,808,238,1003,5403,188,97,609,2144,html
14,20490,273,236,25,193,296,1601,482,2091,11566,531,192,1025,4070,html
11,9284,26,43,13,82,60,779,230,949,5120,189,93,585,2064,html
10,8839,0,49,50,88,53,779,116,919,5737,230,100,672,966,html
10,23173,0,107,335,451,91,2349,289,2093,15138,449,420,1638,1907,html
13,17105,2,131,257,520,90,1805,161,1477,10929,449,453,1016,1293,html
10,2702,0,8,12,31,7,410,74,222,1614,81,67,250,149,html
12,4268,0,12,7,20,25,300,78,463,2811,108,40,262,605,html
12,344,0,12,0,0,0,50,16,34,207,30,0,12,18,html
14,3053,18,61,17,27,5,498,94,367,1687,136,10,32,469,java
17,4374,0,22,6,101,109,476,74,401,2613,272,44,204,454,html
19,5674,0,26,12,112,111,463,108,605,3537,333,46,244,684,html
13,9197,0,63,89,127,43,893,96,971,6110,228,172,482,895,html
12,8706,0,70,55,89,63,694,86,978,5877,270,185,422,896,html
14,15425,0,86,89,158,94,1321,347,1740,8854,786,227,638,2825,html
16,16746,0,118,115,159,107,1464,386,2112,10680,827,297,876,1719,html
17,18647,0,126,147,190,115,1625,383,2262,12057,854,291,988,1872,html
14,18849,0,114,139,176,114,1645,419,2418,12084,631,401,1126,2001,html
14,10644,0,,,,,,,,,,,,,html
16,16488,0,78,67,218,86,1342,387,1939,9819,378,312,806,2995,html
14,12740,0,110,60,139,107,1214,320,1345,6862,709,278,496,2445,html
16,16444,0,84,188,316,301,1540,230,1345,10560,824,385,902,1115,html
17,19324,0,112,200,494,323,1854,303,1578,12250,1046,437,1030,1276,html
14,27312,0,56,78,80,67,3413,800,2696,10994,4268,323,2432,4801,html
14,9590,6,76,66,100,55,934,260,1033,4897,1030,168,496,1502,html
16,8210,0,92,68,123,75,694,147,972,5353,263,183,386,828,html
16,5970,0,56,48,162,29,764,50,558,3599,234,169,352,508,html
16,6850,0,85,63,153,35,755,43,628,4013,395,184,448,677,html
16,6404,0,36,49,246,24,759,45,533,3949,217,144,436,501,html
16,5880,0,28,37,300,19,779,46,465,3564,147,167,366,428,html
17,19324,0,112,200,494,323,1854,303,1578,12250,1046,437,1030,1276,html
14,29275,0,81,177,191,78,3795,835,3185,16823,1834,382,2698,2382,html
16,7290,0,52,82,89,97,740,109,751,4473,322,258,426,643,html
17,30461,0,82,202,214,78,3965,855,3285,17514,1884,396,2800,2472,html
10,18975,0,158,71,151,96,1563,491,2214,11270,423,265,1037,3450,html
16,11196,0,142,104,321,77,860,64,1114,6873,853,260,594,1050,html
9,9267,0,69,80,113,59,810,66,969,6234,286,177,468,907,html
10,8091,0,59,71,107,43,772,83,869,5392,192,161,410,803,html
15,6757,0,53,65,93,34,675,71,693,4458,160,140,372,638,html
13,6651,0,49,62,88,30,663,70,686,4405,161,124,370,631,html
13,9196,0,63,89,127,43,893,96,971,6110,228,172,482,895,html
12,8705,0,70,55,89,63,694,86,978,5877,270,185,422,896,html
19,9267,0,69,80,113,59,810,66,969,6234,286,177,468,907,html
13,4357,0,32,41,56,25,543,42,441,2729,95,139,258,399,html
16,5969,0,56,48,162,29,764,50,558,3599,234,169,352,508,html
13,5131,0,40,54,70,31,614,39,491,3247,98,155,332,453,html
16,6849,0,85,63,153,35,755,43,628,4013,395,184,448,677,html
22,5373,0,37,47,70,31,643,90,600,3363,104,169,310,511,html
16,5969,0,56,48,162,29,764,50,558,3599,234,169,352,508,html
16,6849,0,85,63,153,35,755,43,628,4013,395,184,448,677,html
13,4954,0,34,42,161,23,653,45,411,3028,125,128,338,379,html
16,6404,0,36,49,246,24,759,45,533,3949,217,144,436,501,html
13,5012,0,26,34,259,18,725,44,379,2992,111,150,310,344,html
16,5880,0,28,37,300,19,779,46,465,3564,147,167,366,428,html
9,9267,0,69,80,113,59,810,66,969,6234,286,177,468,907,html
10,8091,0,59,71,107,43,772,83,869,5392,192,161,410,803,html
15,6757,0,53,65,93,34,675,71,693,4458,160,140,372,638,html
13,6651,0,49,62,88,30,663,70,686,4405,161,124,370,631,html
13,9196,0,63,89,127,43,893,96,971,6110,228,172,482,895,html
12,8705,0,70,55,89,63,694,86,978,5877,270,185,422,896,html
19,9267,0,69,80,113,59,810,66,969,6234,286,177,468,907,html
13,4357,0,32,41,56,25,543,42,441,2729,95,139,258,399,html
16,5969,0,56,48,162,29,764,50,558,3599,234,169,352,508,html
13,5131,0,40,54,70,31,614,39,491,3247,98,155,332,453,html
16,6849,0,85,63,153,35,755,43,628,4013,395,184,448,677,html
22,5373,0,37,47,70,31,643,90,600,3363,104,169,310,511,html
16,5969,0,56,48,162,29,764,50,558,3599,234,169,352,508,html
16,6849,0,85,63,153,35,755,43,628,4013,395,184,448,677,html
13,4954,0,34,42,161,23,653,45,411,3028,125,128,338,379,html
16,6404,0,36,49,246,24,759,45,533,3949,217,144,436,501,html
13,5012,0,26,34,259,18,725,44,379,2992,111,150,310,344,html
16,5880,0,28,37,300,19,779,46,465,3564,147,167,366,428,html
13,3909,0,38,36,53,20,517,58,389,2390,80,120,268,331,html
16,4688,0,50,40,84,23,596,79,474,2771,205,128,318,396,html
13,4150,0,35,46,66,27,580,71,393,2495,83,137,290,322,html
16,4760,0,45,47,75,27,622,101,493,2805,186,130,332,392,html
14,16105,0,110,110,144,104,1410,365,2035,10264,815,284,838,1663,html
17,18646,0,126,147,190,115,1625,383,2262,12057,854,291,988,1872,html
14,18303,0,114,138,176,112,1612,407,2330,11716,615,398,1094,1923,html
17,19957,0,122,155,200,111,1743,436,2540,12847,672,409,1160,2104,html
14,10520,0,,,,,,,,,,,,,html
16,16488,0,78,67,218,86,1342,387,1939,9819,378,312,806,2995,html
16,16443,0,84,188,316,301,1540,230,1345,10560,824,385,902,1115,html
17,19323,0,112,200,494,323,1854,303,1578,12250,1046,437,1030,1276,html
14,29529,0,82,185,206,78,3834,830,3210,16994,1839,386,2690,2407,html
17,30460,0,82,202,214,78,3965,855,3285,17514,1884,396,2800,2472,html
17,19323,0,112,200,494,323,1854,303,1578,12250,1046,437,1030,1276,html
16,5015,0,62,33,61,51,457,102,594,3277,104,121,256,493,html
16,6133,0,80,57,102,60,486,55,663,4030,152,173,332,608,html
19,11196,0,142,104,321,77,860,64,1114,6873,853,260,594,1050,html
16,11030,0,76,260,182,53,1284,195,1048,6689,345,258,836,854,html
19,12925,0,80,303,211,62,1522,232,1220,7851,398,289,990,989,html
20,14261,4,80,52,338,57,2051,279,1105,8725,874,290,672,841,html
10,3048,0,20,9,24,2,394,96,272,1834,152,72,270,177,html
6,101868,92,5010,659,234,3976,20492,3453,7697,46925,6098,324,316,14289,pl
7,4213,0,182,34,7,132,552,136,357,1907,313,22,7,922,pl
11,80921,12,3192,323,96,3104,17408,1960,6419,29692,4722,402,245,19765,pl
9,76965,86,4271,456,73,3495,12957,2868,5171,34676,8473,639,227,8744,pl
11,113,0,14,1,0,1,13,8,7,69,4,0,0,3,pl
10,68,0,8,2,0,0,8,3,5,43,2,0,0,3,pl
6,102014,92,5020,662,234,3977,20512,3459,7711,47018,6100,326,316,14299,pl
7,4132,0,180,34,5,119,558,136,361,1836,306,20,3,935,pl
11,80921,12,3192,323,96,3104,17408,1960,6419,29692,4722,402,245,19765,pl
6,101868,92,5010,659,234,3976,20492,3453,7697,46925,6098,324,316,14289,pl
7,3711,0,148,31,3,95,502,122,327,1638,262,21,1,889,pl
11,80921,12,3192,323,96,3104,17408,1960,6419,29692,4722,402,245,19765,pl
9,76965,86,4271,456,73,3495,12957,2868,5171,34676,8473,639,227,8744,pl
6,101868,92,5010,659,234,3976,20492,3453,7697,46925,6098,324,316,14289,pl
7,4213,0,182,34,7,132,552,136,357,1907,313,22,7,922,pl
11,80921,12,3192,323,96,3104,17408,1960,6419,29692,4722,402,245,19765,pl
9,76965,86,4271,456,73,3495,12957,2868,5171,34676,8473,639,227,8744,pl
6,101868,92,5010,659,234,3976,20492,3453,7697,46925,6098,324,316,14289,pl
7,3667,0,144,27,4,82,477,118,314,1600,229,40,1,945,pl
11,80921,12,3192,323,96,3104,17408,1960,6419,29692,4722,402,245,19765,pl
9,76965,86,4271,456,73,3495,12957,2868,5171,34676,8473,639,227,8744,pl
11,178,0,20,1,0,2,19,10,10,117,5,0,0,4,pl
21,1428,0,2,3,16,0,238,45,115,609,302,36,100,77,html
23,1268,0,2,3,16,0,214,45,107,489,294,36,100,69,html
22,9905,8,34,9,94,16,1777,261,647,3039,2961,148,924,634,html
20,5098,8,18,3,32,0,937,144,352,1392,1630,97,480,357,html
20,5034,8,18,3,34,0,928,144,347,1357,1623,97,476,346,html
13,9466,8,24,7,34,32,1103,215,920,4286,2103,122,678,854,html
10,1301,2,18,4,4,3,168,36,131,659,178,26,50,153,html
23,13878,8,66,14,164,22,2257,351,905,5002,3626,164,1294,913,html
11,9342,8,34,9,92,8,1761,256,637,2657,2906,148,920,543,html
9,9230,8,34,9,94,8,1772,254,622,2531,2908,148,916,548,html
9,18125,8,118,20,262,16,3048,518,1309,6112,4819,206,1922,1082,html
18,6080,8,20,3,50,3,1066,148,399,1961,1774,98,556,393,html
18,1541,0,2,3,21,0,260,46,118,671,320,37,102,79,html
20,6767,4,10,3,49,0,1189,174,487,2026,2083,119,662,449,html
17,6091,8,20,3,52,3,1069,149,401,1964,1774,98,556,395,html
16,5632,8,18,3,51,0,1033,155,387,1572,1777,104,534,377,html
11,11801,8,58,15,132,8,2062,321,791,3811,3402,160,1186,639,html
22,43769,8,362,51,666,14,6470,1164,2089,19499,9424,312,4630,1169,html
9,12823,8,60,11,163,22,2175,332,943,4335,3481,160,1206,877,html
22,5390,8,18,3,38,0,1012,142,362,1552,1657,96,502,362,html
23,5400,8,18,3,38,0,1012,142,362,1562,1657,96,502,362,html
11,5280,8,18,3,38,0,1012,142,362,1452,1647,96,502,362,html
9,5260,8,18,3,38,0,1012,142,362,1432,1647,96,502,362,html
9,14178,8,66,3,287,18,2513,302,889,5020,3719,165,1222,855,html
11,6385,8,22,3,61,0,1226,165,432,1794,1984,113,598,411,html
22,5390,8,18,3,38,0,1012,142,362,1542,1667,96,502,362,html
9,5260,8,18,3,38,0,1012,142,362,1432,1647,96,502,362,html
12,6126,8,22,3,36,0,1185,143,425,1686,1864,138,616,425,html
13,6214,8,22,3,36,0,1199,143,426,1715,1882,146,634,426,html
13,7163,8,38,3,46,4,1324,155,487,2251,2011,148,696,479,html
13,6763,8,26,3,47,0,1280,146,457,2003,1967,148,680,455,html
13,16145,8,178,3,154,0,2491,260,885,7675,3165,148,1256,807,html
13,6141,8,22,3,38,2,1190,143,422,1688,1865,144,616,422,html
12,7583,8,34,3,53,10,1355,155,511,2564,2046,140,712,503,html
12,6229,8,22,3,36,0,1200,143,420,1738,1887,140,632,420,html
12,7496,8,46,3,48,0,1374,161,513,2420,2067,140,728,501,html
12,6841,8,30,3,44,2,1279,149,472,2073,1965,140,680,468,html
12,6542,8,26,3,42,0,1253,146,446,1888,1928,140,664,444,html
12,6771,8,30,3,46,1,1289,150,466,2009,1954,140,680,462,html
12,6536,8,26,3,42,2,1254,146,447,1873,1931,140,666,445,html
12,7287,8,38,3,49,0,1342,156,504,2315,2027,142,712,496,html
22,5335,66,164,3,75,20,732,212,556,3266,287,6,0,504,java
23,11587,116,402,2,143,82,2394,369,1202,6375,728,35,17,924,java
11,1229,16,38,1,24,1,223,59,130,693,77,6,0,91,java
9,686,4,34,0,10,5,96,27,64,407,54,0,0,49,java
15,1589,14,42,4,20,18,235,66,142,946,114,1,0,129,java
9,7448,96,256,0,94,8,1173,328,989,4393,258,26,32,784,java
11,1441,12,36,0,23,10,254,64,200,823,47,9,0,163,java
15,4347,28,96,1,32,19,561,118,550,2610,265,3,0,614,java
24,3508,38,60,1,25,12,314,86,496,2222,167,7,0,576,java
22,5383,94,262,0,57,3,572,209,406,3634,299,0,0,253,java
9,3831,36,134,2,38,16,525,132,503,2372,137,5,10,424,java
9,32007,256,1458,12,556,179,5388,1084,2574,18797,2394,163,11,1709,java
21,1428,0,2,3,16,0,238,45,115,609,302,36,100,77,html
23,1268,0,2,3,16,0,214,45,107,489,294,36,100,69,html
22,9905,8,34,9,94,16,1777,261,647,3039,2961,148,924,634,html
20,5098,8,18,3,32,0,937,144,352,1392,1630,97,480,357,html
20,5034,8,18,3,34,0,928,144,347,1357,1623,97,476,346,html
13,9466,8,24,7,34,32,1103,215,920,4286,2103,122,678,854,html
10,1301,2,18,4,4,3,168,36,131,659,178,26,50,153,html
23,13878,8,66,14,164,22,2257,351,905,5002,3626,164,1294,913,html
11,9342,8,34,9,92,8,1761,256,637,2657,2906,148,920,543,html
9,9230,8,34,9,94,8,1772,254,622,2531,2908,148,916,548,html
9,18125,8,118,20,262,16,3048,518,1309,6112,4819,206,1922,1082,html
18,6080,8,20,3,50,3,1066,148,399,1961,1774,98,556,393,html
18,1541,0,2,3,21,0,260,46,118,671,320,37,102,79,html
20,6767,4,10,3,49,0,1189,174,487,2026,2083,119,662,449,html
17,6091,8,20,3,52,3,1069,149,401,1964,1774,98,556,395,html
16,5632,8,18,3,51,0,1033,155,387,1572,1777,104,534,377,html
11,11801,8,58,15,132,8,2062,321,791,3811,3402,160,1186,639,html
22,43769,8,362,51,666,14,6470,1164,2089,19499,9424,312,4630,1169,html
9,12823,8,60,11,163,22,2175,332,943,4335,3481,160,1206,877,html
22,5390,8,18,3,38,0,1012,142,362,1552,1657,96,502,362,html
23,5400,8,18,3,38,0,1012,142,362,1562,1657,96,502,362,html
11,5280,8,18,3,38,0,1012,142,362,1452,1647,96,502,362,html
9,5260,8,18,3,38,0,1012,142,362,1432,1647,96,502,362,html
9,14178,8,66,3,287,18,2513,302,889,5020,3719,165,1222,855,html
11,6385,8,22,3,61,0,1226,165,432,1794,1984,113,598,411,html
22,5390,8,18,3,38,0,1012,142,362,1542,1667,96,502,362,html
9,5260,8,18,3,38,0,1012,142,362,1432,1647,96,502,362,html
12,6126,8,22,3,36,0,1185,143,425,1686,1864,138,616,425,html
13,6214,8,22,3,36,0,1199,143,426,1715,1882,146,634,426,html
13,7163,8,38,3,46,4,1324,155,487,2251,2011,148,696,479,html
13,6763,8,26,3,47,0,1280,146,457,2003,1967,148,680,455,html
13,16145,8,178,3,154,0,2491,260,885,7675,3165,148,1256,807,html
13,6141,8,22,3,38,2,1190,143,422,1688,1865,144,616,422,html
12,7583,8,34,3,53,10,1355,155,511,2564,2046,140,712,503,html
12,6229,8,22,3,36,0,1200,143,420,1738,1887,140,632,420,html
12,7496,8,46,3,48,0,1374,161,513,2420,2067,140,728,501,html
12,6841,8,30,3,44,2,1279,149,472,2073,1965,140,680,468,html
12,6542,8,26,3,42,0,1253,146,446,1888,1928,140,664,444,html
12,6771,8,30,3,46,1,1289,150,466,2009,1954,140,680,462,html
12,6536,8,26,3,42,2,1254,146,447,1873,1931,140,666,445,html
12,7287,8,38,3,49,0,1342,156,504,2315,2027,142,712,496,html
22,5335,66,164,3,75,20,732,212,556,3266,287,6,0,504,java
23,10877,112,386,2,136,74,2229,348,1124,5976,701,35,17,861,java
11,1229,16,38,1,24,1,223,59,130,693,77,6,0,91,java
9,686,4,34,0,10,5,96,27,64,407,54,0,0,49,java
15,1589,14,42,4,20,18,235,66,142,946,114,1,0,129,java
