MAGNITUD,ANO,MES,DIA,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
8,2021,4,24,19.0,14.0,11.0,12.0,16.0,12.0,21.0,31.0,29.0,23.0,21.0,21.0,24.0,27.0,25.0,25.0,28.0,26.0,27.0,29.0,35.0,45.0,61.0,41.0
9,2021,4,24,9.0,5.0,7.0,8.0,6.0,2.0,8.0,8.0,4.0,3.0,7.0,8.0,5.0,2.0,1.0,4.0,4.0,5.0,8.0,5.0,9.0,10.0,15.0,13.0
10,2021,4,24,12.0,7.0,9.0,11.0,9.0,5.0,10.0,11.0,5.0,5.0,10.0,11.0,8.0,5.0,5.0,8.0,8.0,8.0,11.0,7.0,11.0,13.0,18.0,15.0
12,2021,4,24,21.0,15.0,13.0,13.0,18.0,13.0,24.0,37.0,39.0,34.0,32.0,31.0,36.0,42.0,39.0,36.0,42.0,37.0,39.0,40.0,46.0,57.0,76.0,49.0
14,2021,4,24,78.99,82.75,89.59,87.08,84.8,87.8,77.28,68.82,72.31,80.03,83.02,86.52,85.91,82.82,86.21,84.25,76.8,77.3,76.18,72.48,65.22,53.96,37.76,49.92
6,2021,4,25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.3
7,2021,4,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,6.0,8.0,10.0,9.0,12.0,10.0,14.0,17.0,10.0,10.0,8.0,13.0,11.0,4.0
8,2021,4,25,17.0,13.0,11.0,12.0,6.0,6.0,12.0,22.0,21.0,27.0,28.0,37.0,46.0,37.0,42.0,51.0,63.0,68.0,53.0,58.0,55.0,63.0,52.0,38.0
9,2021,4,25,7.0,6.0,5.0,1.0,3.0,2.0,2.0,4.0,3.0,7.0,7.0,9.0,8.0,4.0,2.0,12.0,11.0,11.0,7.0,4.0,5.0,9.0,13.0,9.0
10,2021,4,25,9.0,7.0,8.0,2.0,4.0,3.0,4.0,6.0,6.0,11.0,11.0,12.0,12.0,7.0,2.0,14.0,14.0,14.0,9.0,6.0,7.0,11.0,16.0,12.0
12,2021,4,25,19.0,15.0,12.0,14.0,7.0,7.0,14.0,25.0,26.0,36.0,36.0,49.0,61.0,51.0,60.0,66.0,84.0,95.0,68.0,74.0,68.0,83.0,69.0,44.0
14,2021,4,25,69.26,66.08,67.87,71.16,84.36,89.25,78.78,68.42,70.66,67.78,70.36,60.63,53.16,58.44,55.28,44.47,37.83,30.24,43.06,41.39,43.34,29.29,31.67,37.09
6,2021,4,26,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2
7,2021,4,26,1.0,2.0,1.0,1.0,5.0,3.0,23.0,55.0,50.0,33.0,28.0,13.0,8.0,5.0,6.0,4.0,4.0,7.0,9.0,5.0,9.0,8.0,6.0,4.0
8,2021,4,26,26.0,33.0,23.0,22.0,19.0,22.0,46.0,65.0,63.0,62.0,55.0,34.0,24.0,16.0,16.0,13.0,16.0,20.0,24.0,21.0,36.0,56.0,42.0,24.0
9,2021,4,26,6.0,9.0,12.0,9.0,8.0,10.0,11.0,14.0,14.0,18.0,18.0,24.0,11.0,12.0,12.0,4.0,5.0,6.0,1.0,1.0,2.0,7.0,10.0,1.0
10,2021,4,26,8.0,12.0,15.0,13.0,10.0,13.0,14.0,17.0,18.0,24.0,25.0,32.0,16.0,18.0,16.0,7.0,9.0,9.0,2.0,4.0,4.0,11.0,14.0,2.0
12,2021,4,26,27.0,36.0,25.0,23.0,26.0,26.0,82.0,149.0,140.0,112.0,98.0,54.0,35.0,25.0,25.0,19.0,22.0,31.0,38.0,29.0,49.0,69.0,51.0,30.0
14,2021,4,26,44.8,33.77,40.79,36.31,31.63,29.39,14.72,11.73,11.26,15.9,21.45,41.23,60.21,69.29,84.25,88.87,90.65,85.77,80.01,83.23,68.72,43.41,52.41,65.2
6,2021,4,27,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.6,0.5,0.4,0.5,0.4,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.2
7,2021,4,27,1.0,2.0,1.0,1.0,2.0,8.0,57.0,122.0,89.0,52.0,56.0,48.0,21.0,7.0,7.0,10.0,13.0,24.0,35.0,8.0,9.0,13.0,6.0,2.0
8,2021,4,27,11.0,9.0,12.0,20.0,25.0,33.0,51.0,72.0,78.0,68.0,67.0,66.0,42.0,25.0,19.0,27.0,39.0,62.0,87.0,36.0,45.0,56.0,50.0,26.0
9,2021,4,27,4.0,5.0,11.0,10.0,4.0,7.0,10.0,7.0,7.0,9.0,13.0,15.0,11.0,12.0,8.0,8.0,4.0,9.0,19.0,12.0,7.0,7.0,5.0,5.0
10,2021,4,27,6.0,7.0,14.0,12.0,6.0,11.0,14.0,14.0,17.0,18.0,21.0,25.0,19.0,18.0,11.0,11.0,7.0,14.0,25.0,16.0,11.0,11.0,9.0,6.0
12,2021,4,27,12.0,12.0,13.0,21.0,28.0,45.0,139.0,259.0,215.0,148.0,153.0,139.0,74.0,37.0,30.0,43.0,59.0,99.0,141.0,49.0,58.0,75.0,60.0,29.0
14,2021,4,27,67.76,67.68,63.66,39.66,25.55,17.83,10.03,10.3,11.15,15.39,16.94,25.93,48.4,72.48,89.48,83.5,73.76,53.8,29.09,59.98,54.34,40.45,45.06,62.07
6,2021,4,28,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.6,0.4,0.4,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2
7,2021,4,28,1.0,2.0,1.0,2.0,1.0,2.0,43.0,76.0,97.0,65.0,59.0,20.0,9.0,7.0,7.0,10.0,11.0,7.0,8.0,11.0,6.0,4.0,2.0,1.0
8,2021,4,28,22.0,21.0,16.0,22.0,18.0,36.0,62.0,72.0,77.0,72.0,66.0,37.0,20.0,17.0,17.0,22.0,24.0,16.0,18.0,24.0,27.0,32.0,19.0,13.0
9,2021,4,28,1.0,4.0,1.0,6.0,5.0,1.0,3.0,8.0,6.0,7.0,8.0,17.0,10.0,7.0,2.0,6.0,4.0,3.0,5.0,7.0,4.0,6.0,7.0,9.0
10,2021,4,28,1.0,4.0,1.0,6.0,5.0,1.0,5.0,11.0,12.0,15.0,18.0,31.0,15.0,11.0,4.0,10.0,8.0,8.0,8.0,9.0,7.0,8.0,10.0,12.0
12,2021,4,28,23.0,24.0,17.0,25.0,20.0,39.0,128.0,188.0,226.0,172.0,156.0,67.0,34.0,28.0,28.0,37.0,41.0,26.0,30.0,40.0,36.0,38.0,22.0,14.0
14,2021,4,28,59.29,48.85,50.41,36.93,44.64,30.84,11.36,10.71,11.48,14.54,16.8,37.51,55.36,68.93,77.06,74.29,68.81,73.85,77.02,73.85,78.43,74.95,79.07,83.53
6,2021,4,29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.4,0.3,0.2,0.3,0.3,0.3,0.2
7,2021,4,29,1.0,5.0,1.0,1.0,1.0,1.0,7.0,15.0,18.0,28.0,7.0,18.0,7.0,9.0,12.0,10.0,10.0,19.0,22.0,6.0,6.0,7.0,5.0,2.0
8,2021,4,29,10.0,11.0,5.0,5.0,5.0,8.0,24.0,45.0,51.0,49.0,26.0,26.0,19.0,20.0,24.0,22.0,20.0,28.0,30.0,20.0,25.0,34.0,37.0,23.0
9,2021,4,29,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,6.0,9.0,6.0,5.0,1.0,6.0,11.0,5.0,11.0,11.0,10.0,7.0,8.0,3.0,2.0
10,2021,4,29,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,6.0,10.0,14.0,9.0,7.0,5.0,11.0,15.0,10.0,18.0,19.0,16.0,12.0,13.0,8.0,6.0
12,2021,4,29,12.0,19.0,7.0,7.0,6.0,10.0,34.0,68.0,79.0,92.0,36.0,54.0,29.0,33.0,42.0,37.0,36.0,57.0,65.0,29.0,34.0,45.0,45.0,27.0
14,2021,4,29,83.19,76.34,79.86,77.5,75.0,69.43,54.68,42.86,32.26,38.11,58.22,59.53,72.33,72.43,76.39,78.5,79.34,75.35,78.36,85.37,76.76,66.85,62.08,72.66
6,2021,4,30,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.3
7,2021,4,30,1.0,1.0,1.0,1.0,1.0,3.0,24.0,53.0,53.0,44.0,27.0,12.0,7.0,7.0,9.0,11.0,9.0,7.0,15.0,16.0,7.0,5.0,16.0,2.0
8,2021,4,30,19.0,14.0,16.0,24.0,14.0,27.0,66.0,73.0,70.0,64.0,47.0,26.0,18.0,17.0,19.0,26.0,24.0,21.0,29.0,32.0,31.0,33.0,44.0,24.0
9,2021,4,30,2.0,4.0,4.0,6.0,8.0,7.0,3.0,4.0,10.0,10.0,6.0,8.0,5.0,3.0,2.0,9.0,8.0,7.0,7.0,6.0,5.0,2.0,3.0,9.0
10,2021,4,30,5.0,6.0,8.0,9.0,10.0,9.0,7.0,9.0,16.0,18.0,13.0,13.0,10.0,5.0,4.0,12.0,11.0,10.0,10.0,10.0,8.0,4.0,5.0,10.0
12,2021,4,30,21.0,16.0,18.0,25.0,16.0,31.0,102.0,154.0,151.0,131.0,89.0,44.0,28.0,27.0,33.0,42.0,39.0,32.0,52.0,56.0,41.0,40.0,68.0,27.0
14,2021,4,30,73.11,71.1,62.88,52.45,61.36,48.8,17.44,11.21,14.81,23.96,39.01,62.83,79.88,91.72,94.58,90.78,90.01,93.02,89.98,81.27,70.32,67.22,64.48,74.38
6,2021,5,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3
7,2021,5,1,1.0,3.0,1.0,2.0,1.0,1.0,2.0,7.0,6.0,8.0,9.0,6.0,9.0,7.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0
8,2021,5,1,16.0,19.0,12.0,18.0,12.0,11.0,22.0,40.0,37.0,35.0,28.0,21.0,18.0,15.0,13.0,12.0,13.0,19.0,16.0,18.0,23.0,27.0,32.0,32.0
9,2021,5,1,4.0,4.0,7.0,5.0,3.0,3.0,4.0,1.0,6.0,6.0,6.0,8.0,9.0,6.0,3.0,2.0,2.0,4.0,6.0,2.0,3.0,3.0,8.0,9.0
10,2021,5,1,5.0,6.0,8.0,6.0,6.0,5.0,5.0,3.0,10.0,9.0,9.0,11.0,11.0,7.0,3.0,3.0,4.0,5.0,8.0,4.0,5.0,5.0,10.0,12.0
12,2021,5,1,18.0,25.0,13.0,21.0,13.0,13.0,24.0,51.0,47.0,47.0,42.0,30.0,31.0,26.0,18.0,16.0,16.0,25.0,21.0,22.0,29.0,30.0,39.0,36.0
14,2021,5,1,78.37,74.43,77.32,65.44,63.02,59.45,43.94,25.88,27.45,40.25,59.41,74.72,81.55,87.4,91.71,92.73,87.34,81.03,86.89,85.49,76.11,69.94,67.16,62.25
6,2021,5,2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4
7,2021,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,8.0,8.0,9.0,6.0,7.0,5.0,5.0,4.0,6.0,5.0,7.0,7.0,10.0,5.0
8,2021,5,2,20.0,13.0,10.0,8.0,7.0,8.0,12.0,16.0,26.0,25.0,24.0,21.0,24.0,20.0,20.0,24.0,25.0,20.0,28.0,36.0,42.0,55.0,69.0,45.0
9,2021,5,2,5.0,3.0,3.0,2.0,4.0,6.0,8.0,4.0,4.0,3.0,9.0,7.0,1.0,2.0,8.0,13.0,9.0,5.0,8.0,5.0,7.0,10.0,7.0,9.0
10,2021,5,2,8.0,5.0,5.0,4.0,5.0,6.0,9.0,6.0,7.0,6.0,11.0,9.0,3.0,3.0,11.0,18.0,13.0,8.0,10.0,8.0,9.0,13.0,11.0,12.0
12,2021,5,2,22.0,14.0,11.0,9.0,9.0,9.0,14.0,18.0,31.0,36.0,36.0,32.0,37.0,30.0,31.0,32.0,33.0,26.0,37.0,44.0,53.0,65.0,84.0,52.0
14,2021,5,2,73.51,78.04,78.28,79.3,81.19,80.85,75.52,70.39,67.32,72.46,74.17,84.13,87.78,95.59,97.56,93.92,97.42,105.8,94.91,87.8,80.85,67.14,48.49,59.86
6,2021,5,3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
7,2021,5,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,5.0,4.0,3.0,2.0,2.0
8,2021,5,3,20.0,13.0,9.0,8.0,7.0,7.0,13.0,23.0,30.0,37.0,28.0,25.0,22.0,26.0,25.0,19.0,20.0,26.0,25.0,25.0,33.0,26.0,30.0,33.0
9,2021,5,3,6.0,4.0,7.0,9.0,4.0,5.0,8.0,4.0,5.0,8.0,4.0,6.0,7.0,9.0,6.0,11.0,5.0,5.0,7.0,8.0,6.0,10.0,6.0,8.0
10,2021,5,3,9.0,6.0,8.0,12.0,6.0,7.0,10.0,7.0,8.0,12.0,7.0,9.0,11.0,12.0,10.0,16.0,10.0,9.0,10.0,11.0,10.0,14.0,9.0,9.0
12,2021,5,3,22.0,14.0,11.0,10.0,9.0,9.0,15.0,29.0,38.0,49.0,37.0,36.0,32.0,37.0,36.0,29.0,28.0,36.0,36.0,33.0,40.0,31.0,34.0,37.0
14,2021,5,3,71.16,74.15,80.75,84.48,86.74,87.48,83.91,74.75,66.99,58.09,66.62,68.78,76.28,75.65,77.16,84.85,89.81,86.28,86.23,86.33,79.39,80.58,75.83,71.68
6,2021,5,4,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.5,0.5,0.4
7,2021,5,4,2.0,1.0,1.0,1.0,1.0,1.0,3.0,17.0,33.0,54.0,16.0,15.0,11.0,11.0,10.0,8.0,6.0,8.0,7.0,8.0,9.0,17.0,25.0,20.0
8,2021,5,4,19.0,21.0,19.0,16.0,16.0,15.0,27.0,46.0,48.0,62.0,40.0,40.0,35.0,35.0,32.0,27.0,21.0,25.0,24.0,29.0,47.0,81.0,87.0,82.0
9,2021,5,4,4.0,4.0,5.0,5.0,7.0,5.0,4.0,9.0,9.0,13.0,7.0,2.0,9.0,8.0,11.0,11.0,6.0,6.0,9.0,6.0,6.0,9.0,8.0,10.0
10,2021,5,4,6.0,6.0,6.0,6.0,7.0,6.0,6.0,12.0,14.0,23.0,15.0,6.0,14.0,14.0,16.0,16.0,11.0,10.0,13.0,9.0,10.0,14.0,14.0,16.0
12,2021,5,4,22.0,22.0,21.0,17.0,17.0,17.0,30.0,73.0,99.0,145.0,65.0,63.0,53.0,52.0,48.0,40.0,30.0,38.0,35.0,41.0,61.0,107.0,131.0,113.0
14,2021,5,4,76.82,65.39,50.99,53.84,51.43,48.04,34.87,18.9,18.91,22.46,53.88,59.41,71.51,77.48,86.84,98.01,108.0,106.1,98.28,93.98,75.35,36.93,25.99,30.69
6,2021,5,5,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.4,0.4,0.4
7,2021,5,5,1.0,1.0,2.0,1.0,1.0,2.0,7.0,21.0,39.0,38.0,37.0,23.0,20.0,8.0,7.0,9.0,6.0,6.0,10.0,11.0,7.0,9.0,21.0,23.0
8,2021,5,5,37.0,38.0,29.0,20.0,17.0,23.0,36.0,55.0,67.0,68.0,72.0,55.0,50.0,28.0,21.0,25.0,19.0,21.0,33.0,37.0,44.0,58.0,67.0,71.0
9,2021,5,5,8.0,7.0,10.0,10.0,11.0,11.0,5.0,9.0,8.0,11.0,19.0,8.0,7.0,7.0,9.0,11.0,14.0,14.0,5.0,8.0,6.0,9.0,6.0,9.0
10,2021,5,5,11.0,10.0,13.0,13.0,13.0,15.0,8.0,12.0,13.0,19.0,28.0,18.0,17.0,13.0,14.0,14.0,17.0,16.0,7.0,13.0,11.0,15.0,12.0,15.0
12,2021,5,5,39.0,40.0,31.0,22.0,18.0,26.0,47.0,87.0,126.0,127.0,129.0,91.0,81.0,41.0,32.0,38.0,28.0,31.0,49.0,54.0,55.0,73.0,100.0,107.0
14,2021,5,5,55.67,45.34,46.79,66.99,68.41,59.11,36.46,17.91,19.96,31.81,39.95,51.12,68.39,96.95,108.5,104.2,106.5,105.5,97.28,90.82,78.26,55.98,39.6,31.04
6,2021,5,6,0.4,0.3,0.4,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.2
7,2021,5,6,13.0,8.0,6.0,2.0,1.0,4.0,15.0,30.0,59.0,68.0,68.0,36.0,21.0,12.0,18.0,6.0,9.0,37.0,39.0,6.0,8.0,5.0,4.0,1.0
8,2021,5,6,68.0,59.0,57.0,43.0,23.0,29.0,39.0,51.0,65.0,71.0,74.0,61.0,51.0,30.0,36.0,19.0,27.0,47.0,51.0,27.0,31.0,29.0,32.0,14.0
9,2021,5,6,13.0,13.0,13.0,11.0,5.0,4.0,10.0,11.0,11.0,11.0,18.0,15.0,9.0,10.0,1.0,1.0,5.0,11.0,17.0,11.0,5.0,5.0,5.0,3.0
10,2021,5,6,19.0,23.0,21.0,15.0,8.0,6.0,13.0,14.0,15.0,21.0,29.0,29.0,22.0,18.0,1.0,3.0,9.0,16.0,44.0,31.0,10.0,10.0,9.0,7.0
12,2021,5,6,88.0,72.0,67.0,46.0,25.0,35.0,63.0,97.0,156.0,175.0,178.0,116.0,83.0,48.0,63.0,28.0,41.0,103.0,111.0,36.0,44.0,37.0,38.0,15.0
14,2021,5,6,24.13,23.59,16.6,21.92,41.53,33.93,19.23,13.7,14.84,19.51,24.48,40.32,65.11,95.25,88.69,96.32,86.82,70.66,67.14,82.7,74.29,71.5,65.41,73.58
6,2021,5,7,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.7,0.6,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.4
7,2021,5,7,1.0,1.0,1.0,1.0,1.0,5.0,63.0,156.0,113.0,76.0,43.0,20.0,12.0,9.0,9.0,11.0,10.0,11.0,11.0,22.0,11.0,19.0,8.0,28.0
8,2021,5,7,16.0,18.0,14.0,9.0,15.0,32.0,69.0,89.0,80.0,77.0,62.0,43.0,32.0,22.0,24.0,26.0,26.0,26.0,35.0,54.0,37.0,51.0,46.0,77.0
9,2021,5,7,4.0,3.0,5.0,6.0,1.0,5.0,10.0,11.0,12.0,15.0,23.0,12.0,9.0,10.0,10.0,8.0,4.0,10.0,11.0,11.0,9.0,7.0,7.0,9.0
10,2021,5,7,6.0,7.0,9.0,8.0,3.0,10.0,17.0,22.0,26.0,31.0,39.0,22.0,16.0,17.0,14.0,12.0,10.0,16.0,14.0,16.0,14.0,12.0,12.0,14.0
12,2021,5,7,17.0,20.0,16.0,11.0,16.0,40.0,167.0,328.0,254.0,194.0,127.0,73.0,51.0,37.0,38.0,42.0,41.0,43.0,52.0,88.0,54.0,79.0,57.0,121.0
14,2021,5,7,65.37,57.11,61.13,66.64,54.03,33.79,9.9,9.37,11.86,18.04,32.09,50.97,72.64,88.73,93.03,93.94,93.63,96.91,92.92,78.32,79.23,57.95,52.02,20.64
6,2021,5,8,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.5
7,2021,5,8,13.0,7.0,7.0,4.0,4.0,2.0,2.0,5.0,17.0,27.0,20.0,11.0,10.0,7.0,8.0,8.0,4.0,3.0,4.0,4.0,5.0,8.0,8.0,35.0
8,2021,5,8,79.0,65.0,58.0,42.0,36.0,31.0,33.0,27.0,33.0,45.0,43.0,29.0,28.0,25.0,26.0,25.0,21.0,16.0,18.0,20.0,24.0,56.0,52.0,101.0
9,2021,5,8,8.0,7.0,10.0,6.0,7.0,8.0,10.0,9.0,8.0,10.0,10.0,11.0,11.0,11.0,9.0,10.0,8.0,7.0,8.0,10.0,9.0,11.0,12.0,13.0
10,2021,5,8,13.0,15.0,17.0,12.0,12.0,12.0,14.0,13.0,12.0,18.0,18.0,21.0,21.0,19.0,16.0,21.0,19.0,15.0,15.0,19.0,19.0,19.0,19.0,22.0
12,2021,5,8,98.0,76.0,69.0,48.0,41.0,35.0,36.0,35.0,60.0,86.0,74.0,46.0,44.0,35.0,37.0,38.0,27.0,21.0,25.0,27.0,31.0,68.0,65.0,155.0
14,2021,5,8,15.62,19.94,19.46,21.66,19.92,19.41,17.29,20.97,20.17,26.85,41.83,68.61,80.94,99.87,106.0,106.0,108.8,109.7,105.2,105.1,99.33,64.87,62.93,17.85
6,2021,5,9,0.5,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2
7,2021,5,9,21.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,7.0,7.0,4.0,5.0,3.0,4.0,5.0
8,2021,5,9,88.0,40.0,43.0,21.0,13.0,13.0,13.0,25.0,22.0,20.0,13.0,15.0,11.0,13.0,16.0,12.0,15.0,19.0,20.0,15.0,19.0,19.0,22.0,26.0
9,2021,5,9,17.0,9.0,8.0,8.0,7.0,5.0,5.0,7.0,7.0,4.0,1.0,4.0,8.0,3.0,1.0,1.0,5.0,1.0,10.0,4.0,10.0,1.0,2.0,6.0
10,2021,5,9,29.0,18.0,17.0,17.0,13.0,11.0,12.0,15.0,15.0,11.0,6.0,12.0,18.0,11.0,9.0,6.0,10.0,2.0,12.0,6.0,12.0,2.0,3.0,9.0
12,2021,5,9,119.0,44.0,46.0,22.0,15.0,15.0,14.0,28.0,25.0,26.0,19.0,21.0,16.0,20.0,24.0,18.0,22.0,29.0,31.0,21.0,26.0,23.0,27.0,34.0
14,2021,5,9,25.74,60.7,52.47,78.13,85.54,86.67,91.65,70.38,58.35,62.9,86.13,83.2,89.05,88.54,83.76,81.5,66.7,63.05,56.57,60.29,63.25,57.99,49.2,40.2
6,2021,5,10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2021,5,10,4.0,2.0,2.0,2.0,1.0,3.0,4.0,16.0,18.0,15.0,7.0,8.0,6.0,5.0,7.0,5.0,6.0,7.0,9.0,8.0,7.0,5.0,3.0,1.0
8,2021,5,10,19.0,19.0,25.0,22.0,19.0,26.0,23.0,37.0,41.0,35.0,18.0,14.0,13.0,13.0,15.0,15.0,15.0,17.0,22.0,22.0,18.0,22.0,18.0,10.0
9,2021,5,10,8.0,3.0,2.0,3.0,6.0,2.0,6.0,6.0,2.0,3.0,7.0,10.0,6.0,13.0,2.0,4.0,3.0,4.0,1.0,8.0,3.0,6.0,1.0,2.0
10,2021,5,10,10.0,6.0,4.0,5.0,8.0,4.0,8.0,10.0,6.0,7.0,12.0,15.0,11.0,18.0,6.0,10.0,7.0,6.0,2.0,15.0,5.0,9.0,2.0,3.0
12,2021,5,10,25.0,22.0,29.0,25.0,20.0,31.0,29.0,62.0,68.0,57.0,29.0,26.0,22.0,21.0,25.0,23.0,24.0,27.0,36.0,34.0,28.0,30.0,22.0,12.0
14,2021,5,10,48.44,43.29,29.33,28.03,33.37,35.0,43.39,43.1,42.96,53.2,71.55,82.92,85.81,89.21,91.1,89.86,87.02,85.8,81.39,72.92,76.44,75.64,79.05,83.35
6,2021,5,11,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2
7,2021,5,11,1.0,1.0,1.0,1.0,1.0,1.0,5.0,14.0,18.0,7.0,10.0,7.0,8.0,6.0,6.0,6.0,7.0,5.0,9.0,9.0,7.0,6.0,5.0,1.0
8,2021,5,11,7.0,4.0,4.0,3.0,3.0,6.0,18.0,36.0,35.0,20.0,19.0,15.0,15.0,15.0,13.0,14.0,16.0,15.0,22.0,24.0,26.0,25.0,20.0,12.0
9,2021,5,11,4.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,7.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,5.0
10,2021,5,11,6.0,6.0,4.0,2.0,2.0,1.0,5.0,5.0,8.0,7.0,3.0,9.0,7.0,5.0,3.0,2.0,4.0,2.0,4.0,6.0,4.0,3.0,6.0,9.0
12,2021,5,11,9.0,6.0,5.0,5.0,5.0,8.0,26.0,58.0,63.0,31.0,35.0,26.0,27.0,25.0,23.0,24.0,26.0,22.0,35.0,38.0,37.0,34.0,27.0,14.0
14,2021,5,11,80.33,75.8,77.12,79.61,84.02,77.94,56.24,44.03,64.58,77.04,76.52,80.93,83.43,85.01,88.04,88.78,88.82,87.92,81.54,76.76,73.24,72.61,77.38,83.6
6,2021,5,12,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.2
7,2021,5,12,1.0,1.0,1.0,1.0,1.0,2.0,3.0,11.0,12.0,11.0,6.0,7.0,7.0,8.0,9.0,8.0,6.0,7.0,8.0,8.0,5.0,5.0,2.0,2.0
8,2021,5,12,8.0,8.0,5.0,6.0,5.0,8.0,18.0,36.0,33.0,23.0,15.0,14.0,15.0,15.0,15.0,14.0,16.0,18.0,21.0,23.0,23.0,24.0,22.0,16.0
9,2021,5,12,2.0,5.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,3.0,1.0,2.0,2.0,5.0,6.0,1.0,2.0,6.0,8.0,9.0,9.0,6.0,3.0,4.0
10,2021,5,12,4.0,8.0,2.0,2.0,5.0,5.0,5.0,8.0,3.0,8.0,2.0,5.0,5.0,8.0,10.0,2.0,4.0,8.0,10.0,13.0,13.0,10.0,5.0,6.0
12,2021,5,12,10.0,10.0,7.0,8.0,6.0,10.0,23.0,53.0,51.0,40.0,25.0,25.0,26.0,28.0,29.0,26.0,26.0,30.0,34.0,36.0,31.0,31.0,25.0,19.0
14,2021,5,12,84.68,80.73,82.11,76.78,77.28,76.27,71.31,60.55,61.24,69.27,74.82,76.23,74.72,76.13,76.97,79.67,79.49,78.58,78.82,75.8,73.86,73.92,76.22,80.83
6,2021,5,13,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2
