Hora,I1,I2,I3,I4,I5,I6,I7,I8
14,327.0,533.4,292.8,217.8,556.8,421.2,270.0,548.1
15,357.0,480.9,285.0,205.875,560.1,417.0375,271.0125,484.9359375
16,324.0,447.3,257.4,195.525,522.3,392.0625,260.2875,493.303125
17,342.0,478.8,304.8,215.1,560.4,413.55,272.25,481.81875
18,330.0,478.8,272.4,205.65,547.8,392.625,259.275,455.765625
19,372.0,518.7,294.6,226.575,573.3,432.7875,297.8625,571.659375
20,363.0,504.0,297.6,234.0,638.4,441.0,307.8,536.025
21,327.0,459.9,257.4,192.825,521.1,388.0125,257.7375,446.0203125
6,315.0,443.1,252.6,191.025,494.7,370.9125,252.0375,434.7328125
7,390.0,525.0,303.6,225.45,605.4,459.225,368.55,574.48125
8,462.0,648.9,366.6,279.675,740.1,560.1375,376.3125,656.8734375
9,375.0,531.3,312.6,242.325,747.0,526.725,337.575,587.278125
10,363.0,516.6,289.2,220.95,570.6,419.175,281.325,498.159375
11,318.0,466.2,265.2,203.85,533.4,410.625,268.875,541.93125
12,327.0,449.4,258.0,196.65,531.0,397.125,260.775,459.178125
13,315.0,449.4,253.2,189.45,499.8,383.625,265.35,454.78125
14,339.0,491.4,274.8,207.45,559.8,402.525,276.975,471.253125
15,333.0,478.8,284.4,212.85,559.8,413.325,272.175,488.053125
16,327.0,451.5,261.0,197.775,525.3,411.975,284.25,479.71875
17,351.0,480.9,276.6,204.525,548.7,409.1625,270.7875,480.5390625
18,351.0,497.7,273.0,207.675,577.8,421.875,281.025,506.296875
19,396.0,510.3,280.2,218.475,586.5,425.1375,288.1125,497.7984375
20,387.0,512.4,279.6,225.45,567.0,446.625,302.475,510.365625
21,318.0,451.5,261.0,193.275,509.7,381.9375,254.5125,445.2984375
6,327.0,447.3,257.4,188.325,498.3,370.4625,243.4875,435.6515625
7,372.0,621.6,321.6,241.2,631.2,458.1,303.9,541.0125
8,471.0,663.6,375.6,280.35,741.0,562.275,367.425,644.896875
9,372.0,539.7,300.6,231.525,732.6,514.125,324.975,707.30625
10,348.0,583.8,301.2,225.45,581.4,444.825,289.875,486.740625
11,318.0,455.7,259.8,193.725,527.1,390.2625,291.375,483.853125
12,330.0,459.9,257.4,192.825,516.3,391.6125,257.7375,488.840625
13,324.0,449.4,258.0,191.25,514.2,385.425,254.475,443.165625
14,348.0,493.5,277.8,202.275,526.5,400.8375,268.0125,482.3109375
15,333.0,476.7,275.4,203.175,551.7,419.2875,274.1625,472.9921875
16,318.0,453.6,262.8,193.95,522.6,383.175,252.525,454.059375
17,342.0,483.0,273.6,207.0,628.8,444.6,283.8,485.625
18,324.0,464.1,268.2,204.075,564.9,402.6375,268.6125,487.0359375
19,369.0,518.7,300.6,217.125,553.5,418.1625,312.375,531.628125
20,345.0,499.8,306.0,222.75,599.4,429.975,306.525,513.909375
21,315.0,453.6,255.6,191.25,558.0,409.05,265.95,455.30625
6,315.0,430.5,253.8,189.675,509.7,383.7375,260.625,442.246875
7,366.0,531.3,313.8,237.375,623.7,593.775,458.25,671.86875
8,471.0,659.4,376.8,278.1,747.6,564.75,368.25,879.6375
9,369.0,512.4,295.2,221.4,590.4,446.4,306.0,523.95
10,348.0,478.8,284.4,212.85,562.2,414.225,300.15,495.73125
11,324.0,451.5,267.0,201.825,540.3,455.625,288.675,481.490625
12,333.0,462.0,265.2,197.55,527.4,386.775,258.525,450.909375
13,324.0,453.6,253.2,193.05,507.0,377.325,252.975,437.653125
14,339.0,470.4,272.4,227.7,567.6,454.5,284.7,503.2125
15,342.0,476.7,283.8,208.125,543.9,421.7625,272.5875,480.0140625
16,318.0,453.6,262.8,215.1,553.2,401.85,264.75,462.65625
17,336.0,478.8,272.4,204.75,544.2,414.675,307.65,504.39375
18,369.0,516.6,278.4,198.9,558.0,416.25,277.95,497.30625
19,348.0,512.4,278.4,215.1,560.4,417.15,274.65,504.91875
20,432.0,571.2,313.2,233.55,630.6,447.075,307.425,518.896875
21,318.0,478.8,270.0,197.55,529.8,394.875,264.825,456.421875
6,300.0,436.8,253.2,189.45,504.6,372.825,255.75,444.28125
7,381.0,531.3,366.0,256.05,667.8,484.425,321.075,541.340625
8,453.0,651.0,372.0,279.9,745.2,553.05,372.75,870.7125
9,399.0,558.6,324.0,239.4,614.4,460.8,318.0,532.35
10,375.0,527.1,305.4,218.025,585.9,450.1125,294.0375,498.7828125
11,330.0,470.4,272.4,198.45,516.6,404.325,264.375,456.028125
12,315.0,449.4,262.8,197.55,529.8,394.875,258.825,478.14375
13,312.0,436.8,254.4,191.7,517.2,390.15,258.45,446.64375
14,360.0,489.3,271.8,210.825,537.9,414.1125,267.6375,463.0828125
15,330.0,489.3,274.2,203.625,564.3,427.6125,280.5375,484.8703125
16,315.0,449.4,273.6,201.6,532.8,397.8,261.0,453.075
17,345.0,485.1,313.2,220.05,571.8,419.625,280.275,490.940625
18,345.0,487.2,279.6,202.05,528.6,396.225,264.075,468.365625
19,348.0,489.3,281.4,207.225,545.1,406.0125,272.1375,506.9203125
20,339.0,468.3,295.8,209.925,608.7,532.125,342.975,535.303125
21,333.0,453.6,259.2,196.2,520.8,395.1,263.7,455.4375
6,318.0,443.1,274.8,198.45,511.8,380.925,257.775,443.953125
7,363.0,512.4,302.4,229.5,594.0,575.1,342.9,570.9375
8,474.0,646.8,375.6,282.15,755.4,565.875,378.225,645.946875
9,369.0,510.3,298.2,220.725,582.3,445.1625,306.7875,524.6390625
10,342.0,493.5,279.0,217.125,589.5,449.6625,293.8875,490.2515625
11,330.0,455.7,262.2,202.725,543.9,405.5625,294.375,488.578125
12,330.0,466.2,260.4,192.15,510.6,393.075,261.825,455.896875
13,327.0,455.7,257.4,191.025,533.4,392.625,261.675,455.765625
14,354.0,474.6,272.4,234.9,594.0,420.75,278.25,470.26875
15,363.0,510.3,292.2,217.575,582.9,434.5875,291.2625,508.9546875
16,312.0,445.2,259.2,195.3,517.2,391.95,257.85,444.01875
17,336.0,478.8,272.4,203.85,550.2,409.725,275.775,478.603125
18,366.0,508.2,280.8,216.9,572.4,437.85,277.95,493.10625
19,345.0,478.8,276.0,217.8,600.0,426.6,286.2,500.325
20,348.0,506.1,285.0,219.375,585.3,449.8875,289.1625,532.3171875
21,330.0,464.1,262.2,195.525,527.1,395.6625,257.8875,452.4515625
6,312.0,432.6,252.0,184.5,486.0,376.65,267.9,446.5125
7,399.0,543.9,309.0,237.375,618.9,593.775,443.85,650.86875
8,468.0,653.1,366.6,276.075,737.7,765.675,446.025,724.171875
9,372.0,531.3,312.6,234.225,607.5,461.8125,308.7375,538.9453125
10,351.0,489.3,271.8,215.325,563.1,526.725,325.575,536.878125
11,321.0,459.9,263.4,194.175,510.9,398.5875,267.2625,479.5546875
12,333.0,466.2,261.6,198.0,530.4,393.3,258.3,461.2125
13,324.0,443.1,253.8,204.75,522.6,383.175,258.525,455.109375
14,348.0,489.3,268.2,203.175,537.3,412.0875,275.3625,495.0421875
15,357.0,480.9,275.4,206.775,556.5,406.6875,268.7625,491.3671875
16,315.0,449.4,258.0,195.75,520.2,389.475,263.025,454.846875
17,339.0,476.7,276.6,236.25,588.6,425.925,276.375,483.328125
18,312.0,476.7,283.8,200.925,531.9,410.0625,266.2875,480.8015625
19,366.0,495.6,278.4,217.8,566.4,428.4,289.2,481.95
20,393.0,560.7,300.6,219.825,626.7,478.0125,317.7375,527.9203125
21,327.0,449.4,259.2,193.5,517.2,427.5,275.7,470.1375
6,342.0,466.2,258.0,187.65,495.0,380.025,260.55,444.28125
7,399.0,564.9,312.6,235.125,747.0,503.325,321.375,545.803125
8,456.0,642.6,364.8,279.9,747.6,555.75,512.1,771.4875
9,387.0,550.2,304.8,236.7,603.6,469.35,311.25,547.44375
10,333.0,470.4,288.0,211.5,591.6,439.65,297.75,506.23125
11,321.0,462.0,266.4,194.4,511.2,382.5,257.1,449.6625
12,318.0,449.4,254.4,196.2,520.8,393.3,260.7,463.3125
13,321.0,441.0,250.8,186.75,496.2,375.075,255.825,446.446875
14,357.0,485.1,282.6,204.075,550.5,418.8375,268.0125,519.421875
15,366.0,493.5,287.4,218.475,555.3,420.6375,285.4125,508.0359375
16,318.0,453.6,256.8,190.8,511.2,389.7,263.1,463.3125
17,342.0,480.9,275.4,207.675,555.3,417.0375,279.4125,488.0859375
18,363.0,493.5,265.8,204.975,551.7,403.0875,260.3625,469.3171875
19,345.0,491.4,282.0,220.95,573.0,432.675,276.225,485.296875
20,402.0,546.0,302.4,225.0,614.4,471.6,313.2,528.15
21,321.0,451.5,258.6,193.275,514.5,389.1375,260.5125,456.8484375
6,300.0,441.0,255.6,187.65,538.8,383.85,249.15,428.00625
7,378.0,522.9,303.0,228.825,629.1,453.7125,300.0375,529.2328125
8,618.0,760.2,397.2,284.85,742.2,555.525,369.975,657.628125
9,417.0,567.0,318.0,240.75,652.2,464.175,301.125,530.184375
10,351.0,506.1,279.0,218.925,579.9,435.2625,297.4875,520.7015625
11,318.0,449.4,264.0,193.5,522.0,402.75,262.65,469.21875
12,333.0,468.3,284.4,207.45,528.6,421.65,266.55,453.73125
13,321.0,451.5,255.0,191.925,507.9,379.4625,252.4875,467.053125
14,348.0,495.6,277.2,207.45,552.6,405.225,306.15,494.68125
15,345.0,493.5,279.0,206.325,548.7,423.5625,282.7875,497.3390625
16,333.0,466.2,264.0,197.1,526.8,395.55,256.65,455.56875
17,345.0,483.0,278.4,208.8,556.8,417.6,279.6,481.95
18,357.0,470.4,261.6,203.4,523.2,405.0,263.4,480.375
19,333.0,474.6,274.8,201.15,541.8,413.775,291.525,507.084375
20,378.0,510.3,307.8,214.425,559.5,454.6125,313.5375,564.1453125
21,333.0,453.6,260.4,197.55,515.4,387.675,260.025,452.221875
6,321.0,436.8,249.6,187.2,496.8,382.5,258.3,438.1125
7,402.0,556.5,311.4,230.175,599.7,448.0875,307.7625,527.5921875
8,456.0,636.3,371.4,274.275,744.9,552.9375,364.3125,633.7734375
9,366.0,527.1,298.2,235.125,647.1,474.8625,305.8875,544.8515625
10,372.0,508.2,288.0,212.4,549.6,438.3,288.9,593.775
11,327.0,464.1,263.4,203.175,530.1,451.575,276.525,477.159375
12,315.0,449.4,259.2,191.7,517.2,386.55,257.25,449.79375
13,327.0,451.5,256.2,189.675,507.3,386.4375,264.825,448.021875
14,333.0,472.5,273.0,198.675,543.3,407.1375,266.5125,474.6984375
15,348.0,474.6,268.8,203.4,556.8,421.2,336.0,531.3
16,330.0,455.7,284.4,205.65,540.6,393.525,263.175,448.678125
17,336.0,474.6,271.2,205.2,552.0,457.2,292.8,493.5
18,315.0,468.3,259.8,204.525,560.7,417.2625,265.0875,471.3515625
19,468.0,575.4,298.8,213.75,553.8,508.95,311.25,541.14375
20,345.0,522.9,311.4,222.975,599.7,467.8875,301.1625,511.3171875
21,324.0,449.4,256.8,212.4,540.0,393.3,260.7,459.1125
6,309.0,436.8,246.0,190.35,498.6,370.575,244.725,426.234375
7,390.0,680.4,339.6,242.55,625.8,474.075,315.225,538.321875
8,459.0,642.6,373.2,280.35,753.0,568.575,371.925,648.834375
9,405.0,562.8,309.6,229.5,610.8,457.65,300.15,535.63125
10,339.0,474.6,270.0,206.55,577.8,421.875,272.625,477.946875
11,327.0,472.5,271.8,201.825,523.5,396.1125,264.0375,474.6328125
12,315.0,443.1,261.0,195.075,519.3,387.3375,258.7125,461.5734375
13,324.0,451.5,255.0,203.85,531.0,388.125,260.175,446.053125
14,354.0,491.4,274.8,202.95,529.8,402.075,276.825,530.64375
15,438.0,541.8,298.8,220.95,561.0,426.375,278.925,502.359375
16,318.0,455.7,256.2,189.675,539.4,393.075,257.025,445.396875
17,336.0,474.6,274.8,203.85,545.4,409.725,270.975,472.303125
18,348.0,499.8,289.2,207.45,559.8,459.45,289.95,486.80625
19,378.0,499.8,286.8,223.65,678.0,555.3,327.9,670.425
20,354.0,531.3,307.8,226.125,565.5,420.8625,290.2875,545.9015625
21,333.0,466.2,266.4,196.2,523.2,385.2,260.4,458.85
6,324.0,453.6,254.4,191.7,500.4,383.85,258.75,451.10625
7,393.0,527.1,370.8,261.45,660.6,474.525,314.175,526.903125
8,450.0,636.3,361.8,278.775,736.5,560.5875,366.8625,642.3046875
9,375.0,541.8,321.6,243.0,652.8,460.8,303.6,549.15
10,342.0,510.3,354.0,232.65,586.2,419.625,283.875,479.390625
11,396.0,501.9,277.8,201.375,537.3,424.575,268.725,474.534375
12,327.0,455.7,259.8,197.325,529.5,398.3625,259.9875,456.3890625
13,309.0,443.1,253.8,191.475,516.9,382.8375,256.0125,446.6109375
14,348.0,472.5,271.8,198.225,535.5,407.8125,266.7375,476.9953125
15,366.0,497.7,289.8,212.175,566.1,415.6875,274.1625,498.1921875
16,333.0,466.2,262.8,192.15,510.6,387.675,260.025,456.421875
17,345.0,476.7,273.0,207.675,550.5,408.0375,275.2125,480.2109375
18,348.0,491.4,272.4,195.75,513.0,411.975,266.925,460.359375
19,366.0,510.3,276.6,213.525,587.1,446.9625,303.7875,507.3140625
20,366.0,516.6,309.6,218.7,703.2,461.7,313.5,553.6125
21,330.0,453.6,261.6,197.1,524.4,391.05,259.95,456.35625
6,321.0,447.3,251.4,191.475,504.9,376.5375,246.7125,444.7734375
7,366.0,508.2,300.0,226.8,624.0,469.8,305.4,531.825
8,456.0,648.9,366.6,274.275,732.9,548.4375,507.225,763.021875
9,369.0,539.7,315.0,231.525,642.3,469.4625,308.8875,553.7765625
10,333.0,480.9,273.0,249.75,630.6,434.475,278.025,503.671875
11,324.0,464.1,263.4,199.575,542.1,406.6875,263.9625,457.7671875
12,336.0,459.9,264.6,193.725,517.5,392.0625,265.0875,452.4515625
13,324.0,453.6,255.6,191.25,509.4,376.425,272.55,461.08125
14,330.0,480.9,277.8,205.875,533.7,412.5375,273.1125,465.7734375
15,348.0,480.9,274.2,202.725,548.7,412.7625,279.1875,500.4890625
16,318.0,451.5,262.2,192.825,518.7,387.1125,256.2375,442.6078125
17,348.0,483.0,274.8,206.55,546.6,406.575,272.325,477.684375
18,408.0,516.6,290.4,219.6,554.4,407.7,275.1,484.3125
19,351.0,474.6,277.2,220.05,603.0,422.325,283.575,489.628125
20,396.0,596.4,334.8,249.75,625.8,466.875,293.625,548.821875
21,327.0,459.9,264.6,197.325,522.3,384.8625,254.2875,453.5015625
6,327.0,449.4,259.2,189.9,507.6,379.35,247.65,435.09375
7,378.0,543.9,361.2,248.85,619.8,468.225,310.875,536.615625
8,468.0,890.4,441.6,306.9,788.4,581.85,383.55,659.00625
9,414.0,564.9,325.8,238.275,612.9,451.2375,296.8125,543.2109375
10,330.0,499.8,296.4,223.65,595.8,439.425,298.875,519.815625
11,348.0,470.4,260.4,198.45,531.0,389.925,263.175,473.878125
12,315.0,443.1,258.6,196.875,519.3,389.1375,262.9125,458.9484375
13,315.0,449.4,252.0,191.7,505.2,393.3,255.9,450.7125
14,360.0,485.1,318.0,223.65,588.6,418.725,271.575,491.728125
15,354.0,491.4,283.2,215.1,574.8,415.35,282.45,499.14375
16,318.0,443.1,255.0,192.825,557.4,396.225,261.675,453.665625
17,336.0,478.8,276.0,206.1,543.6,407.25,272.55,475.78125
18,342.0,495.6,279.6,199.35,529.8,385.875,259.425,483.196875
19,384.0,651.0,436.8,279.0,633.6,455.4,286.2,622.65
20,387.0,501.9,280.2,227.475,567.3,441.3375,298.3125,504.6234375
21,333.0,453.6,259.2,194.4,518.4,383.4,253.8,442.575
6,324.0,455.7,256.2,194.175,510.9,384.1875,258.8625,451.2046875
7,408.0,554.4,303.6,232.65,634.2,470.025,317.475,536.090625
8,474.0,648.9,371.4,274.275,744.9,558.3375,376.9125,661.5984375
9,405.0,567.0,325.2,285.3,699.6,512.55,325.65,566.34375
10,381.0,518.7,281.4,218.025,597.9,488.025,306.675,535.040625
11,324.0,447.3,263.4,194.175,518.1,401.2875,259.7625,464.5921875
12,321.0,459.9,257.4,197.325,531.9,395.6625,257.8875,454.5515625
13,315.0,445.2,252.0,189.0,511.2,380.7,251.7,438.6375
14,426.0,541.8,285.6,210.6,542.4,399.6,304.8,512.4
15,360.0,499.8,286.8,209.25,571.8,421.425,285.675,506.165625
16,330.0,451.5,257.4,194.625,525.9,386.2125,260.7375,448.6453125
17,348.0,489.3,315.6,219.15,565.8,420.975,278.325,487.134375
18,318.0,443.1,259.8,206.325,563.1,409.1625,277.9875,495.2390625
19,330.0,483.0,278.4,207.0,544.8,420.3,280.5,516.3375
20,336.0,522.9,293.4,209.025,549.9,418.6125,281.1375,529.4953125
21,333.0,457.8,258.0,192.15,515.4,385.875,261.825,455.896875
6,300.0,445.2,248.4,187.65,497.4,373.725,245.775,433.453125
7,378.0,537.6,310.8,235.35,637.8,471.375,303.525,532.284375
8,459.0,646.8,368.4,276.75,745.8,553.275,364.425,648.571875
9,378.0,552.3,321.0,232.875,620.1,587.475,347.025,589.246875
10,348.0,476.7,281.4,211.725,548.7,412.7625,291.1875,487.8890625
11,378.0,499.8,277.2,204.75,539.4,400.275,272.625,461.146875
12,336.0,464.1,263.4,199.575,518.1,394.0875,257.3625,449.8921875
13,321.0,449.4,255.6,191.25,507.0,384.525,255.375,450.253125
14,321.0,474.6,271.2,202.5,553.2,419.85,281.55,475.25625
15,342.0,470.4,271.2,206.1,567.6,421.65,274.95,475.78125
16,324.0,455.7,262.2,197.325,517.5,381.2625,259.0875,457.7015625
17,351.0,483.0,304.8,219.6,561.6,419.4,280.2,484.575
18,366.0,554.4,297.6,207.0,530.4,416.7,272.1,456.4875
19,366.0,522.9,281.4,203.625,557.1,408.7125,279.0375,500.3578125
20,381.0,514.5,306.6,287.55,678.6,499.275,302.025,518.371875
21,330.0,451.5,255.0,190.125,519.9,394.7625,261.1875,457.4390625
6,303.0,430.5,252.6,187.425,497.1,373.6125,246.9375,438.6703125
7,381.0,531.3,299.4,271.35,681.0,476.775,308.925,549.609375
8,459.0,651.0,376.8,387.0,890.4,616.5,391.5,676.4625
9,456.0,611.1,329.4,247.725,623.1,462.2625,306.4875,553.7765625
10,336.0,493.5,294.6,210.375,563.7,436.3875,287.0625,522.0796875
11,339.0,459.9,270.6,205.875,538.5,408.9375,271.9125,464.7234375
12,327.0,483.0,267.6,197.55,560.4,411.75,266.85,458.19375
13,309.0,445.2,256.8,192.6,513.6,387.0,256.2,444.675
14,348.0,483.0,267.6,202.95,534.6,412.875,282.825,472.171875
15,366.0,495.6,278.4,214.2,580.8,426.6,286.2,487.725
16,330.0,451.5,253.8,202.95,522.6,392.175,255.525,441.984375
17,351.0,491.4,314.4,218.7,562.8,416.25,276.75,477.35625
18,312.0,447.3,313.2,226.35,556.2,413.775,273.525,487.134375
19,381.0,646.8,331.2,238.5,618.0,442.35,283.05,476.56875
20,333.0,516.6,295.2,225.0,628.8,439.2,288.0,483.0
21,318.0,443.1,258.6,193.275,549.0,394.875,257.625,456.421875
6,309.0,436.8,248.4,185.85,492.6,379.125,247.575,445.528125
7,390.0,535.5,311.4,232.875,632.1,478.2375,309.4125,543.7359375
8,477.0,655.2,370.8,282.15,745.8,555.075,369.825,642.796875
9,363.0,529.2,301.2,236.25,641.4,465.525,303.975,555.778125
10,348.0,480.9,285.0,210.375,587.7,434.5875,294.8625,499.5046875
11,321.0,495.6,272.4,199.35,537.0,406.575,273.525,472.434375
12,333.0,466.2,262.8,199.35,522.6,397.575,260.925,463.509375
13,318.0,441.0,252.0,189.9,500.4,382.05,258.15,452.68125
14,339.0,462.0,265.2,202.95,537.0,397.575,263.325,480.309375
15,345.0,495.6,289.2,209.25,564.6,418.725,283.575,487.528125
16,324.0,455.7,259.8,191.025,504.3,379.9125,253.8375,442.6078125
17,339.0,474.6,274.8,205.65,545.4,411.525,273.975,474.928125
18,327.0,478.8,267.6,208.35,556.2,474.75,307.05,493.36875
19,336.0,489.3,287.4,213.975,573.3,438.1875,294.8625,518.4046875
20,387.0,562.8,313.2,221.85,581.4,462.825,312.675,559.190625
21,354.0,470.4,267.6,194.85,516.6,386.325,257.175,451.828125
6,321.0,449.4,250.8,191.25,504.6,374.625,252.075,432.665625
7,384.0,520.8,301.2,229.05,615.0,459.225,298.275,515.090625
8,459.0,651.0,372.0,278.1,735.6,749.7,433.5,696.4125
9,384.0,672.0,358.8,256.95,645.0,483.075,308.625,557.746875
10,378.0,504.0,292.8,212.4,583.2,449.1,304.5,516.3375
11,351.0,478.8,276.0,204.3,553.2,396.45,266.55,453.73125
12,330.0,464.1,258.6,192.375,525.3,385.9875,259.4625,462.2296875
13,318.0,449.4,254.4,189.9,502.8,382.95,258.45,442.44375
14,363.0,499.8,276.0,199.8,552.0,415.8,271.8,487.725
15,351.0,495.6,282.0,204.75,539.4,414.675,270.225,492.646875
16,327.0,487.2,264.0,192.6,506.4,377.1,257.7,456.4875
17,345.0,476.7,276.6,204.525,551.1,411.8625,272.8875,480.2765625
18,312.0,468.3,276.6,213.525,579.9,426.2625,274.0875,483.4265625
19,381.0,522.9,289.8,222.075,557.7,410.7375,278.5125,512.4984375
20,354.0,497.7,294.6,287.55,654.6,495.675,323.625,518.371875
21,327.0,451.5,255.0,191.025,513.9,387.1125,259.8375,454.1578125
6,318.0,432.6,247.2,199.8,528.0,385.2,249.6,436.8
7,444.0,579.6,310.8,233.55,599.4,455.175,312.525,556.959375
8,456.0,636.3,364.2,271.575,729.3,548.8875,366.5625,635.7421875
9,369.0,535.5,319.8,279.45,682.2,475.425,312.075,531.365625
10,342.0,480.9,281.4,210.825,547.5,486.225,367.35,590.23125
11,318.0,464.1,263.4,193.275,531.3,397.2375,271.6125,466.5609375
12,336.0,464.1,265.8,195.975,520.5,389.5875,260.6625,450.6796875
13,327.0,478.8,266.4,196.2,520.8,384.3,254.1,451.2375
14,324.0,478.8,282.0,209.25,562.2,410.625,273.675,480.965625
15,330.0,468.3,277.8,205.875,567.3,426.9375,282.7125,499.3734375
16,318.0,453.6,254.4,190.8,518.4,383.4,256.2,444.675
17,339.0,474.6,307.2,217.8,561.6,412.2,277.8,486.675
18,312.0,449.4,266.4,198.0,554.4,422.1,284.7,494.8125
19,342.0,497.7,283.8,207.225,639.0,462.825,292.275,486.740625
20,354.0,483.0,286.8,213.75,570.6,424.575,293.925,496.584375
21,330.0,453.6,262.8,195.75,517.8,384.975,259.125,453.534375
6,315.0,436.8,254.4,190.8,513.6,387.0,252.6,433.125
7,384.0,548.1,304.2,231.075,620.1,452.1375,312.7125,538.2234375
8,474.0,655.2,370.8,277.65,739.8,554.625,373.275,656.315625
9,417.0,564.9,319.8,227.925,611.1,470.3625,397.575,633.478125
10,387.0,525.0,295.2,214.2,588.0,432.9,278.7,508.4625
11,348.0,464.1,268.2,197.775,539.7,409.3875,276.8625,526.509375
12,315.0,441.0,253.2,193.05,509.4,385.425,256.875,457.865625
13,318.0,449.4,256.8,190.8,511.2,382.5,254.7,447.5625
14,351.0,575.4,309.6,219.6,578.4,416.7,269.7,483.7875
15,354.0,485.1,325.2,231.75,580.2,435.375,292.725,501.834375
16,312.0,470.4,267.6,199.35,517.8,386.775,258.525,450.909375
17,339.0,476.7,276.6,207.225,549.9,407.8125,276.3375,487.4953125
18,342.0,497.7,291.0,217.125,572.7,428.9625,283.3875,487.3640625
19,366.0,491.4,274.8,216.45,576.6,432.225,277.275,492.515625
20,492.0,621.6,309.6,222.3,606.0,475.65,319.35,518.83125
21,333.0,512.4,276.0,203.4,532.8,396.0,258.0,454.65
6,312.0,447.3,258.6,193.275,502.5,377.4375,248.2125,427.1859375
7,408.0,546.0,308.4,226.35,616.2,566.55,337.65,562.14375
8,453.0,651.0,367.2,279.0,739.2,561.6,378.0,645.75
9,426.0,554.4,324.0,236.7,813.6,542.7,330.9,579.3375
10,360.0,499.8,282.0,217.35,599.4,525.15,325.05,619.2375
11,342.0,464.1,284.4,207.45,533.4,390.825,258.675,465.740625
12,324.0,457.8,264.0,199.8,532.8,392.4,258.0,450.45
13,324.0,447.3,251.4,189.675,525.0,426.15,268.05,452.94375
14,324.0,483.0,267.6,205.65,531.0,395.325,267.375,471.253125
15,357.0,495.6,288.0,217.8,686.4,460.8,294.0,513.45
16,321.0,447.3,261.0,197.775,515.7,408.375,289.05,483.91875
17,402.0,525.0,284.4,211.05,559.8,415.125,276.375,477.028125
18,354.0,499.8,291.6,209.25,545.4,400.725,269.175,458.128125
19,360.0,518.7,282.6,222.075,569.7,424.2375,295.0125,505.9359375
20,381.0,548.1,291.0,214.425,607.5,465.4125,319.5375,560.9953125
21,324.0,453.6,258.0,191.25,521.4,388.125,257.775,452.353125
6,309.0,441.0,255.6,193.95,517.8,383.175,257.325,454.059375
7,366.0,527.1,304.2,224.775,599.7,469.6875,311.3625,530.7421875
8,459.0,638.4,373.2,276.75,738.6,554.175,373.125,643.584375
9,411.0,569.1,329.4,290.25,706.2,511.425,327.675,566.015625
10,339.0,483.0,272.4,217.35,561.0,438.975,284.325,513.384375
11,330.0,476.7,276.6,202.725,527.1,395.6625,266.2875,457.7015625
12,321.0,459.9,259.8,191.925,522.3,393.8625,259.6875,451.9265625
13,312.0,434.7,247.8,189.225,499.5,374.5125,253.2375,448.3828125
14,351.0,493.5,276.6,210.825,540.3,418.6125,276.3375,481.1953125
15,336.0,472.5,273.0,206.775,546.9,422.8875,287.3625,490.8421875
16,324.0,445.2,253.2,191.25,507.0,388.125,262.575,462.853125
17,351.0,487.2,274.8,207.45,550.2,413.325,273.375,478.603125
18,315.0,462.0,266.4,230.4,578.4,420.3,288.9,506.8875
19,375.0,525.0,289.2,220.05,581.4,425.025,278.475,506.165625
20,393.0,533.4,291.6,219.15,623.4,451.575,311.325,503.409375
21,321.0,449.4,254.4,191.7,517.2,384.75,254.25,445.06875
6,306.0,426.3,243.0,181.125,500.7,369.5625,245.5875,441.6890625
7,369.0,527.1,306.6,231.075,617.7,549.675,327.225,565.621875
8,459.0,646.8,368.4,277.65,732.6,553.725,365.775,643.453125
9,360.0,518.7,307.8,270.45,694.2,497.925,309.975,527.428125
10,342.0,478.8,289.2,221.85,574.2,425.925,282.375,509.578125
11,318.0,443.1,257.4,200.025,525.9,386.2125,266.7375,460.1953125
12,318.0,451.5,263.4,197.775,525.3,393.1875,260.6625,448.5796875
13,309.0,445.2,256.8,191.7,510.0,387.45,259.95,456.35625
14,321.0,464.1,263.4,207.675,533.7,410.7375,267.7125,467.3484375
15,333.0,489.3,271.8,200.925,534.3,416.3625,281.5875,492.0890625
16,318.0,451.5,253.8,191.475,519.3,390.9375,263.5125,457.3734375
17,348.0,489.3,274.2,208.125,546.3,411.8625,274.0875,483.4265625
18,366.0,480.9,268.2,204.975,525.3,414.7875,283.4625,491.6296875
19,369.0,529.2,288.0,216.0,561.6,421.2,290.4,525.0
20,336.0,466.2,271.2,219.6,559.2,456.3,299.7,524.7375
21,318.0,453.6,256.8,191.7,510.0,391.05,257.55,458.45625
6,306.0,428.4,249.6,189.9,498.0,373.95,244.65,424.06875
7,399.0,558.6,306.0,233.55,613.8,464.175,310.725,528.084375
8,459.0,653.1,371.4,275.175,741.3,562.3875,373.4625,641.7796875
9,393.0,529.2,304.8,231.3,627.6,465.75,312.45,544.29375
10,381.0,508.2,288.0,219.6,571.2,423.0,292.2,520.275
11,348.0,487.2,290.4,213.3,550.8,406.35,269.85,477.61875
12,333.0,487.2,272.4,202.05,533.4,399.825,259.275,495.73125
13,318.0,449.4,255.6,193.05,509.4,380.025,250.275,439.490625
14,324.0,464.1,303.6,220.05,678.0,454.05,280.95,489.43125
15,363.0,491.4,279.6,211.95,561.0,422.775,274.125,498.159375
16,327.0,447.3,259.8,191.025,516.3,380.8125,254.1375,453.3703125
17,348.0,480.9,275.4,204.075,548.1,410.7375,273.7125,483.0984375
18,312.0,478.8,261.6,198.0,559.2,448.2,281.4,481.425
