x,y,z,l,t,h,label
-0.01,-0.99,-1.14,287.0,19.5,25.0,4
0.0,-0.99,-1.12,285.5,19.6,25.0,4
0.01,-0.99,-1.12,270.5,19.5,25.0,4
0.0,-0.97,-1.11,268.0,19.5,25.0,4
0.01,-0.99,-1.14,286.5,19.5,25.0,4
-0.01,-0.99,-1.12,287.0,19.5,25.0,4
0.0,-0.99,-1.15,287.5,19.5,25.0,4
0.02,-0.99,-1.11,285.0,19.6,25.0,4
0.0,-0.98,-1.16,290.5,19.55,25.0,4
0.0,-1.0,-1.18,285.0,19.5,25.0,4
0.02,-1.0,-1.16,290.0,19.5,25.0,4
0.0,-0.98,-1.14,289.0,19.5,25.0,4
-0.01,-1.01,-1.12,283.0,19.6,25.0,4
-0.0,-0.99,-1.14,284.0,19.55,25.0,4
0.0,-0.99,-1.11,286.0,19.5,25.0,4
0.09,-0.98,-1.14,283.5,19.6,25.0,4
-0.01,-0.99,-1.15,289.5,19.5,25.0,4
-0.01,-0.99,-1.12,283.0,19.6,25.0,4
-0.0,-0.98,-1.15,286.0,19.6,25.0,4
0.0,-1.0,-1.15,288.0,19.6,25.0,4
0.0,-1.0,-1.14,284.0,19.5,25.0,4
0.02,-0.99,-1.15,271.0,19.5,25.0,4
0.0,-1.0,-1.16,283.5,19.5,25.0,4
-0.0,-0.99,-1.16,284.0,19.55,25.0,4
0.0,-0.99,-1.16,282.0,19.6,25.0,4
0.0,-0.99,-1.15,283.0,19.6,25.0,4
0.02,-1.0,-1.19,289.0,19.5,25.0,4
0.01,-0.98,-1.15,284.5,19.55,25.5,4
0.03,-0.99,-1.15,283.5,19.55,26.0,4
0.0,-1.0,-1.14,288.0,19.5,26.0,4
0.02,-0.99,-1.14,286.0,19.5,27.0,4
0.0,-1.0,-1.16,287.0,19.6,27.0,4
0.0,-0.98,-1.13,284.0,19.6,27.0,4
0.0,-0.97,-1.14,284.0,19.6,27.0,4
-0.1,-0.98,-1.14,286.0,19.6,27.0,4
0.0,-1.0,-1.15,283.5,19.5,27.0,4
0.0,-0.99,-1.15,286.0,19.5,27.0,4
0.0,-0.99,-1.14,281.5,19.5,27.0,4
-0.01,-0.96,-1.14,286.0,19.5,27.0,4
0.0,-1.0,-1.14,280.0,19.5,27.0,4
-0.01,-1.0,-1.16,283.0,19.6,27.0,4
-0.0,-0.97,-1.14,283.0,19.55,27.0,4
-0.0,-0.99,-1.17,280.0,19.5,27.0,4
0.0,-1.0,-1.12,282.0,19.5,27.0,4
0.0,-0.99,-1.13,282.5,19.5,27.0,4
0.0,-0.99,-1.14,283.0,19.5,27.0,4
-0.01,-0.99,-1.14,283.5,19.45,27.0,4
0.0,-1.0,-1.16,284.0,19.4,27.0,4
-0.0,-1.0,-1.16,280.0,19.5,27.0,4
0.0,-0.99,-1.12,282.0,19.5,27.0,4
0.0,-1.0,-1.12,278.0,19.4,26.0,4
-0.01,-0.98,-1.14,281.5,19.45,26.0,4
-0.02,-0.99,-1.15,282.0,19.5,26.0,4
0.0,-0.98,-1.13,283.5,19.5,26.0,4
0.0,-0.99,-1.14,283.0,19.5,26.0,4
-0.0,-0.99,-1.14,284.0,19.5,26.0,4
-0.0,-0.98,-1.14,281.0,19.45,25.5,4
0.0,-1.0,-1.12,278.0,19.4,25.0,4
0.01,-1.0,-1.16,282.0,19.4,25.0,4
-0.01,-1.0,-1.12,282.0,19.4,26.0,4
-0.0,-1.0,-1.1,280.5,19.35,25.5,4
-0.01,-1.0,-1.15,281.0,19.3,25.0,4
-0.0,-0.99,-1.14,283.0,19.3,25.0,4
0.01,-0.98,-1.19,280.0,19.3,25.0,4
0.02,-0.99,-1.14,279.0,19.3,26.0,4
0.0,-0.99,-1.13,280.0,19.25,26.0,4
0.0,-0.99,-1.14,284.0,19.2,26.0,4
0.01,-0.99,-1.18,283.0,19.2,26.0,4
0.0,-0.99,-1.17,283.0,19.2,26.0,4
-0.0,-0.99,-1.16,283.5,19.2,26.5,4
0.0,-0.99,-1.14,286.0,19.2,27.0,4
0.0,-0.99,-1.15,281.0,19.2,27.0,4
0.01,-0.97,-1.16,285.0,19.2,26.0,4
0.0,-1.0,-1.12,282.0,19.1,26.0,4
0.0,-0.99,-1.17,283.5,19.1,26.0,4
-0.0,-0.99,-1.14,284.0,19.1,26.0,4
-0.01,-1.0,-1.11,279.0,19.1,26.0,4
0.08,-1.0,-1.14,281.0,19.1,26.0,4
0.0,-1.0,-1.2,287.0,19.1,26.0,4
-0.0,-0.99,-1.12,285.5,19.05,26.0,4
-0.01,-0.96,-1.12,279.0,19.0,26.0,4
0.01,-0.99,-1.14,281.5,19.0,26.0,4
0.0,-1.0,-1.13,283.5,19.1,26.0,4
0.0,-0.99,-1.12,279.0,19.0,26.0,4
0.02,-0.99,-1.13,282.0,19.0,26.0,4
0.0,-1.0,-1.17,283.0,19.0,26.0,4
-0.0,-0.99,-1.18,282.0,19.0,26.0,4
-0.01,-1.0,-1.14,281.0,19.0,26.0,4
-0.01,-0.99,-1.12,279.5,19.0,26.5,4
0.0,-0.98,-1.15,283.5,19.0,27.0,4
0.0,-0.97,-1.15,282.0,19.0,27.0,4
-0.01,-0.99,-1.14,274.5,18.9,26.0,4
0.18,-0.97,-1.17,270.0,18.9,26.0,4
0.0,-0.99,-1.14,275.0,18.9,26.0,4
0.0,-1.0,-1.11,276.0,18.9,26.0,4
-0.0,-0.99,-1.12,273.0,18.9,26.0,4
0.0,-1.0,-1.12,269.5,19.0,26.0,4
0.02,-0.99,-1.11,272.0,18.9,27.0,4
0.0,-1.0,-1.14,269.5,18.9,27.0,4
0.0,-1.0,-1.21,272.0,18.9,27.0,4
-0.0,-0.99,-1.14,272.5,18.9,27.0,4
0.0,-1.0,-1.15,276.0,18.9,27.0,4
0.0,-1.0,-1.08,270.5,18.9,27.0,4
0.0,-0.99,-1.15,270.5,18.9,27.0,4
0.0,-0.99,-1.21,274.0,18.9,27.0,4
0.0,-0.99,-1.13,272.0,18.9,27.0,4
0.0,-1.0,-1.14,271.0,19.0,27.0,4
0.01,-0.98,-1.13,271.0,18.95,27.0,4
0.02,-1.0,-1.19,275.0,18.9,27.0,4
0.0,-0.98,-1.12,274.0,19.0,27.0,4
0.09,-0.98,-1.14,275.0,18.9,27.0,4
0.0,-1.0,-1.1,277.0,19.0,26.0,4
-0.0,-0.99,-1.14,277.0,19.0,26.0,4
0.02,-1.01,-1.15,276.0,19.0,26.0,4
0.01,-0.99,-1.12,274.5,18.9,26.0,4
-0.01,-0.99,-1.12,272.0,18.9,26.0,4
0.0,-1.0,-1.16,278.0,19.0,26.0,4
0.0,-0.98,-1.14,275.0,19.0,26.0,4
0.16,-0.99,-1.14,280.0,19.0,26.0,4
0.0,-1.0,-1.16,297.5,18.9,26.0,4
0.0,-0.99,-1.12,323.0,19.0,26.0,4
0.08,-0.98,-1.12,318.5,18.95,26.0,4
-0.0,-0.98,-1.14,316.5,18.9,26.0,4
0.0,-0.99,-1.15,305.0,18.9,26.0,4
0.01,-0.99,-1.2,283.5,19.0,26.0,4
0.02,-0.97,-1.09,280.0,18.9,26.0,4
-0.0,-1.0,-1.15,274.0,18.95,26.0,4
0.0,-1.0,-1.16,267.0,19.0,26.0,4
0.0,-0.99,-1.14,271.0,18.9,26.0,4
0.02,-1.0,-1.12,269.0,19.0,26.0,4
0.0,-1.0,-1.16,268.0,18.9,26.0,4
-0.0,-1.0,-1.13,269.5,18.9,26.0,4
0.0,-1.0,-1.16,272.0,18.9,26.0,4
0.02,-0.99,-1.12,269.0,18.8,27.0,4
0.0,-1.0,-1.15,271.0,18.9,27.0,4
0.0,-0.99,-1.15,267.5,18.85,27.0,4
-0.01,-0.99,-1.13,274.0,18.85,26.5,4
0.0,-0.99,-1.17,274.0,18.9,26.0,4
-0.0,-1.0,-1.12,271.0,18.8,26.0,4
0.0,-0.97,-1.16,274.0,18.8,27.0,4
0.02,-1.0,-1.14,269.0,18.8,26.5,4
-0.02,-1.0,-1.15,269.0,18.8,26.0,4
0.0,-0.98,-1.14,273.5,18.8,27.0,4
-0.01,-0.99,-1.16,269.0,18.8,27.0,4
0.0,-0.99,-1.16,270.0,18.8,27.0,4
0.0,-0.98,-1.15,271.0,18.8,27.0,4
0.0,-0.99,-1.11,271.0,18.8,27.0,4
-0.0,-1.0,-1.19,268.0,18.8,27.0,4
0.02,-0.99,-1.15,272.0,18.8,27.0,4
0.02,-1.0,-1.13,270.5,18.8,26.5,4
0.02,-1.0,-1.17,272.5,18.75,26.0,4
0.0,-0.94,-1.14,269.0,18.7,26.0,4
-0.0,-0.99,-1.16,271.5,18.7,26.0,4
0.0,-0.99,-1.16,273.0,18.7,26.0,4
-0.0,-0.99,-1.15,269.0,18.7,26.0,4
0.02,-1.0,-1.14,270.5,18.65,26.0,4
0.0,-0.97,-1.14,268.0,18.6,26.0,4
0.0,-1.0,-1.16,272.0,18.6,26.0,4
-0.01,-1.0,-1.16,266.0,18.5,26.0,4
0.01,-0.98,-1.14,272.0,18.5,25.5,4
-0.01,-1.0,-1.16,274.0,18.5,25.0,4
0.01,-0.98,-1.16,314.5,18.5,26.0,4
0.0,-0.99,-1.14,281.5,18.5,25.0,4
0.0,-0.96,-1.1,282.0,18.4,26.0,4
0.01,-0.99,-1.19,280.0,18.4,26.0,4
-0.01,-0.99,-1.15,282.0,18.4,26.0,4
-0.0,-0.99,-1.17,276.5,18.3,27.0,4
0.0,-0.99,-1.16,270.0,18.3,27.0,4
0.0,-0.99,-1.14,269.0,18.25,27.0,4
0.0,-1.0,-1.14,267.5,18.2,27.0,4
0.0,-0.99,-1.14,267.0,18.2,27.0,4
0.0,-0.99,-1.16,272.0,18.2,27.0,4
-0.01,-0.99,-1.15,279.0,18.2,27.0,4
1.02,0.02,-0.85,741.9,18.6,26.2,5
1.03,-0.02,-0.88,743.0,18.5,26.0,5
1.01,-0.01,-0.89,743.0,18.5,26.0,5
1.02,-0.01,-0.86,742.5,18.5,26.0,5
1.03,0.01,-0.89,742.0,18.5,25.5,5
1.0,0.01,-0.89,742.0,18.5,25.0,5
1.0,0.02,-0.88,742.5,18.5,26.0,5
1.03,-0.01,-0.86,743.0,18.5,25.0,5
1.02,-0.0,-0.87,742.5,18.5,25.0,5
1.01,0.04,-0.85,742.0,18.5,25.0,5
1.02,-0.03,-0.9,742.0,18.5,25.0,5
1.0,-0.02,-0.88,742.5,18.5,25.0,5
1.04,0.04,-0.89,743.0,18.5,25.0,5
1.02,-0.02,-0.82,742.5,18.5,25.0,5
1.0,0.02,-0.86,743.0,18.5,25.0,5
1.04,-0.01,-0.86,742.5,18.5,25.0,5
1.04,0.04,-0.88,743.0,18.5,25.0,5
1.01,0.01,-0.86,742.0,18.55,25.0,5
1.03,0.02,-0.88,742.5,18.55,25.0,5
1.01,-0.01,-0.86,743.0,18.5,25.0,5
1.02,-0.0,-0.89,742.5,18.5,25.0,5
1.03,0.01,-0.83,743.0,18.5,25.0,5
1.0,0.02,-0.89,743.0,18.5,25.0,5
1.0,0.0,-0.86,742.5,18.5,25.0,5
1.05,-0.02,-0.84,743.0,18.5,25.0,5
1.0,0.01,-0.86,743.0,18.5,25.0,5
1.01,-0.02,-0.9,742.0,18.5,25.0,5
1.02,0.0,-0.86,743.0,18.5,25.0,5
1.03,0.04,-0.89,743.0,18.5,25.0,5
1.02,0.0,-0.88,743.0,18.5,25.0,5
1.02,0.01,-0.9,741.5,18.5,25.0,5
1.03,0.04,-0.89,743.0,18.5,25.0,5
1.02,0.02,-0.82,743.0,18.5,25.5,5
1.0,0.02,-0.9,743.0,18.5,26.0,5
1.02,0.02,-0.88,742.5,18.5,25.0,5
1.0,0.01,-0.9,743.0,18.5,25.0,5
1.04,-0.02,-0.88,743.0,18.5,25.0,5
1.03,0.02,-0.85,743.0,18.5,25.0,5
1.01,-0.02,-0.88,743.0,18.5,25.0,5
1.05,-0.01,-0.87,743.0,18.5,25.0,5
1.03,0.04,-0.88,743.0,18.5,25.0,5
1.02,-0.0,-0.86,743.0,18.5,25.0,5
1.01,-0.02,-0.86,742.0,18.5,25.0,5
1.02,0.01,-0.9,742.5,18.5,26.0,5
1.02,0.0,-0.88,743.0,18.5,25.0,5
1.03,0.02,-0.89,743.0,18.5,25.0,5
1.0,0.01,-0.9,742.5,18.5,25.0,5
1.01,-0.02,-0.88,743.0,18.5,25.0,5
1.02,0.0,-0.9,743.0,18.5,25.0,5
1.0,0.02,-0.86,743.0,18.5,26.0,5
1.02,0.01,-0.88,743.0,18.5,26.0,5
1.03,0.02,-0.87,743.0,18.5,26.0,5
1.03,0.04,-0.86,743.0,18.5,26.0,5
1.0,0.0,-0.87,743.0,18.5,26.0,5
1.04,-0.02,-0.88,743.0,18.5,26.0,5
1.0,-0.02,-0.88,743.0,18.5,26.0,5
1.01,-0.01,-0.85,743.0,18.5,26.0,5
1.0,0.02,-0.86,743.0,18.5,26.0,5
1.03,0.0,-0.86,743.0,18.5,26.0,5
1.01,0.04,-0.9,743.0,18.5,26.0,5
1.02,0.0,-0.89,743.0,18.5,26.0,5
1.01,0.01,-0.84,743.0,18.5,26.0,5
1.02,0.04,-0.86,743.0,18.6,26.0,5
1.04,0.01,-0.85,743.0,18.5,26.0,5
1.03,-0.05,-0.84,743.0,18.5,26.0,5
1.02,-0.01,-0.86,742.5,18.5,26.0,5
1.04,-0.02,-0.92,743.0,18.5,26.0,5
1.01,0.0,-0.85,743.0,18.6,26.0,5
1.04,-0.02,-0.84,743.0,18.6,26.0,5
1.03,0.0,-0.9,743.0,18.6,26.0,5
1.04,0.0,-0.88,743.0,18.6,26.0,5
1.03,-0.02,-0.86,743.0,18.6,26.0,5
1.0,0.02,-0.88,743.0,18.6,26.0,5
1.01,-0.02,-0.84,743.0,18.7,26.0,5
1.03,-0.01,-0.86,743.0,18.65,26.0,5
1.0,0.02,-0.85,742.0,18.6,26.0,5
1.02,-0.01,-0.86,743.0,18.5,26.0,5
1.01,-0.0,-0.88,743.0,18.6,26.0,5
1.01,-0.02,-0.86,744.0,18.6,26.0,5
1.02,0.0,-0.79,743.0,18.6,26.0,5
1.01,-0.02,-0.88,743.0,18.6,26.0,5
1.02,-0.02,-0.9,743.0,18.7,26.0,5
1.0,-0.01,-0.89,743.0,18.6,26.0,5
1.03,0.0,-0.87,743.0,18.65,26.0,5
1.02,0.01,-0.87,743.0,18.7,26.0,5
1.01,0.01,-0.84,743.0,18.7,26.0,5
1.02,0.01,-0.9,742.5,18.7,26.0,5
1.01,0.04,-0.84,743.0,18.7,26.0,5
1.02,0.01,-0.84,743.5,18.7,25.5,5
1.01,0.02,-0.84,743.0,18.7,25.0,5
1.03,0.0,-0.87,743.0,18.7,25.0,5
1.04,-0.02,-0.86,743.0,18.7,25.0,5
1.01,-0.01,-0.8,744.0,18.7,25.0,5
1.02,-0.02,-0.86,742.5,18.7,25.0,5
1.0,-0.01,-0.86,743.0,18.7,25.0,5
1.02,0.02,-0.86,743.0,18.7,25.0,5
1.01,0.01,-0.86,743.0,18.7,25.0,5
1.02,-0.01,-0.88,743.0,18.7,26.0,5
1.03,0.02,-0.86,743.0,18.7,26.0,5
1.01,-0.05,-0.88,743.0,18.7,25.0,5
1.01,0.01,-0.87,743.0,18.7,27.0,5
1.01,0.02,-0.88,743.0,18.7,27.0,5
1.0,-0.01,-0.86,743.0,18.7,27.0,5
1.02,0.01,-0.86,743.5,18.75,27.0,5
1.01,0.04,-0.9,743.0,18.8,27.0,5
1.05,0.01,-0.9,743.5,18.8,27.0,5
1.0,-0.02,-0.88,743.0,18.7,27.0,5
1.02,-0.03,-0.88,743.5,18.7,27.0,5
1.01,-0.02,-0.88,744.0,18.7,27.0,5
1.0,0.01,-0.83,743.0,18.7,27.0,5
1.04,-0.01,-0.86,742.5,18.8,27.0,5
1.05,-0.06,-0.84,743.0,18.8,27.0,5
1.03,0.01,-0.88,743.5,18.8,27.0,5
1.0,0.02,-0.9,744.0,18.8,27.0,5
1.01,0.02,-0.83,743.0,18.8,27.0,5
1.0,0.04,-0.8,744.0,18.8,27.0,5
1.05,-0.0,-0.88,743.0,18.8,27.0,5
1.02,-0.01,-0.87,743.5,18.8,27.0,5
1.01,-0.01,-0.91,744.0,18.8,27.0,5
1.0,0.02,-0.86,744.0,18.8,27.0,5
1.01,0.04,-0.85,744.0,18.7,27.0,5
1.01,0.0,-0.88,743.0,18.7,27.0,5
1.03,-0.01,-0.86,743.0,18.7,27.0,5
1.02,-0.02,-0.88,743.0,18.7,27.0,5
1.03,-0.01,-0.88,743.0,18.7,27.0,5
1.0,-0.02,-0.88,744.0,18.7,27.0,5
1.02,0.02,-0.86,743.0,18.7,27.0,5
1.03,-0.02,-0.83,743.0,18.7,27.0,5
1.02,-0.01,-0.86,743.5,18.7,27.0,5
1.01,-0.01,-0.86,744.0,18.6,27.0,5
1.02,-0.02,-0.86,743.0,18.6,27.0,5
1.02,-0.01,-0.87,743.0,18.6,27.0,5
1.03,0.04,-0.85,743.0,18.6,27.0,5
1.02,0.02,-0.89,743.0,18.6,27.0,5
1.05,0.01,-0.83,742.0,18.6,27.0,5
1.0,0.02,-0.84,743.0,18.65,27.0,5
1.01,-0.01,-0.69,743.0,18.7,27.0,5
1.02,0.01,-0.86,743.0,18.5,27.0,5
1.0,-0.01,-0.87,743.5,18.5,27.0,5
1.03,-0.01,-0.86,744.0,18.5,27.0,5
1.02,0.01,-0.88,743.0,18.5,27.0,5
1.0,-0.01,-0.9,743.0,18.5,27.0,5
1.01,-0.01,-0.85,743.0,18.5,27.0,5
1.0,0.06,-0.91,743.0,18.6,27.0,5
1.04,-0.01,-0.86,743.0,18.55,27.0,5
1.02,-0.0,-0.88,743.0,18.5,27.0,5
1.01,0.01,-0.89,743.0,18.5,27.0,5
1.0,0.02,-0.85,743.0,18.5,27.0,5
1.04,0.01,-0.84,743.0,18.5,27.0,5
1.02,0.0,-0.86,743.0,18.5,27.0,5
1.02,-0.01,-0.9,743.5,18.45,27.0,5
1.0,0.04,-0.84,743.0,18.4,27.0,5
1.02,-0.01,-0.86,742.5,18.4,27.0,5
1.01,-0.02,-0.84,743.0,18.4,27.0,5
1.02,-0.02,-0.88,743.0,18.4,27.0,5
1.0,-0.01,-0.86,743.0,18.4,27.0,5
1.02,-0.02,-0.88,743.0,18.5,27.0,5
1.04,-0.02,-0.84,743.0,18.4,27.0,5
1.0,0.04,-0.85,743.0,18.4,27.0,5
1.02,0.01,-0.87,742.5,18.4,27.0,5
1.01,-0.02,-0.88,742.0,18.4,27.0,5
1.04,0.01,-0.92,744.0,18.4,27.0,5
1.01,-0.01,-0.86,744.0,18.4,27.0,5
1.02,0.01,-0.87,743.5,18.4,27.0,5
1.01,0.0,-0.84,743.0,18.4,27.0,5
1.0,-0.01,-0.66,742.0,18.4,27.0,5
1.03,0.0,-0.86,743.0,18.4,27.0,5
1.03,0.01,-0.86,743.0,18.4,27.0,5
1.02,0.02,-0.84,743.0,18.4,27.0,5
1.0,-0.02,-0.86,743.0,18.4,27.0,5
1.03,-0.0,-0.87,743.0,18.3,25.0,5
1.0,-0.01,-0.87,743.0,18.3,26.0,5
1.01,0.02,-0.88,743.0,18.4,26.0,5
1.03,-0.04,-0.88,742.5,18.35,26.0,5
1.04,-0.02,-0.88,743.0,18.3,26.0,5
1.02,-0.01,-0.86,743.0,18.3,26.0,5
1.01,-0.01,-0.89,743.0,18.3,26.0,5
1.01,0.02,-0.87,743.0,18.3,26.0,5
1.02,0.01,-0.84,743.0,18.3,26.5,5
1.0,-0.02,-0.89,743.0,18.3,27.0,5
1.03,-0.01,-0.88,743.0,18.3,27.0,5
1.01,-0.02,-0.83,743.0,18.2,27.0,5
1.01,0.01,-0.82,743.5,18.25,27.0,5
1.01,0.01,-0.84,743.0,18.3,27.0,5
1.0,-0.01,-0.88,743.0,18.2,27.0,5
1.02,0.02,-0.87,742.5,18.2,27.0,5
1.01,0.01,-0.88,743.0,18.2,27.0,5
1.03,0.05,-0.84,743.0,18.2,27.0,5
