Día;Día_semana;laborable / festivo / domingo festivo;Tipo de Festivo;Festividad
28/06/2019;viernes;;;
29/06/2019;sábado;;;
30/06/2019;domingo;;;
01/07/2019;lunes;;;
02/07/2019;martes;;;
03/07/2019;miércoles;;;
04/07/2019;jueves;;;
05/07/2019;viernes;;;
06/07/2019;sábado;;;
07/07/2019;domingo;;;
08/07/2019;lunes;;;
09/07/2019;martes;;;
10/07/2019;miércoles;;;
11/07/2019;jueves;;;
12/07/2019;viernes;;;
13/07/2019;sábado;;;
14/07/2019;domingo;;;
15/07/2019;lunes;;;
16/07/2019;martes;;;
17/07/2019;miércoles;;;
18/07/2019;jueves;;;
19/07/2019;viernes;;;
20/07/2019;sábado;;;
21/07/2019;domingo;;;
22/07/2019;lunes;;;
23/07/2019;martes;;;
24/07/2019;miércoles;;;
25/07/2019;jueves;;;
26/07/2019;viernes;;;
27/07/2019;sábado;;;
28/07/2019;domingo;;;
29/07/2019;lunes;;;
30/07/2019;martes;;;
31/07/2019;miércoles;;;
01/08/2019;jueves;;;
02/08/2019;viernes;;;
03/08/2019;sábado;;;
04/08/2019;domingo;;;
05/08/2019;lunes;;;
06/08/2019;martes;;;
07/08/2019;miércoles;;;
08/08/2019;jueves;;;
09/08/2019;viernes;;;
10/08/2019;sábado;;;
11/08/2019;domingo;;;
12/08/2019;lunes;;;
13/08/2019;martes;;;
14/08/2019;miércoles;;;
15/08/2019;jueves;festivo;Festivo nacional;Asuncion de la Virgen
16/08/2019;viernes;;;
17/08/2019;sábado;;;
18/08/2019;domingo;;;
19/08/2019;lunes;;;
20/08/2019;martes;;;
21/08/2019;miércoles;;;
22/08/2019;jueves;;;
23/08/2019;viernes;;;
24/08/2019;sábado;;;
25/08/2019;domingo;;;
26/08/2019;lunes;;;
27/08/2019;martes;;;
28/08/2019;miércoles;;;
29/08/2019;jueves;;;
30/08/2019;viernes;;;
31/08/2019;sábado;;;
01/09/2019;domingo;;;
02/09/2019;lunes;;;
03/09/2019;martes;;;
04/09/2019;miércoles;;;
05/09/2019;jueves;;;
06/09/2019;viernes;;;
07/09/2019;sábado;;;
08/09/2019;domingo;;;
09/09/2019;lunes;;;
10/09/2019;martes;;;
11/09/2019;miércoles;;;
12/09/2019;jueves;;;
13/09/2019;viernes;;;
14/09/2019;sábado;;;
15/09/2019;domingo;;;
16/09/2019;lunes;;;
17/09/2019;martes;;;
18/09/2019;miércoles;;;
19/09/2019;jueves;;;
20/09/2019;viernes;;;
21/09/2019;sábado;;;
22/09/2019;domingo;;;
23/09/2019;lunes;;;
24/09/2019;martes;;;
25/09/2019;miércoles;;;
26/09/2019;jueves;;;
27/09/2019;viernes;;;
28/09/2019;sábado;;;
29/09/2019;domingo;;;
30/09/2019;lunes;;;
01/10/2019;martes;;;
02/10/2019;miércoles;;;
03/10/2019;jueves;;;
04/10/2019;viernes;;;
05/10/2019;sábado;;;
06/10/2019;domingo;;;
07/10/2019;lunes;;;
08/10/2019;martes;;;
09/10/2019;miércoles;;;
10/10/2019;jueves;;;
11/10/2019;viernes;;;
12/10/2019;sábado;festivo;Festivo nacional;Fiesta Nacional de España
13/10/2019;domingo;;;
14/10/2019;lunes;;;
15/10/2019;martes;;;
16/10/2019;miércoles;;;
17/10/2019;jueves;;;
18/10/2019;viernes;;;
19/10/2019;sábado;;;
20/10/2019;domingo;;;
21/10/2019;lunes;;;
22/10/2019;martes;;;
23/10/2019;miércoles;;;
24/10/2019;jueves;;;
25/10/2019;viernes;;;
26/10/2019;sábado;;;
27/10/2019;domingo;;;
28/10/2019;lunes;;;
29/10/2019;martes;;;
30/10/2019;miércoles;;;
31/10/2019;jueves;;;
01/11/2019;viernes;festivo;Festivo nacional;Todos los Santos
02/11/2019;sábado;;;
03/11/2019;domingo;;;
04/11/2019;lunes;;;
05/11/2019;martes;;;
06/11/2019;miércoles;;;
07/11/2019;jueves;;;
08/11/2019;viernes;;;
09/11/2019;sábado;festivo;Festivo local de la ciudad de Madrid;Ntra. Sra. de la Almudena. Patrona de la ciudad
10/11/2019;domingo;;;
11/11/2019;lunes;;;
12/11/2019;martes;;;
13/11/2019;miércoles;;;
14/11/2019;jueves;;;
15/11/2019;viernes;;;
16/11/2019;sábado;;;
17/11/2019;domingo;;;
18/11/2019;lunes;;;
19/11/2019;martes;;;
20/11/2019;miércoles;;;
21/11/2019;jueves;;;
22/11/2019;viernes;;;
23/11/2019;sábado;;;
24/11/2019;domingo;;;
25/11/2019;lunes;;;
26/11/2019;martes;;;
27/11/2019;miércoles;;;
28/11/2019;jueves;;;
29/11/2019;viernes;;;
30/11/2019;sábado;;;
01/12/2019;domingo;;;
02/12/2019;lunes;;;
03/12/2019;martes;;;
04/12/2019;miércoles;;;
05/12/2019;jueves;;;
06/12/2019;viernes;festivo;Festivo nacional;Día de la Constitucion Española
07/12/2019;sábado;;;
08/12/2019;domingo;;;
09/12/2019;lunes;festivo;Festivo nacional;Traslado de la Inmaculada Concepción
10/12/2019;martes;;;
11/12/2019;miércoles;;;
12/12/2019;jueves;;;
13/12/2019;viernes;;;
14/12/2019;sábado;;;
15/12/2019;domingo;;;
16/12/2019;lunes;;;
17/12/2019;martes;;;
18/12/2019;miércoles;;;
19/12/2019;jueves;;;
20/12/2019;viernes;;;
21/12/2019;sábado;;;
22/12/2019;domingo;;;
23/12/2019;lunes;;;
24/12/2019;martes;;;
25/12/2019;miércoles;festivo;Festivo nacional;Natividad del Señor
26/12/2019;jueves;;;
27/12/2019;viernes;;;
28/12/2019;sábado;;;
29/12/2019;domingo;;;
30/12/2019;lunes;;;
31/12/2019;martes;;;
01/01/2020;miércoles;festivo;Festivo nacional;Año Nuevo
02/01/2020;jueves;;;
03/01/2020;viernes;;;
04/01/2020;sábado;;;
05/01/2020;domingo;;;
06/01/2020;lunes;festivo;Festivo nacional;Epifanía del Señor
07/01/2020;martes;;;
08/01/2020;miércoles;;;
09/01/2020;jueves;;;
10/01/2020;viernes;;;
11/01/2020;sábado;;;
12/01/2020;domingo;;;
13/01/2020;lunes;;;
14/01/2020;martes;;;
15/01/2020;miércoles;;;
16/01/2020;jueves;;;
17/01/2020;viernes;;;
18/01/2020;sábado;;;
19/01/2020;domingo;;;
20/01/2020;lunes;;;
21/01/2020;martes;;;
22/01/2020;miércoles;;;
23/01/2020;jueves;;;
24/01/2020;viernes;;;
25/01/2020;sábado;;;
26/01/2020;domingo;;;
27/01/2020;lunes;;;
28/01/2020;martes;;;
29/01/2020;miércoles;;;
30/01/2020;jueves;;;
31/01/2020;viernes;;;
01/02/2020;sábado;;;
02/02/2020;domingo;;;
03/02/2020;lunes;;;
04/02/2020;martes;;;
05/02/2020;miércoles;;;
06/02/2020;jueves;;;
07/02/2020;viernes;;;
08/02/2020;sábado;;;
09/02/2020;domingo;;;
10/02/2020;lunes;;;
11/02/2020;martes;;;
12/02/2020;miércoles;;;
13/02/2020;jueves;;;
14/02/2020;viernes;;;
15/02/2020;sábado;;;
16/02/2020;domingo;;;
17/02/2020;lunes;;;
18/02/2020;martes;;;
19/02/2020;miércoles;;;
20/02/2020;jueves;;;
21/02/2020;viernes;;;
22/02/2020;sábado;;;
23/02/2020;domingo;;;
24/02/2020;lunes;;;
25/02/2020;martes;;;
26/02/2020;miércoles;;;
27/02/2020;jueves;;;
28/02/2020;viernes;;;
29/02/2020;sábado;;;
01/03/2020;domingo;;;
02/03/2020;lunes;;;
03/03/2020;martes;;;
04/03/2020;miércoles;;;
05/03/2020;jueves;;;
06/03/2020;viernes;;;
07/03/2020;sábado;;;
08/03/2020;domingo;;;
09/03/2020;lunes;;;
10/03/2020;martes;;;
11/03/2020;miércoles;;;
12/03/2020;jueves;;;
13/03/2020;viernes;;;
14/03/2020;sábado;;;
15/03/2020;domingo;;;
16/03/2020;lunes;;;
17/03/2020;martes;;;
18/03/2020;miércoles;;;
19/03/2020;jueves;;;
20/03/2020;viernes;;;
21/03/2020;sábado;;;
22/03/2020;domingo;;;
23/03/2020;lunes;;;
24/03/2020;martes;;;
25/03/2020;miércoles;;;
26/03/2020;jueves;;;
27/03/2020;viernes;;;
28/03/2020;sábado;;;
29/03/2020;domingo;;;
30/03/2020;lunes;;;
31/03/2020;martes;;;
01/04/2020;miércoles;;;
02/04/2020;jueves;;;
03/04/2020;viernes;;;
04/04/2020;sábado;;;
05/04/2020;domingo;;;
06/04/2020;lunes;;;
07/04/2020;martes;;;
08/04/2020;miércoles;;;
09/04/2020;jueves;Festivo;Fiesta Comunidad de Madrid;Jueves Santo
10/04/2020;viernes;Festivo;Fiesta nacional;Viernes Santo
11/04/2020;sábado;;;
12/04/2020;domingo;;;
13/04/2020;lunes;;;
14/04/2020;martes;;;
15/04/2020;miércoles;;;
16/04/2020;jueves;;;
17/04/2020;viernes;;;
18/04/2020;sábado;;;
19/04/2020;domingo;;;
20/04/2020;lunes;;;
21/04/2020;martes;;;
22/04/2020;miércoles;;;
23/04/2020;jueves;;;
24/04/2020;viernes;;;
25/04/2020;sábado;;;
26/04/2020;domingo;;;
27/04/2020;lunes;;;
28/04/2020;martes;;;
29/04/2020;miércoles;;;
30/04/2020;jueves;;;
01/05/2020;viernes;Festivo;Fiesta nacional;Fiesta del Trabajo
02/05/2020;sábado;Festivo;Fiesta Comunidad de Madrid;Día de la Comunidad de Madrid
03/05/2020;domingo;;;
04/05/2020;lunes;;;
05/05/2020;martes;;;
06/05/2020;miércoles;;;
07/05/2020;jueves;;;
08/05/2020;viernes;;;
09/05/2020;sábado;;;
10/05/2020;domingo;;;
11/05/2020;lunes;;;
12/05/2020;martes;;;
13/05/2020;miércoles;;;
14/05/2020;jueves;;;
15/05/2020;viernes;Festivo;Fiesta local;San Isidro Labrador
16/05/2020;sábado;;;
17/05/2020;domingo;;;
18/05/2020;lunes;;;
19/05/2020;martes;;;
20/05/2020;miércoles;;;
21/05/2020;jueves;;;
22/05/2020;viernes;;;
23/05/2020;sábado;;;
24/05/2020;domingo;;;
25/05/2020;lunes;;;
26/05/2020;martes;;;
27/05/2020;miércoles;;;
28/05/2020;jueves;;;
29/05/2020;viernes;;;
30/05/2020;sábado;;;
31/05/2020;domingo;;;
01/06/2020;lunes;;;
02/06/2020;martes;;;
03/06/2020;miércoles;;;
04/06/2020;jueves;;;
05/06/2020;viernes;;;
06/06/2020;sábado;;;
07/06/2020;domingo;;;
08/06/2020;lunes;;;
09/06/2020;martes;;;
10/06/2020;miércoles;;;
11/06/2020;jueves;;;
12/06/2020;viernes;;;
13/06/2020;sábado;;;
14/06/2020;domingo;;;
15/06/2020;lunes;;;
16/06/2020;martes;;;
17/06/2020;miércoles;;;
18/06/2020;jueves;;;
19/06/2020;viernes;;;
20/06/2020;sábado;;;
21/06/2020;domingo;;;
22/06/2020;lunes;;;
23/06/2020;martes;;;
24/06/2020;miércoles;;;
25/06/2020;jueves;;;
26/06/2020;viernes;;;
27/06/2020;sábado;;;
28/06/2020;domingo;;;
29/06/2020;lunes;;;
30/06/2020;martes;;;
01/07/2020;miércoles;;;
02/07/2020;jueves;;;
03/07/2020;viernes;;;
04/07/2020;sábado;;;
05/07/2020;domingo;;;
06/07/2020;lunes;;;
07/07/2020;martes;;;
08/07/2020;miércoles;;;
09/07/2020;jueves;;;
10/07/2020;viernes;;;
11/07/2020;sábado;;;
12/07/2020;domingo;;;
13/07/2020;lunes;;;
14/07/2020;martes;;;
15/07/2020;miércoles;;;
16/07/2020;jueves;;;
17/07/2020;viernes;;;
18/07/2020;sábado;;;
19/07/2020;domingo;;;
20/07/2020;lunes;;;
21/07/2020;martes;;;
22/07/2020;miércoles;;;
23/07/2020;jueves;;;
24/07/2020;viernes;;;
25/07/2020;sábado;;;
26/07/2020;domingo;;;
27/07/2020;lunes;;;
28/07/2020;martes;;;
29/07/2020;miércoles;;;
30/07/2020;jueves;;;
31/07/2020;viernes;;;
01/08/2020;sábado;;;
02/08/2020;domingo;;;
03/08/2020;lunes;;;
04/08/2020;martes;;;
05/08/2020;miércoles;;;
06/08/2020;jueves;;;
07/08/2020;viernes;;;
08/08/2020;sábado;;;
09/08/2020;domingo;;;
10/08/2020;lunes;;;
11/08/2020;martes;;;
12/08/2020;miércoles;;;
13/08/2020;jueves;;;
14/08/2020;viernes;;;
15/08/2020;sábado;Festivo;Fiesta nacional;Asunción de la Virgen
16/08/2020;domingo;;;
17/08/2020;lunes;;;
18/08/2020;martes;;;
19/08/2020;miércoles;;;
20/08/2020;jueves;;;
21/08/2020;viernes;;;
22/08/2020;sábado;;;
23/08/2020;domingo;;;
24/08/2020;lunes;;;
25/08/2020;martes;;;
26/08/2020;miércoles;;;
27/08/2020;jueves;;;
28/08/2020;viernes;;;
29/08/2020;sábado;;;
30/08/2020;domingo;;;
31/08/2020;lunes;;;
01/09/2020;martes;;;
02/09/2020;miércoles;;;
03/09/2020;jueves;;;
04/09/2020;viernes;;;
05/09/2020;sábado;;;
06/09/2020;domingo;;;
07/09/2020;lunes;;;
08/09/2020;martes;;;
09/09/2020;miércoles;;;
10/09/2020;jueves;;;
11/09/2020;viernes;;;
12/09/2020;sábado;;;
13/09/2020;domingo;;;
14/09/2020;lunes;;;
15/09/2020;martes;;;
16/09/2020;miércoles;;;
17/09/2020;jueves;;;
18/09/2020;viernes;;;
19/09/2020;sábado;;;
20/09/2020;domingo;;;
21/09/2020;lunes;;;
22/09/2020;martes;;;
23/09/2020;miércoles;;;
24/09/2020;jueves;;;
25/09/2020;viernes;;;
26/09/2020;sábado;;;
27/09/2020;domingo;;;
28/09/2020;lunes;;;
29/09/2020;martes;;;
30/09/2020;miércoles;;;
01/10/2020;jueves;;;
02/10/2020;viernes;;;
03/10/2020;sábado;;;
04/10/2020;domingo;;;
05/10/2020;lunes;;;
06/10/2020;martes;;;
07/10/2020;miércoles;;;
08/10/2020;jueves;;;
09/10/2020;viernes;;;
10/10/2020;sábado;;;
11/10/2020;domingo;;;
12/10/2020;lunes;Festivo;Fiesta nacional;Fiesta Nacional de España
13/10/2020;martes;;;
14/10/2020;miércoles;;;
15/10/2020;jueves;;;
16/10/2020;viernes;;;
17/10/2020;sábado;;;
18/10/2020;domingo;;;
19/10/2020;lunes;;;
20/10/2020;martes;;;
21/10/2020;miércoles;;;
22/10/2020;jueves;;;
23/10/2020;viernes;;;
24/10/2020;sábado;;;
25/10/2020;domingo;;;
26/10/2020;lunes;;;
27/10/2020;martes;;;
28/10/2020;miércoles;;;
29/10/2020;jueves;;;
30/10/2020;viernes;;;
31/10/2020;sábado;;;
01/11/2020;domingo;;;
02/11/2020;lunes;Festivo;Fiesta nacional;Traslado del día de Todos los Santos
03/11/2020;martes;;;
04/11/2020;miércoles;;;
05/11/2020;jueves;;;
06/11/2020;viernes;;;
07/11/2020;sábado;;;
08/11/2020;domingo;;;
09/11/2020;lunes;Festivo;Fiesta local;Nuestra Señora de la Almudena
10/11/2020;martes;;;
11/11/2020;miércoles;;;
12/11/2020;jueves;;;
13/11/2020;viernes;;;
14/11/2020;sábado;;;
15/11/2020;domingo;;;
16/11/2020;lunes;;;
17/11/2020;martes;;;
18/11/2020;miércoles;;;
19/11/2020;jueves;;;
20/11/2020;viernes;;;
21/11/2020;sábado;;;
22/11/2020;domingo;;;
23/11/2020;lunes;;;
24/11/2020;martes;;;
25/11/2020;miércoles;;;
26/11/2020;jueves;;;
27/11/2020;viernes;;;
28/11/2020;sábado;;;
29/11/2020;domingo;;;
30/11/2020;lunes;;;
01/12/2020;martes;;;
02/12/2020;miércoles;;;
03/12/2020;jueves;;;
04/12/2020;viernes;;;
05/12/2020;sábado;;;
06/12/2020;domingo;;;
07/12/2020;lunes;Festivo;Fiesta nacional;Traslado del día de la Constitución Española
08/12/2020;martes;Festivo;Fiesta nacional;Inmaculada Concepcion
09/12/2020;miércoles;;;
10/12/2020;jueves;;;
11/12/2020;viernes;;;
12/12/2020;sábado;;;
13/12/2020;domingo;;;
14/12/2020;lunes;;;
15/12/2020;martes;;;
16/12/2020;miércoles;;;
17/12/2020;jueves;;;
18/12/2020;viernes;;;
19/12/2020;sábado;;;
20/12/2020;domingo;;;
21/12/2020;lunes;;;
22/12/2020;martes;;;
23/12/2020;miércoles;;;
24/12/2020;jueves;;;
25/12/2020;viernes;Festivo;Fiesta nacional;Natividad del Señor
26/12/2020;sábado;;;
27/12/2020;domingo;;;
28/12/2020;lunes;;;
29/12/2020;martes;;;
30/12/2020;miércoles;;;
31/12/2020;jueves;;;
01/01/2021;viernes;festivo;Festivo nacional;Año Nuevo
02/01/2021;sábado;;;
03/01/2021;domingo;;;
04/01/2021;lunes;;;
05/01/2021;martes;;;
06/01/2021;miércoles;festivo;Festivo nacional;Epifanía del Señor
07/01/2021;jueves;;;
08/01/2021;viernes;;;
09/01/2021;sábado;;;
10/01/2021;domingo;;;
11/01/2021;lunes;;;
12/01/2021;martes;;;
13/01/2021;miércoles;;;
14/01/2021;jueves;;;
15/01/2021;viernes;;;
16/01/2021;sábado;;;
17/01/2021;domingo;;;
18/01/2021;lunes;;;
19/01/2021;martes;;;
20/01/2021;miércoles;;;
21/01/2021;jueves;;;
22/01/2021;viernes;;;
23/01/2021;sábado;;;
24/01/2021;domingo;;;
25/01/2021;lunes;;;
26/01/2021;martes;;;
27/01/2021;miércoles;;;
28/01/2021;jueves;;;
29/01/2021;viernes;;;
30/01/2021;sábado;;;
31/01/2021;domingo;;;
01/02/2021;lunes;;;
02/02/2021;martes;;;
03/02/2021;miércoles;;;
04/02/2021;jueves;;;
05/02/2021;viernes;;;
06/02/2021;sábado;;;
07/02/2021;domingo;;;
08/02/2021;lunes;;;
09/02/2021;martes;;;
10/02/2021;miércoles;;;
11/02/2021;jueves;;;
12/02/2021;viernes;;;
13/02/2021;sábado;;;
14/02/2021;domingo;;;
15/02/2021;lunes;;;
16/02/2021;martes;;;
17/02/2021;miércoles;;;
18/02/2021;jueves;;;
19/02/2021;viernes;;;
20/02/2021;sábado;;;
21/02/2021;domingo;;;
22/02/2021;lunes;;;
23/02/2021;martes;;;
24/02/2021;miércoles;;;
25/02/2021;jueves;;;
26/02/2021;viernes;;;
27/02/2021;sábado;;;
28/02/2021;domingo;;;
01/03/2021;lunes;;;
02/03/2021;martes;;;
03/03/2021;miércoles;;;
04/03/2021;jueves;;;
05/03/2021;viernes;;;
06/03/2021;sábado;;;
07/03/2021;domingo;;;
08/03/2021;lunes;;;
09/03/2021;martes;;;
10/03/2021;miércoles;;;
11/03/2021;jueves;;;
12/03/2021;viernes;;;
13/03/2021;sábado;;;
14/03/2021;domingo;;;
15/03/2021;lunes;;;
16/03/2021;martes;;;
17/03/2021;miércoles;;;
18/03/2021;jueves;;;
19/03/2021;viernes;Festivo;Festivo nacional;San José
20/03/2021;sábado;;;
21/03/2021;domingo;;;
22/03/2021;lunes;;;
23/03/2021;martes;;;
24/03/2021;miércoles;;;
25/03/2021;jueves;;;
26/03/2021;viernes;;;
27/03/2021;sábado;;;
28/03/2021;domingo;;;
29/03/2021;lunes;;;
30/03/2021;martes;;;
31/03/2021;miércoles;;;
01/04/2021;jueves;Festivo;Fiesta Comunidad de Madrid;Jueves Santo
02/04/2021;viernes;Festivo;Fiesta nacional;Viernes Santo
03/04/2021;sábado;;;
04/04/2021;domingo;;;
05/04/2021;lunes;;;
06/04/2021;martes;;;
07/04/2021;miércoles;;;
08/04/2021;jueves;;;
09/04/2021;viernes;;;
10/04/2021;sábado;;;
11/04/2021;domingo;;;
12/04/2021;lunes;;;
13/04/2021;martes;;;
14/04/2021;miércoles;;;
15/04/2021;jueves;;;
16/04/2021;viernes;;;
17/04/2021;sábado;;;
18/04/2021;domingo;;;
19/04/2021;lunes;;;
20/04/2021;martes;;;
21/04/2021;miércoles;;;
22/04/2021;jueves;;;
23/04/2021;viernes;;;
24/04/2021;sábado;;;
25/04/2021;domingo;;;
26/04/2021;lunes;;;
27/04/2021;martes;;;
28/04/2021;miércoles;;;
29/04/2021;jueves;;;
30/04/2021;viernes;;;
01/05/2021;sábado;Festivo;Fiesta nacional;Fiesta del Trabajo
02/05/2021;domingo;;;
03/05/2021;lunes;Festivo;Traslado de la Fiesta de la Comunidad de Madrid;
04/05/2021;martes;;;
05/05/2021;miércoles;;;
06/05/2021;jueves;;;
07/05/2021;viernes;;;
08/05/2021;sábado;;;
09/05/2021;domingo;;;
10/05/2021;lunes;;;
11/05/2021;martes;;;
12/05/2021;miércoles;;;
13/05/2021;jueves;;;
14/05/2021;viernes;;;
15/05/2021;sábado;Festivo;Festivo nacional;San Isidro Labrador
16/05/2021;domingo;;;
17/05/2021;lunes;;;
18/05/2021;martes;;;
19/05/2021;miércoles;;;
20/05/2021;jueves;;;
21/05/2021;viernes;;;
22/05/2021;sábado;;;
23/05/2021;domingo;;;
24/05/2021;lunes;;;
25/05/2021;martes;;;
26/05/2021;miércoles;;;
27/05/2021;jueves;;;
28/05/2021;viernes;;;
29/05/2021;sábado;;;
30/05/2021;domingo;;;
31/05/2021;lunes;;;
01/06/2021;martes;;;
02/06/2021;miércoles;;;
03/06/2021;jueves;;;
04/06/2021;viernes;;;
05/06/2021;sábado;;;
06/06/2021;domingo;;;
07/06/2021;lunes;;;
08/06/2021;martes;;;
09/06/2021;miércoles;;;
10/06/2021;jueves;;;
11/06/2021;viernes;;;
12/06/2021;sábado;;;
13/06/2021;domingo;;;
14/06/2021;lunes;;;
15/06/2021;martes;;;
16/06/2021;miércoles;;;
17/06/2021;jueves;;;
18/06/2021;viernes;;;
19/06/2021;sábado;;;
20/06/2021;domingo;;;
21/06/2021;lunes;;;
22/06/2021;martes;;;
23/06/2021;miércoles;;;
24/06/2021;jueves;;;
25/06/2021;viernes;;;
26/06/2021;sábado;;;
27/06/2021;domingo;;;
28/06/2021;lunes;;;
29/06/2021;martes;;;
30/06/2021;miércoles;;;
01/07/2021;jueves;;;
02/07/2021;viernes;;;
03/07/2021;sábado;;;
04/07/2021;domingo;;;
05/07/2021;lunes;;;
06/07/2021;martes;;;
07/07/2021;miércoles;;;
08/07/2021;jueves;;;
09/07/2021;viernes;;;
10/07/2021;sábado;;;
11/07/2021;domingo;;;
12/07/2021;lunes;;;
13/07/2021;martes;;;
14/07/2021;miércoles;;;
15/07/2021;jueves;;;
16/07/2021;viernes;;;
17/07/2021;sábado;;;
18/07/2021;domingo;;;
19/07/2021;lunes;;;
20/07/2021;martes;;;
21/07/2021;miércoles;;;
22/07/2021;jueves;;;
23/07/2021;viernes;;;
24/07/2021;sábado;;;
25/07/2021;domingo;;;
26/07/2021;lunes;;;
27/07/2021;martes;;;
28/07/2021;miércoles;;;
29/07/2021;jueves;;;
30/07/2021;viernes;;;
31/07/2021;sábado;;;
01/08/2021;domingo;;;
02/08/2021;lunes;;;
03/08/2021;martes;;;
04/08/2021;miércoles;;;
05/08/2021;jueves;;;
06/08/2021;viernes;;;
07/08/2021;sábado;;;
08/08/2021;domingo;;;
09/08/2021;lunes;;;
10/08/2021;martes;;;
11/08/2021;miércoles;;;
12/08/2021;jueves;;;
13/08/2021;viernes;;;
14/08/2021;sábado;;;
15/08/2021;domingo;;;
16/08/2021;lunes;;;
17/08/2021;martes;;;
18/08/2021;miércoles;;;
19/08/2021;jueves;;;
20/08/2021;viernes;;;
21/08/2021;sábado;;;
22/08/2021;domingo;;;
23/08/2021;lunes;;;
24/08/2021;martes;;;
25/08/2021;miércoles;;;
26/08/2021;jueves;;;
27/08/2021;viernes;;;
28/08/2021;sábado;;;
29/08/2021;domingo;;;
30/08/2021;lunes;;;
31/08/2021;martes;;;
01/09/2021;miércoles;;;
02/09/2021;jueves;;;
03/09/2021;viernes;;;
04/09/2021;sábado;;;
05/09/2021;domingo;;;
06/09/2021;lunes;;;
07/09/2021;martes;;;
08/09/2021;miércoles;;;
09/09/2021;jueves;;;
10/09/2021;viernes;;;
11/09/2021;sábado;;;
12/09/2021;domingo;;;
13/09/2021;lunes;;;
14/09/2021;martes;;;
15/09/2021;miércoles;;;
16/09/2021;jueves;;;
17/09/2021;viernes;;;
18/09/2021;sábado;;;
19/09/2021;domingo;;;
20/09/2021;lunes;;;
21/09/2021;martes;;;
22/09/2021;miércoles;;;
23/09/2021;jueves;;;
24/09/2021;viernes;;;
25/09/2021;sábado;;;
26/09/2021;domingo;;;
27/09/2021;lunes;;;
28/09/2021;martes;;;
29/09/2021;miércoles;;;
30/09/2021;jueves;;;
01/10/2021;viernes;;;
02/10/2021;sábado;;;
03/10/2021;domingo;;;
04/10/2021;lunes;;;
05/10/2021;martes;;;
06/10/2021;miércoles;;;
07/10/2021;jueves;;;
08/10/2021;viernes;;;
09/10/2021;sábado;;;
10/10/2021;domingo;;;
11/10/2021;lunes;;;
12/10/2021;martes;Festivo;Fiesta nacional;Fiesta Nacional de España
13/10/2021;miércoles;;;
14/10/2021;jueves;;;
15/10/2021;viernes;;;
16/10/2021;sábado;;;
17/10/2021;domingo;;;
18/10/2021;lunes;;;
19/10/2021;martes;;;
20/10/2021;miércoles;;;
21/10/2021;jueves;;;
22/10/2021;viernes;;;
23/10/2021;sábado;;;
24/10/2021;domingo;;;
25/10/2021;lunes;;;
26/10/2021;martes;;;
27/10/2021;miércoles;;;
28/10/2021;jueves;;;
29/10/2021;viernes;;;
30/10/2021;sábado;;;
31/10/2021;domingo;;;
01/11/2021;lunes;Festivo;Fiesta nacional; Día de Todos los Santos
02/11/2021;martes;;;
03/11/2021;miércoles;;;
04/11/2021;jueves;;;
05/11/2021;viernes;;;
06/11/2021;sábado;;;
07/11/2021;domingo;;;
08/11/2021;lunes;;;
09/11/2021;martes;Festivo;Fiesta local;Nuestra Señora de la Almudena
10/11/2021;miércoles;;;
11/11/2021;jueves;;;
12/11/2021;viernes;;;
13/11/2021;sábado;;;
14/11/2021;domingo;;;
15/11/2021;lunes;;;
16/11/2021;martes;;;
17/11/2021;miércoles;;;
18/11/2021;jueves;;;
19/11/2021;viernes;;;
20/11/2021;sábado;;;
21/11/2021;domingo;;;
22/11/2021;lunes;;;
23/11/2021;martes;;;
24/11/2021;miércoles;;;
25/11/2021;jueves;;;
26/11/2021;viernes;;;
27/11/2021;sábado;;;
28/11/2021;domingo;;;
29/11/2021;lunes;;;
30/11/2021;martes;;;
01/12/2021;miércoles;;;
02/12/2021;jueves;;;
03/12/2021;viernes;;;
04/12/2021;sábado;;;
05/12/2021;domingo;;;
06/12/2021;lunes;Festivo;Fiesta nacional; Día de la Constitución Española
07/12/2021;martes;;;
08/12/2021;miércoles;Festivo;Fiesta nacional;Inmaculada Concepcion
09/12/2021;jueves;;;
10/12/2021;viernes;;;
11/12/2021;sábado;;;
12/12/2021;domingo;;;
13/12/2021;lunes;;;
14/12/2021;martes;;;
15/12/2021;miércoles;;;
16/12/2021;jueves;;;
17/12/2021;viernes;;;
18/12/2021;sábado;;;
19/12/2021;domingo;;;
20/12/2021;lunes;;;
21/12/2021;martes;;;
22/12/2021;miércoles;;;
23/12/2021;jueves;;;
24/12/2021;viernes;;;
25/12/2021;sábado;Festivo;Fiesta nacional;Natividad del Señor
26/12/2021;domingo;;;
27/12/2021;lunes;;;
28/12/2021;martes;;;
29/12/2021;miércoles;;;
30/12/2021;jueves;;;
31/12/2021;viernes;;;
01/01/2022;sábado;Festivo;Festivo nacional;Año Nuevo
02/01/2022;domingo;;;
03/01/2022;lunes;;;
04/01/2022;martes;;;
05/01/2022;miércoles;;;
06/01/2022;jueves;Festivo;Festivo nacional;Epifanía del Señor
07/01/2022;viernes;;;
08/01/2022;sábado;;;
09/01/2022;domingo;;;
10/01/2022;lunes;;;
11/01/2022;martes;;;
12/01/2022;miércoles;;;
13/01/2022;jueves;;;
14/01/2022;viernes;;;
15/01/2022;sábado;;;
16/01/2022;domingo;;;
17/01/2022;lunes;;;
18/01/2022;martes;;;
19/01/2022;miércoles;;;
20/01/2022;jueves;;;
